Gene = PVRIG
index = 1102
Annotated 5SS: [ 165  793 1229 1438 1585]
Annotated 3SS: [ 476  877 1310 1523 1691]
SMsplice 5SS: [ 165 1438 1585]
SMsplice 3SS: [1310 1535 1691]
top_k =  1000
Partition function (log Z): -1.5829524215965007

Sorted 5' Splice Sites (High to Low Probability):
Position 1438: 0.9363161173069439
Position 793: 0.5903078945875806
Position 1585: 0.5372271844557218
Position 165: 0.5145102840772748
Position 982: 0.42547484675553493
Position 1229: 0.3552114846485411
Position 188: 0.34268908635599094
Position 693: 0.181498426878399
Position 1614: 0.16843356621255468
Position 976: 0.07257294320887091
Position 363: 0.03349462144812463
Position 944: 0.02263489460062209
Position 1004: 0.021206649576169183
Position 176: 0.01929802229301804
Position 957: 0.019226512225462525
Position 158: 0.015984131486149102
Position 1802: 0.0109064066925483
Position 46: 0.004793819053398816
Position 616: 0.004297059252658954
Position 889: 0.0030267897614510188
Position 194: 0.0029523885071064044
Position 1164: 0.0026524254928004956
Position 307: 0.001969733741420866
Position 198: 0.0017243584911236726
Position 765: 0.0007139180606362231
Position 1199: 0.0006625901483977159
Position 169: 0.0006425111859528805
Position 948: 0.0004804522093680205
Position 779: 0.0004426707677864439
Position 901: 0.00033515432146939873
Position 248: 0.0002915479605060842
Position 753: 0.00019630125697929054
Position 891: 0.00014397996264866887
Position 1448: 0.00011275506833907267
Position 274: 9.937752753826187e-05
Position 618: 8.304216737944905e-05
Position 246: 6.670397371478862e-05
Position 895: 6.0213779557506324e-05
Position 1896: 4.304964085784525e-05
Position 277: 3.371618096532585e-05
Position 1247: 3.251937258610315e-05
Position 493: 3.104191769416435e-05
Position 201: 1.068600712140577e-05
Position 77: 4.630056748911198e-06
Position 781: 3.0240631068140103e-06
Position 428: 2.428853044942509e-06
Position 834: 1.4733948898710914e-06
Position 254: 1.3280718133995293e-06
Position 221: 1.1998961430747507e-06
Position 797: 1.1199419722256378e-06
Position 281: 9.252050062349874e-07
Position 57: 6.080686743915665e-07
Position 83: 5.61084036943366e-07
Position 507: 4.6655578769293556e-07
Position 642: 3.2075779515980856e-07
Position 112: 2.4367391548549146e-07
