Gene = URM1
index = 1537
Annotated 5SS: [   97  6788 16579 17991]
Annotated 3SS: [ 6716 16496 17941 18346]
SMsplice 5SS: [   97  6788 16579 17991]
SMsplice 3SS: [ 6675 16496 17941 18346]
top_k =  1000
Partition function (log Z): 1.0247548820198524

Sorted 5' Splice Sites (High to Low Probability):
Position 97: 0.9927405084804326
Position 16579: 0.9917691111881592
Position 6788: 0.9802531344752071
Position 1253: 0.4664535519998533
Position 17991: 0.4032489354216265
Position 12616: 0.2688970064894163
Position 826: 0.2393208039917787
Position 13497: 0.22317455771997852
Position 2316: 0.2114589578504008
Position 13327: 0.17740210242128984
Position 18145: 0.17354637953783947
Position 16405: 0.15998118349574333
Position 3022: 0.15921795537944838
Position 14022: 0.14666787432728717
Position 16167: 0.12576424683653414
Position 14522: 0.12550599394611203
Position 13509: 0.08925177608711658
Position 13279: 0.07711164023417094
Position 659: 0.06520519630074909
Position 16281: 0.06309159291441782
Position 3881: 0.06011758365193776
Position 12948: 0.05863196951401079
Position 943: 0.05414338643207212
Position 18211: 0.04946566714309557
Position 3434: 0.048580796903799545
Position 14057: 0.04352850683443364
Position 16113: 0.0400834331030329
Position 18492: 0.0375147099664441
Position 3965: 0.0313256030689758
Position 19135: 0.02944275115727817
Position 10721: 0.029228088234922296
Position 974: 0.026215309483878593
Position 3601: 0.02560877361378273
Position 1687: 0.024005139280233682
Position 5510: 0.023580745851252215
Position 2421: 0.022446950939848116
Position 12940: 0.020114811616043067
Position 16094: 0.017140917409743876
Position 2299: 0.01576842377303357
Position 9128: 0.015122627243976292
Position 4676: 0.011894256379713936
Position 15036: 0.011477453728684845
Position 8778: 0.009720155222758113
Position 2233: 0.009183907991666318
Position 2650: 0.009122945130979878
Position 18088: 0.008938460663350113
Position 5609: 0.008764761354287595
Position 13333: 0.008424508087470148
Position 10873: 0.007380575557562376
Position 16610: 0.007145090816621288
Position 14508: 0.0069848138579470635
Position 17039: 0.005551403148453784
Position 18348: 0.004861512690995462
Position 10394: 0.004775648192513488
Position 16786: 0.004508938719057719
Position 13130: 0.004322408825029463
Position 13354: 0.003931769209095841
Position 8736: 0.0037147949757339676
Position 18205: 0.0033659303510476376
Position 17179: 0.002915538804171526
Position 18596: 0.0028027261861033634
Position 978: 0.002779444535168585
Position 1961: 0.0024948866858085597
Position 15732: 0.0021805907388391505
Position 2687: 0.002150025394269772
Position 6743: 0.002023198487942584
Position 712: 0.0019211789476451591
Position 951: 0.0018840310375811604
Position 5854: 0.0017661883248078123
Position 11475: 0.0016793630119071173
Position 7495: 0.001669164678523533
Position 16897: 0.0016567871103224947
Position 16958: 0.00160521995737869
Position 4211: 0.0014727084138324803
Position 588: 0.0013288098424220024
Position 12581: 0.0013243016744602346
Position 717: 0.0013145557940064721
Position 18710: 0.0013010441755072991
Position 2938: 0.001098202195634033
Position 7360: 0.0010372320935609389
Position 11161: 0.0009567626098720156
Position 2451: 0.0009428071200143588
Position 14217: 0.0008521469893196398
Position 4903: 0.0008465886381686063
Position 18233: 0.0008037355345424233
Position 76: 0.0006989954403132245
Position 13249: 0.0006611049209720056
Position 86: 0.0006092278881706261
Position 213: 0.0005473572910694202
Position 6989: 0.0005440039306992286
Position 517: 0.0004858898253826412
Position 617: 0.0003974773571047523
Position 2746: 0.00039506462520584227
Position 17236: 0.0003595909531394564
Position 16920: 0.00035600545312147925
Position 18568: 0.00033366795201847464
Position 357: 0.00032766686490692104
Position 2656: 0.0003257776556314942
Position 2603: 0.0002996161482913447
Position 17407: 0.00028950763166602487
Position 918: 0.0002890372728676538
Position 2570: 0.0002808345671033157
Position 17125: 0.00027493254839934186
Position 8853: 0.00026156394819113534
Position 17186: 0.000255062039619039
Position 265: 0.00024352895221399937
Position 621: 0.0002417636034174364
Position 953: 0.0002378788698389259
Position 2559: 0.00021011871629439082
Position 955: 0.0001895519283406819
Position 3226: 0.00018633029509862844
Position 957: 0.0001678178011416481
Position 2742: 0.00016611728574162561
Position 959: 0.0001641512914069597
Position 18160: 0.00015731475338411953
Position 961: 0.0001473954499963131
Position 1716: 0.00012897706001028082
Position 17626: 0.00010516403339255662
Position 16648: 8.93326767502139e-05
Position 654: 6.735875661969791e-05
Position 17622: 4.470494215359625e-05
Position 1204: 4.189528635970472e-05
Position 2320: 3.514569237892799e-05
Position 908: 3.453454865633754e-05
Position 1224: 3.396795351896831e-05
Position 1208: 2.968267454581767e-05
Position 789: 2.872010265989502e-05
Position 91: 2.160216511665069e-05
Position 982: 2.034826330421661e-05
Position 1657: 1.9920776418250827e-05
Position 366: 1.8767143693485606e-05
Position 3800: 1.8667902401986194e-05
Position 984: 1.8234721037188373e-05
Position 1497: 1.758076488844766e-05
Position 1016: 1.4902954545025502e-05
Position 980: 1.3931403032249013e-05
Position 2026: 1.361992259882106e-05
Position 994: 1.2994473458369447e-05
Position 998: 1.1751351886262589e-05
Position 996: 1.1281160089098308e-05
Position 17995: 1.0858167213607029e-05
Position 17958: 8.615649276577318e-06
Position 759: 7.042401368080175e-06
Position 1120: 6.574808478756342e-06
Position 25: 6.169180301653233e-06
Position 330: 5.326803305160037e-06
Position 925: 5.169279223138405e-06
Position 838: 4.895698585097305e-06
Position 536: 4.7928010249584275e-06
Position 18042: 4.736670753751394e-06
Position 136: 3.874274372078539e-06
Position 1506: 3.5608487193363306e-06
Position 903: 3.548697422003063e-06
Position 196: 2.4238288541995002e-06
Position 18655: 2.168766425093253e-06
Position 493: 1.9994763506211014e-06
Position 120: 1.771166781744111e-06
Position 277: 1.5558215266095649e-06
Position 360: 1.4254224666606973e-06
Position 906: 1.3907998059302558e-06
Position 508: 8.171321696061804e-07
Position 273: 7.248556383984165e-07
Position 423: 7.191645226472292e-07
Position 16577: 5.849468994173923e-07
Position 35: 4.222026990640811e-07
Position 80: 3.8453879440024773e-07
Position 529: 3.2717256367343303e-07
Position 168: 2.9982254190307286e-07
Position 320: 2.407029114142185e-07
Position 1270: 2.1143669785088192e-07
Position 239: 1.39671169167303e-07
Position 252: 1.328657943158859e-07
Position 204: 8.008223517462503e-08
Position 350: 3.4697730965760435e-08
Position 139: 2.7077959980636463e-08
Position 101: 1.4572097567968959e-08
Position 337: 1.3206295107878231e-08
Position 198: 1.30391551253097e-08
Position 522: 1.1229307356253737e-08
Position 809: 5.594539786939766e-10
Position 318: 2.1477414762947705e-10
Position 539: 3.4384898410606316e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 16496: 0.9981943598338422
Position 18346: 0.7541586619090058
Position 17941: 0.6074221488790041
Position 13182: 0.5504651030485516
Position 6675: 0.49895523962691174
Position 6716: 0.4792607194288257
Position 1123: 0.24621353891375264
Position 576: 0.24317570116651432
Position 12499: 0.21071978198727603
Position 16022: 0.182553975680447
Position 2876: 0.16000901197237347
Position 2117: 0.13633054276341502
Position 16263: 0.13279827304448313
Position 14406: 0.12675887768165214
Position 1005: 0.10922149300569693
Position 13933: 0.10360924332959612
Position 13905: 0.08433354735004564
Position 12787: 0.07612449441498732
Position 825: 0.07411026661009991
Position 646: 0.06841221098071994
Position 3775: 0.055666631753049506
Position 1168: 0.05550942841556768
Position 16238: 0.051593237409200264
Position 2188: 0.05127213563914313
Position 19282: 0.05065010612608029
Position 2137: 0.04633442655277687
Position 16193: 0.040305666937079015
Position 5419: 0.034111695530347624
Position 19023: 0.033834665203267174
Position 3352: 0.030532820027806294
Position 10642: 0.02893024655232515
Position 13273: 0.028730377323030496
Position 16830: 0.0254247256583304
Position 12581: 0.024573960813857983
Position 18743: 0.024099077018294546
Position 3800: 0.022906484498825833
Position 1416: 0.019502173515192737
Position 12456: 0.017977338969997526
Position 16706: 0.01758856968936013
Position 12375: 0.016950226392744953
Position 1222: 0.01644989376583359
Position 17655: 0.015446150888971442
Position 18068: 0.015287318863776806
Position 18042: 0.015156522145319321
Position 8956: 0.015122627243976295
Position 8680: 0.013696514146683223
Position 2164: 0.013559971164394455
Position 18978: 0.013383907310010813
Position 18539: 0.013319598919329514
Position 20285: 0.01211054923322956
Position 3158: 0.011705788339027245
Position 20011: 0.011346481511109263
Position 3448: 0.011052913530086122
Position 973: 0.01048590501438325
Position 17859: 0.009790837406883737
Position 16771: 0.008878178540568523
Position 18109: 0.008662371864111151
Position 20387: 0.008156743477743207
Position 3239: 0.007623336507359514
Position 2496: 0.00754399649675898
Position 19666: 0.007430926752513997
Position 19772: 0.006967936293076176
Position 18925: 0.0068886288602248175
Position 3429: 0.0067487677830667045
Position 1147: 0.0067225556117947085
Position 18491: 0.006693317908164039
Position 3600: 0.006652469397503248
Position 17787: 0.006635641301876835
Position 18981: 0.0064042655036521436
Position 14850: 0.006369768282670373
Position 2237: 0.0062699976502110085
Position 18892: 0.00581665250341678
Position 14477: 0.005731930122407
Position 846: 0.005488072593761985
Position 3681: 0.0053799322129723815
Position 4646: 0.005222303516929976
Position 14726: 0.005107685446014473
Position 10580: 0.005094483297766824
Position 1065: 0.004839668889522844
Position 10263: 0.004775648192513488
Position 19885: 0.004393606859674523
Position 13016: 0.004322408825029463
Position 3130: 0.004308185578435326
Position 19057: 0.0040402871638319906
Position 4498: 0.003988163304186337
Position 612: 0.0035656597927841713
Position 1506: 0.0035355884881580054
Position 18236: 0.0033923046542131386
Position 6630: 0.003141131652319139
Position 17616: 0.0030035451241879835
Position 18144: 0.0026974752353121296
Position 4551: 0.0026837895585976267
Position 17817: 0.002629672506702918
Position 12713: 0.002622286715066545
Position 10769: 0.0025839339423926987
Position 1135: 0.002534593053873006
Position 17394: 0.002524879956398496
Position 3302: 0.002387539410744216
Position 595: 0.002321935114573361
Position 2493: 0.0022582836652706127
Position 13877: 0.002253590482079
Position 15546: 0.0021805907388391496
Position 1245: 0.0021400092671115733
Position 17092: 0.002088985691025632
Position 2285: 0.001851703741711414
Position 16878: 0.0017826317573696531
Position 2412: 0.001750076709197724
Position 2618: 0.0016045613957121764
Position 18252: 0.0015966872355440507
Position 1028: 0.0014943064097748308
Position 7304: 0.0014754772867724916
Position 4078: 0.0014727084138324797
Position 516: 0.0014351960117653462
Position 20640: 0.0013667346205395723
