Gene = RP11-385J1.3
index = 1170
Annotated 5SS: [   253 388343 406636 409251]
Annotated 3SS: [388219 406464 409054 423529]
SMsplice 5SS: [   253  18357  23288  32639  41673  45780  46093  54525  76058  81223
  93167  93862 110180 125368 130906 135150 197502 204725 256408 263050
 268855 376131 384725 388343 406636 409251 423079]
SMsplice 3SS: [ 18271  23123  32499  41525  45649  45901  54380  75994  81073  92962
  93749 110088 125240 130820 134997 197376 204583 256323 262954 268743
 376018 384558 388240 406464 409054 422958 423529]
top_k =  1000
Partition function (log Z): -178.021199986194

Sorted 5' Splice Sites (High to Low Probability):
Position 253: 0.9992773061379361
Position 23288: 0.6104920134771523
Position 9404: 0.5025993096156698
Position 12405: 0.4947496506323358
Position 18357: 0.43896061691201643
Position 8142: 0.4051225034478919
Position 8206: 0.39371712908342676
Position 7877: 0.3346505162482678
Position 18398: 0.3100577892986757
Position 26166: 0.25828361788001714
Position 551: 0.24962551203113942
Position 3408: 0.1548018617702083
Position 8851: 0.119151628637427
Position 18324: 0.11846047414881673
Position 4679: 0.11353426582920902
Position 8210: 0.10482997588240131
Position 8842: 0.10480683141492313
Position 23266: 0.09733521205048123
Position 15629: 0.07187485159442424
Position 20971: 0.05402436154794003
Position 12093: 0.049683144251928046
Position 20810: 0.04608531656186479
Position 3905: 0.044302430527031374
Position 25155: 0.04295837292586745
Position 5892: 0.042661442924174564
Position 9649: 0.03601395853381582
Position 6433: 0.03591054794661105
Position 21522: 0.03455516013846996
Position 14263: 0.026682427264492662
Position 7804: 0.023177813329214012
Position 19135: 0.022205880120602033
Position 4195: 0.02022169742913465
Position 2141: 0.019317161476817904
Position 25862: 0.017473017444955954
Position 20434: 0.017411675358174984
Position 17499: 0.016068917736175147
Position 12159: 0.01593960564069638
Position 23341: 0.015759997466467075
Position 13004: 0.013915823138641118
Position 414: 0.013368845678156943
Position 7275: 0.012630929007057052
Position 23177: 0.011198553062180214
Position 8179: 0.00932879823793496
Position 5673: 0.009261618270861135
Position 23749: 0.008094469386003313
Position 12409: 0.008047111162543533
Position 8757: 0.007855977234942111
Position 1030: 0.00752856355949286
Position 13872: 0.00660469909041228
Position 15386: 0.0057746803819846764
Position 5174: 0.00567722050205535
Position 25212: 0.005466451289922251
Position 1213: 0.005254493577460519
Position 3489: 0.0045061346871490505
Position 26247: 0.004444961239923427
Position 4576: 0.004017432356802708
Position 3845: 0.0038732663381921676
Position 11641: 0.0036211443731868137
Position 8514: 0.0035570229095450603
Position 7032: 0.003504052156898383
Position 11951: 0.002530307789944422
Position 9390: 0.002497091975913508
Position 10202: 0.002136073497404245
Position 5841: 0.0017672032426679662
Position 12385: 0.0015103101102257068
Position 7903: 0.0012646264234522711
Position 11743: 0.0012193990870523787
Position 7703: 0.0011877550317456876
Position 6291: 0.0011577289339259702
Position 7098: 0.0011574486630458146
Position 13226: 0.0011392127048729071
Position 11754: 0.000847199051452774
Position 3779: 0.0006023464693151608
Position 2804: 0.0004540137421080122
Position 7633: 0.0004428820080057575
Position 1967: 0.00040977907356573806
Position 2120: 0.0004068000356370404
Position 2795: 0.0003774761569989407
Position 8330: 0.00031701951881568376
Position 515: 0.0003120930557317254
Position 1094: 0.00028083401590009286
Position 6173: 0.00021512800697623448
Position 2588: 0.00019658353881767005
Position 2650: 0.0001900246448327388
Position 3112: 0.0001821870936217064
Position 3748: 0.00015336302855408483
Position 2945: 0.00010057708126327177
Position 729: 7.425973544664379e-05
Position 4: 6.806320927910577e-05
Position 3440: 4.711360550158875e-05
Position 78: 4.514174216702245e-05
Position 2833: 3.069918796393718e-05
Position 2161: 2.8717635391540502e-05
Position 5655: 2.711880258752996e-05
Position 2724: 2.3696985991458498e-05
Position 32: 9.63321979823399e-06
Position 544: 3.718541425426722e-06
Position 257: 3.488154082168457e-06
Position 1360: 2.54458892026406e-06
Position 1783: 1.6320684824805618e-06
Position 488: 1.5328630373727189e-06
Position 1606: 1.1099008582360491e-06
Position 1079: 1.049329481448e-06
Position 1119: 9.955336539392503e-07
Position 1739: 9.215152523859146e-07
Position 519: 6.193214001959602e-07
Position 275: 5.966748556518969e-07
Position 823: 4.963363870370014e-07
Position 424: 3.581844710039176e-07
Position 1049: 3.3848845114941153e-07
Position 677: 2.8106412630259764e-07
Position 376: 2.430233983574471e-07
Position 1131: 2.273236380923184e-07
Position 971: 2.1650166354004352e-07
Position 838: 1.9014688160754717e-07
Position 2431: 1.80903816753738e-07
Position 178: 1.8037580635258817e-07
Position 2439: 1.6828575832886877e-07
Position 105: 1.28605758450881e-07
Position 2021: 1.2362357198675183e-07
Position 113: 1.0958366556415946e-07
Position 869: 5.925266009044428e-08
Position 662: 5.386011794299882e-08
Position 2184: 4.455409840541969e-08
Position 698: 4.315524140507068e-08
Position 373: 3.485852295411391e-08
Position 1711: 1.979561672901555e-08
Position 575: 1.9059937730767623e-08
Position 426: 1.6953179800578842e-08
Position 541: 6.117368169556539e-09
Position 295: 4.844785156095924e-09
Position 393: 3.5998303818883247e-09
Position 596: 1.9002994084691333e-09
Position 2241: 1.8565474123468012e-09
Position 513: 1.171969690894118e-09
Position 1690: 8.531296656534153e-10
Position 1613: 8.476409559993667e-10
Position 1618: 5.978426615765063e-10
Position 117: 2.2085383859792094e-11
Position 91: 1.6911781636483144e-11
Position 136: 5.44191736482753e-12
Position 300: 3.421621071026249e-12
Position 62: 1.9179627854196034e-13
Position 298: 4.815897474623986e-14
Position 607: 2.0540477051257467e-16
Position 615: 6.334012341689826e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 18271: 0.9287159408606419
Position 23123: 0.8040497271081718
Position 27018: 0.6408723679431592
Position 7961: 0.5875006447887111
Position 12327: 0.5043766650254666
Position 9275: 0.49789321131074393
Position 7689: 0.35077244191323204
Position 7989: 0.3057595646795675
Position 355: 0.26284719903891146
Position 26094: 0.19761053375542373
Position 3252: 0.1349422044503113
