Gene = SHISA4
index = 1253
Annotated 5SS: [ 360  909 1880 2861]
Annotated 3SS: [ 736 1745 2692 3091]
SMsplice 5SS: [ 360  909 2861]
SMsplice 3SS: [ 736 2692 3091]
top_k =  1000
Partition function (log Z): -2.7509446125551285

Sorted 5' Splice Sites (High to Low Probability):
Position 2861: 0.880341105379911
Position 360: 0.8759495824005034
Position 909: 0.5436736615903065
Position 843: 0.4430124266091964
Position 1880: 0.25221360351738287
Position 1719: 0.11739374165814948
Position 559: 0.05167943284189837
Position 2865: 0.040093586564499795
Position 46: 0.025091404040996215
Position 87: 0.021737937874320604
Position 74: 0.013542177286930879
Position 1280: 0.013028983322905344
Position 129: 0.01089128077095122
Position 1961: 0.004865212762859049
Position 2184: 0.003257087680538771
Position 1472: 0.0031537986146982807
Position 341: 0.0027905115962667945
Position 1071: 0.0021190171067603527
Position 1063: 0.0019250515113115835
Position 337: 0.0018799595065974908
Position 1103: 0.0016282238181231398
Position 552: 0.0016092739169592245
Position 2423: 0.001314786069548339
Position 2202: 0.0008813191599031666
Position 3008: 0.000721971984331452
Position 1146: 0.0006260562890607556
Position 1976: 0.0004818950048771327
Position 1267: 0.0003219664830175837
Position 2556: 0.0003147472959886874
Position 2608: 0.00030864934905566884
Position 762: 0.00027573904117287815
Position 633: 0.0002512856688966234
Position 233: 0.0002411949904425547
Position 1889: 0.0002265394979283382
Position 491: 0.00019394962772737484
Position 1585: 0.00019141725025938184
Position 2147: 0.0001895355919548566
Position 241: 0.00017935656152945833
Position 2461: 0.00016787943654927073
Position 1180: 0.00014369701826486982
Position 3332: 0.00013822561871915882
Position 1535: 0.00013371414280503486
Position 1419: 0.00013108667840303946
Position 1203: 0.0001099338812032127
Position 1077: 9.19373864884392e-05
Position 481: 8.546578919973606e-05
Position 3201: 8.308320455069977e-05
Position 1332: 6.762750697294058e-05
Position 1842: 6.682655409578694e-05
Position 2156: 6.464924417699272e-05
Position 3214: 6.456083550575106e-05
Position 644: 4.1538360561229224e-05
Position 608: 3.200831971144283e-05
Position 795: 2.2697073919616928e-05
Position 3013: 1.5935413937631377e-05
Position 3169: 1.3218302107988326e-05
Position 91: 1.1046865999655986e-05
Position 1196: 7.96951835879907e-06
Position 389: 5.548710853817171e-06
Position 668: 5.160841880087695e-06
Position 2804: 2.994686893494399e-06
Position 3032: 2.8174319282725126e-06
Position 3223: 2.7754959536312966e-06
Position 483: 1.5469931297173964e-06
Position 3468: 1.0062296867351908e-06
Position 34: 9.3982192938671e-07
Position 631: 2.636388002692621e-07
Position 913: 2.475681304078372e-07
Position 151: 1.0638331768801493e-07
Position 807: 8.682932478135719e-08
Position 80: 5.6476838013949036e-08
Position 759: 4.1797241367927224e-08
Position 1170: 3.069759049647636e-08
Position 703: 8.27936652972878e-09
Position 1138: 7.137604256484695e-09
Position 1107: 5.236444181179734e-09
Position 736: 6.528830073078938e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 736: 0.9750840687255984
Position 3091: 0.7343240675003412
Position 2692: 0.6277155574383663
Position 1745: 0.2292161828420046
Position 2944: 0.16633154682583332
Position 2748: 0.1418144301907352
Position 2778: 0.12502944630783105
Position 1607: 0.06588101809064711
Position 1550: 0.04847190899233405
Position 3169: 0.04277475875348498
