Gene = TIGIT
index = 1401
Annotated 5SS: [ 195 3021 4773 8602]
Annotated 3SS: [ 2897  4442  8494 16792]
SMsplice 5SS: [ 195 3021 5538 8602]
SMsplice 3SS: [ 2897  5400  8494 12058]
top_k =  1000
Partition function (log Z): -8.433987216379977

Sorted 5' Splice Sites (High to Low Probability):
Position 8602: 0.9742908167094452
Position 3021: 0.8127997560912235
Position 5538: 0.7440418605718938
Position 195: 0.7152898989805981
Position 4773: 0.4102592906630202
Position 1947: 0.2971705105758459
Position 4550: 0.175512715247691
Position 2018: 0.12953028072297068
Position 4968: 0.11896161452313665
Position 531: 0.0825694488745628
Position 132: 0.07725185362814425
Position 1658: 0.07449919918204763
Position 2497: 0.07035000919995049
Position 1099: 0.06961245643217111
Position 2444: 0.05833365073690597
Position 282: 0.05733530552880364
Position 8282: 0.05681226312474759
Position 16998: 0.05600756287084928
Position 3441: 0.03927647487170621
Position 9647: 0.03530165687212287
Position 4644: 0.030884371497804094
Position 241: 0.030677850385257822
Position 10334: 0.027453312488143606
Position 4541: 0.026402456421716878
Position 6828: 0.022161756220733544
Position 2067: 0.020792585145131298
Position 4757: 0.019124264706519692
Position 1640: 0.01672667961701379
Position 4494: 0.014436457270298754
Position 7810: 0.013916814200479044
Position 7777: 0.009931752445669139
Position 478: 0.00921058023481921
Position 6656: 0.008202276177532667
Position 7658: 0.008165735349416003
Position 6241: 0.007504939816167422
Position 17239: 0.0073819135306968965
Position 6169: 0.007088824076958685
Position 697: 0.006000703744264224
Position 156: 0.00567255645654798
Position 6268: 0.0052869919545722064
Position 1791: 0.0043886524331517695
Position 1552: 0.003925224067261507
Position 8983: 0.003624863657986652
Position 6502: 0.003488235807301193
Position 10597: 0.0034755055813089466
Position 11833: 0.003427068982641326
Position 678: 0.0031547050497373204
Position 875: 0.003118106858068274
Position 15903: 0.0030390576817943696
Position 1612: 0.0028309833462017097
Position 14608: 0.0025069240755965267
Position 2430: 0.001951090859576966
Position 682: 0.0016226817984911926
Position 3837: 0.0015014706143084266
Position 9812: 0.0013862030317844376
Position 170: 0.0013561494261213264
Position 3981: 0.001271075161759759
Position 3834: 0.0012414151162682522
Position 7673: 0.0012259357339439482
Position 10895: 0.001022654852829962
Position 3618: 0.0010207790306087975
Position 8667: 0.0009624887603374917
Position 1492: 0.0008921711649233402
Position 1688: 0.0008509295984350724
Position 9630: 0.0008339346965175553
Position 10925: 0.0008084456579438738
Position 3866: 0.0007344203807882418
Position 2200: 0.0007141339043748421
Position 739: 0.0006758507026494012
Position 11837: 0.0006557102455530092
Position 3749: 0.0006494874468898767
Position 1630: 0.0006435616687084326
Position 1164: 0.0005929507278109878
Position 9604: 0.0005821842289170471
Position 9292: 0.0005601583794592963
Position 606: 0.0005342819835982283
Position 11963: 0.0004630897228041487
Position 2003: 0.00043993218290092864
Position 10866: 0.00037852794638423165
