Gene = TFG
index = 1396
Annotated 5SS: [   54  4492 10681 19481 23295 27339 35554]
Annotated 3SS: [ 4264 10596 19333 23129 27197 35454 38770]
SMsplice 5SS: [  344 10681 19481 23295 27339 35554]
SMsplice 3SS: [10596 19333 23129 27197 35454 38770]
top_k =  1000
Partition function (log Z): 5.024429103530695

Sorted 5' Splice Sites (High to Low Probability):
Position 19481: 0.9908334754655713
Position 35554: 0.9848112474876276
Position 23295: 0.8003253118695081
Position 27339: 0.7529710559725317
Position 30108: 0.6547774118726769
Position 10681: 0.56213964721281
Position 37931: 0.5277768916482769
Position 33797: 0.5172117665658182
Position 4492: 0.48523160444066255
Position 344: 0.46437996515285906
Position 54: 0.4052667748660157
Position 13566: 0.3500781709199355
Position 32823: 0.34544690073648227
Position 32346: 0.3431684785052476
Position 19794: 0.24995958923852912
Position 10765: 0.23466648179533162
Position 27327: 0.23272230157805168
Position 37575: 0.2055087860238885
Position 29477: 0.1669917544748283
Position 20359: 0.158921375767205
Position 23205: 0.1505028266132275
Position 10920: 0.14019269104422488
Position 11138: 0.13620181301441292
Position 9686: 0.12361208633810025
Position 33008: 0.11851319125057143
Position 918: 0.11746031729436637
Position 13693: 0.09204936123287327
Position 31985: 0.08477153042358632
Position 25392: 0.06645967568672391
Position 38077: 0.06612892963719084
Position 32812: 0.0654615716548317
Position 27738: 0.056048902868848886
Position 11102: 0.054809193825869594
Position 13543: 0.05443654067057434
Position 34676: 0.053500487374766086
Position 32933: 0.048855441375470744
Position 3546: 0.045164422929032784
Position 2165: 0.03936052226214409
Position 32557: 0.037647458030424144
Position 25905: 0.0364974247726174
Position 7605: 0.036317766644520334
Position 19949: 0.03459519659246093
Position 38188: 0.032766040844679954
Position 8943: 0.030729605243226488
Position 34055: 0.03002661067276369
Position 34137: 0.02886519599428403
Position 20122: 0.027665729378923372
Position 22518: 0.0232910049005916
Position 11880: 0.021821095677144655
Position 211: 0.02014135986120461
Position 4225: 0.020007719399691166
Position 3563: 0.019569914073468624
Position 20710: 0.01916376510282937
Position 8674: 0.018905705963562426
Position 10899: 0.018790536337822544
Position 25141: 0.018505992287769155
Position 1691: 0.016836894026026318
Position 27505: 0.0167250352654543
Position 25941: 0.016256960441223323
Position 7123: 0.016064160935353292
Position 38700: 0.01489027699590164
Position 24521: 0.014250889457438257
Position 32493: 0.014104410002112574
Position 34449: 0.011909350432303718
Position 28059: 0.011876061262768103
Position 35539: 0.011806696190654067
Position 35014: 0.010865959752963663
Position 444: 0.009310971709465566
Position 20632: 0.009174779029883747
Position 38867: 0.009159377701517086
Position 23963: 0.008521381155310646
Position 13570: 0.008332596694506996
Position 29636: 0.008100900253705157
Position 34835: 0.007608938701994743
Position 38089: 0.007551097182254086
Position 23192: 0.006186662787495567
Position 3362: 0.00617388410595285
Position 28938: 0.00585637810178839
Position 24453: 0.005827663613694786
Position 2371: 0.005324124538039026
Position 36022: 0.004838269578769401
Position 32551: 0.0047145008167132855
Position 11728: 0.004440523310904041
Position 33662: 0.004292869645961245
Position 35964: 0.004165899044403427
Position 37894: 0.003803665188958493
Position 34025: 0.0036604910161991897
Position 10931: 0.0035632466697692097
Position 37924: 0.0024913534520502106
Position 483: 0.002478871663454114
Position 38146: 0.0022246464303493432
Position 10881: 0.0020525017588808986
Position 37809: 0.0019760183481259317
Position 35562: 0.0018040984791775792
Position 34731: 0.0016982895287333262
Position 34372: 0.0016972481410289072
Position 35534: 0.0015121844880279399
Position 34071: 0.001433461170038096
Position 37834: 0.0014046638419865439
Position 456: 0.001314714106548499
Position 38299: 0.0011451229588473094
Position 3973: 0.0010216917000439242
Position 36318: 0.0009513129724134826
Position 5997: 0.0008711352917142986
Position 39035: 0.0007854354161365672
Position 32711: 0.0005627994536152707
Position 37838: 0.0004423805125262425
Position 30410: 0.00042431223109074234
Position 1008: 0.00031310372343494537
Position 20642: 0.00029782251346512653
Position 714: 0.00023499314925874167
Position 37800: 0.000216332251101945
Position 7954: 0.0001892824075845316
Position 500: 0.0001645612083448468
Position 5949: 0.0001624982244015375
Position 36384: 0.00015709577838513272
Position 7781: 0.00013694353302289798
Position 1499: 0.00011848081587272096
Position 5333: 0.00011710953155271499
Position 2001: 9.48013662978318e-05
Position 7950: 8.744073620396417e-05
Position 6935: 8.587888257851486e-05
Position 6025: 6.933354446343466e-05
Position 6170: 6.539359728745416e-05
Position 7285: 5.985793139670943e-05
Position 36295: 5.663273704951827e-05
Position 36357: 5.598128729113789e-05
Position 2602: 5.4519878034666375e-05
Position 36379: 5.334479093818202e-05
Position 1218: 5.299894717650498e-05
Position 2935: 4.648842014004094e-05
Position 8039: 4.387441688850749e-05
Position 4456: 4.325727786164531e-05
Position 757: 3.45330809551152e-05
Position 1508: 3.103110745052291e-05
Position 1330: 3.0378143203650435e-05
Position 6644: 2.8194730649403154e-05
Position 2485: 2.7918189883903766e-05
Position 6542: 2.219652975730801e-05
Position 3038: 2.1405008742669582e-05
Position 3437: 2.0829343147091457e-05
Position 7747: 2.0212779050045742e-05
Position 4702: 2.006847945333507e-05
Position 3893: 1.6915794482888067e-05
Position 23288: 1.6222368736410453e-05
Position 23568: 1.1524985718266465e-05
Position 379: 6.4558027726070215e-06
Position 421: 5.134184516446682e-06
Position 35656: 3.040447618774784e-06
Position 23391: 3.0239905104898183e-06
Position 169: 2.5566487656356897e-06
Position 35546: 2.2864441306009098e-06
Position 35747: 2.2730690036177053e-06
Position 644: 1.2380367042768965e-06
Position 136: 9.865674006706238e-07
Position 664: 4.4039568060810994e-07
Position 36174: 3.767630094836163e-07
Position 35782: 3.1133226269226194e-07
Position 365: 3.025282052036562e-07
Position 58: 2.401197382819934e-07
Position 219: 2.2662571402390894e-07
Position 566: 2.1230869644517826e-07
Position 287: 2.0747719371408624e-07
Position 36071: 6.900803589910861e-08
Position 244: 3.716632795913816e-08
Position 149: 3.2162018400072785e-08
Position 164: 1.8448827117178743e-08
Position 1170: 7.90740818483709e-09
Position 1086: 7.406635430742856e-09
Position 116: 2.1802818843103066e-09
Position 36: 1.2106967708220461e-09
Position 1123: 6.825357000473134e-10
Position 47: 4.6455078826885047e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 35454: 0.9994344842453501
Position 19333: 0.9908334754655711
Position 38770: 0.9663568650338267
Position 27197: 0.9523399429147303
Position 23129: 0.8974057851679912
