Gene = SPAG8
index = 1298
Annotated 5SS: [ 169 1091 1390 1636 1834 2026 2869]
Annotated 3SS: [ 270 1214 1589 1718 1962 2759 3965]
SMsplice 5SS: [169]
SMsplice 3SS: [270]
top_k =  1000
Partition function (log Z): -5.30253307975291

Sorted 5' Splice Sites (High to Low Probability):
Position 1636: 0.724803521862206
Position 169: 0.6465239218230822
Position 349: 0.4420968420887129
Position 213: 0.3459168564017552
Position 1407: 0.2793938040880049
Position 2026: 0.216694966285391
Position 1091: 0.19286485597645936
Position 1834: 0.10298008923415512
Position 2072: 0.0655978343230368
Position 4104: 0.06539254130390248
Position 1390: 0.05577026501359286
Position 4096: 0.046549642184155623
Position 1399: 0.043830834592396735
Position 2482: 0.042094010828665034
Position 2338: 0.035479046397633114
Position 681: 0.03328889123786777
Position 1648: 0.0306429930509157
Position 2699: 0.029066592351153726
Position 2869: 0.02665808427654507
Position 4073: 0.02031989613500784
Position 516: 0.01620473274051782
Position 3534: 0.01433219562243657
Position 2036: 0.012460275822988476
Position 2784: 0.009170144251271375
Position 472: 0.008470721803225173
Position 1034: 0.006759555501766142
Position 2932: 0.005667144483530318
Position 2030: 0.005499079415284238
Position 3122: 0.005276628356911571
Position 1459: 0.004046716556684145
Position 1504: 0.0039976845426761476
Position 1684: 0.0039459927665809105
Position 3554: 0.003380638118967569
Position 2355: 0.0032303232119956318
Position 987: 0.0027339465577929456
Position 465: 0.0022589769113229856
Position 765: 0.0013272863338750771
Position 777: 0.001273668107112256
Position 2203: 0.0012009665774562572
Position 783: 0.0011963047436011
Position 2652: 0.000987671287793758
Position 1524: 0.0008319617491294452
Position 807: 0.00058507962696616
Position 825: 0.0005739731264390377
Position 753: 0.0005284855232307474
Position 747: 0.00044315567845343973
Position 874: 0.00036932006550648253
Position 3740: 0.00028059525790280634
Position 2044: 0.0002277602669988484
Position 3628: 0.00019564507117510033
Position 1168: 0.00017098623722315714
Position 585: 0.00014827397132638172
Position 2394: 0.00014012607197384986
Position 899: 0.00012799023022311886
Position 46: 0.00010400578437694331
Position 711: 9.599869715945614e-05
Position 1099: 4.6437861831403656e-05
Position 163: 4.5396000276015434e-05
Position 2303: 4.400092111223541e-05
Position 157: 4.30676386301809e-05
Position 861: 1.987291053713966e-05
Position 887: 1.6106806926021585e-05
Position 58: 1.5788041376919166e-05
Position 108: 1.5232322089649383e-05
Position 322: 1.4335917091235795e-05
Position 1371: 1.4252685957709109e-05
Position 555: 5.644939736765553e-06
Position 250: 4.198973644677873e-06
Position 1765: 2.911548222722889e-06
Position 578: 1.2612959738917887e-06
Position 81: 1.1608447610259633e-06
Position 255: 1.0509931014936076e-06
Position 139: 9.162307335930865e-07
Position 720: 5.20478424934942e-07
Position 669: 4.320598728485499e-07
Position 84: 3.281269744057899e-07
Position 117: 1.1277807263117632e-07
Position 91: 9.079528576136163e-08
Position 253: 2.838824335083725e-08
Position 572: 2.7119543880964436e-08
Position 342: 1.6177567068160035e-08
Position 621: 1.3532522350210625e-08
Position 662: 1.6556558844641477e-11
Position 728: 1.4725971361159652e-11
Position 638: 1.0607409772489501e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 270: 0.44034555099650996
Position 1524: 0.36525337575268385
Position 1214: 0.32523362824161867
Position 3965: 0.2979910217444766
Position 2139: 0.27518844301239753
Position 1589: 0.2689352264262668
Position 1962: 0.16007613720506458
Position 1555: 0.1553876877232742
Position 872: 0.1505286829151111
Position 335: 0.1417740796251134
Position 4223: 0.13269498232919247
Position 1871: 0.11291539920572691
Position 3430: 0.09316212638387324
Position 2389: 0.08197321633969082
Position 2759: 0.07777801555231134
Position 1718: 0.05572921790062751
Position 4023: 0.0340219233310451
Position 2597: 0.02874323351159689
Position 2783: 0.028321609547977536
Position 2863: 0.02694209431712543
Position 1333: 0.025678968696940287
Position 4020: 0.025285284190028654
Position 1885: 0.022237377836430903
Position 675: 0.02213035645192909
Position 1528: 0.020849360619607456
Position 946: 0.020202777893522626
Position 3048: 0.017023958320030952
Position 1125: 0.010761495356909175
Position 2899: 0.010538831083513703
Position 1343: 0.010328802689237183
Position 1239: 0.008468872123718102
Position 974: 0.00787823208460696
Position 245: 0.007875306204325161
Position 2293: 0.007522677446798737
Position 3246: 0.007385775030249702
Position 644: 0.007339924823572221
Position 3285: 0.0055688251924167105
Position 1980: 0.004867191861915524
Position 595: 0.00447106285905724
Position 2297: 0.00384240087619022
Position 3470: 0.0036240283261874313
Position 1013: 0.0035923131981036305
Position 1723: 0.003400014788132573
Position 1253: 0.0031795817012486255
Position 1833: 0.003150687957410359
Position 4191: 0.003087293852154184
Position 1316: 0.003065034116105197
Position 980: 0.0028057919581120448
Position 925: 0.002706473772337734
Position 1479: 0.002644192642191358
Position 2461: 0.002640460882238909
Position 1347: 0.0019845399305521935
Position 1735: 0.0017694513040277424
Position 2603: 0.0016785888231178325
Position 1731: 0.0015635264607549856
Position 342: 0.0014440340548976104
Position 1063: 0.0014439202537073214
Position 1755: 0.0013469420289769682
Position 879: 0.0012060119738778752
Position 1192: 0.0011547507872262158
Position 830: 0.0009223117796420822
Position 4051: 0.000900381539035185
Position 1740: 0.0008563758269048556
Position 2007: 0.0008332702392931749
Position 3195: 0.0007912991306707593
Position 1178: 0.0007105659434364875
Position 1764: 0.000677142196094883
Position 1751: 0.000661074856859884
Position 278: 0.0005889280768024125
Position 3610: 0.0005536962399276193
Position 362: 0.0005194574006353389
Position 545: 0.0004590565841272491
Position 893: 0.0004454729284245237
Position 995: 0.00040104691941872145
Position 1503: 0.0003608216161326284
Position 855: 0.0003544325220164193
Position 1022: 0.00034444644197577677
Position 2698: 0.00028244195179997437
Position 921: 0.00025362333448961463
Position 1897: 0.0002447698244212993
Position 680: 0.00023067771514725794
Position 1181: 0.00021010967042971323
Position 1389: 0.00016663991393510433
Position 1144: 0.00016233344954358944
Position 1770: 0.00016216913933729638
Position 1594: 0.00015077322850879824
Position 1246: 0.00014220691304694128
Position 1624: 0.00011902717784559968
Position 498: 9.605832350097477e-05
Position 1433: 9.208829120575645e-05
Position 1365: 8.46871188528396e-05
Position 2181: 8.254046223504097e-05
Position 940: 7.852393115985892e-05
Position 4038: 7.750030767380814e-05
Position 1218: 6.996713181733509e-05
Position 1216: 6.669823262025499e-05
Position 1983: 6.657912089750257e-05
Position 1136: 6.501464268054726e-05
Position 1027: 6.126295975491134e-05
Position 434: 4.6627250320450104e-05
Position 374: 3.9888672666048976e-05
Position 1489: 3.9400175395943655e-05
