Gene = HENMT1
index = 647
Annotated 5SS: [  160  1259  3672  5537  6407 10093 10912]
Annotated 3SS: [ 1159  3542  5423  6271  9912 10733 12130]
SMsplice 5SS: [ 1259  3672  6407 10093 10912]
SMsplice 3SS: [ 3542  6271  9912 10733 12130]
top_k =  1000
Partition function (log Z): -3.8813909827930755

Sorted 5' Splice Sites (High to Low Probability):
Position 3672: 0.9107048226991589
Position 10912: 0.890498940019391
Position 1259: 0.831111081866965
Position 10093: 0.7135640505446315
Position 6407: 0.6137680867045361
Position 160: 0.3637806379795435
Position 1013: 0.35398687788137617
Position 3416: 0.2960352039254655
Position 5537: 0.209445112799471
Position 589: 0.1288104097824206
Position 4986: 0.09150585662736999
Position 4921: 0.06754933941826068
Position 4748: 0.05309882569461287
Position 11782: 0.05132606882345526
Position 1900: 0.05100784886979666
Position 5226: 0.04113542991801364
Position 19: 0.03689066463923323
Position 6004: 0.03668900120235428
Position 11784: 0.034646610295158115
Position 460: 0.03199689844228879
Position 6177: 0.025370994338893924
Position 8877: 0.024708254341501174
Position 6216: 0.02227641514586043
Position 91: 0.02188051998608368
Position 1920: 0.019376040815924613
Position 10823: 0.01841527776640026
Position 896: 0.014924781950778444
Position 1383: 0.01484092671958554
Position 12224: 0.013519744814377396
Position 9237: 0.012699272079931987
Position 9313: 0.011868383250270178
Position 3676: 0.011703234251084526
Position 1123: 0.009585843959911479
Position 4873: 0.00865925259882928
Position 1427: 0.008233252225727967
Position 8804: 0.00799129084281306
Position 1581: 0.007688077686278711
Position 2047: 0.007598475121886073
Position 497: 0.005236103765712214
Position 7000: 0.004306235271129983
Position 11175: 0.004134503352690975
Position 10925: 0.0035796416015535177
Position 3885: 0.0035176783959382503
Position 4877: 0.0034182318062896387
Position 1003: 0.0033385632173524053
Position 9032: 0.0033192981193181973
Position 3444: 0.002936095771776821
Position 11220: 0.0028448577135236127
Position 3283: 0.002832514318738005
Position 4753: 0.0025973247049161322
Position 9209: 0.0024433314579288662
Position 11270: 0.002336538546562599
Position 501: 0.0021907567534096397
Position 700: 0.0021826645539637264
Position 4267: 0.002065741306929304
Position 169: 0.002044634196684182
Position 10916: 0.0019631931516419115
Position 3430: 0.0016606286007837712
