Gene = DIO1
index = 446
Annotated 5SS: [  361 10623 12108]
Annotated 3SS: [10478 11907 15743]
SMsplice 5SS: [  252  8948 10623 14327]
SMsplice 3SS: [ 8869 10478 14255 15743]
top_k =  1000
Partition function (log Z): -7.241407768518139

Sorted 5' Splice Sites (High to Low Probability):
Position 10623: 0.7200683021602857
Position 14327: 0.6105377402753405
Position 8948: 0.5179238121203699
Position 12108: 0.42893621974859075
Position 169: 0.4052300299626415
Position 252: 0.39058154868253003
Position 9080: 0.23660135936422438
Position 239: 0.10152197195046093
Position 15837: 0.0954084592053552
Position 3921: 0.09313109732196401
Position 361: 0.0869588898431338
Position 13280: 0.07492197010862398
Position 9639: 0.0715457630850575
Position 8959: 0.04760227154867121
Position 100: 0.0442317035690096
Position 4210: 0.04349141942076683
Position 8378: 0.04252294736242097
Position 13072: 0.04142017372421977
Position 10817: 0.039841603172884016
Position 13304: 0.039724871494015754
Position 10956: 0.036587831784968675
Position 1178: 0.03560035173231925
Position 8080: 0.03259477731780002
Position 14692: 0.03179884734383654
Position 14353: 0.031003457592470134
Position 9449: 0.0202400457603137
Position 7370: 0.019095318867589507
Position 12111: 0.01897280745627583
Position 9087: 0.01545148394775666
Position 14294: 0.01403107778900357
Position 14421: 0.013597359754770486
Position 8954: 0.0127093416717081
Position 2525: 0.012584525106730998
Position 1964: 0.01189132175615798
Position 9042: 0.011545001475955574
Position 335: 0.009125106720627975
Position 16171: 0.008496253633198083
Position 9521: 0.008261283045636484
Position 7100: 0.007694999324356794
Position 4881: 0.0061100341696934905
Position 3642: 0.005695004864794428
Position 4002: 0.0053779756114962374
Position 9604: 0.004954203453880242
Position 11627: 0.004893380202433499
Position 9138: 0.004477754129224237
Position 11461: 0.004427240442675545
Position 1519: 0.004127985015604258
Position 15808: 0.003977399041604031
Position 921: 0.0036435513564173263
Position 10848: 0.003533806184151361
Position 2218: 0.0034943360447534477
Position 14440: 0.003474883278703181
Position 4769: 0.0033647263584709623
Position 5821: 0.0032340297657402098
Position 1023: 0.0031233093271601725
Position 8442: 0.0030692238789492704
Position 10701: 0.002903856654508309
Position 14724: 0.0028294751602504107
Position 8738: 0.002537890809224643
Position 6921: 0.002531900576989015
Position 13063: 0.002518985158446762
Position 3422: 0.0025085033159869844
Position 932: 0.0022227658834234705
Position 15745: 0.002196713754318187
Position 78: 0.0020190178611250633
Position 66: 0.001989742154505257
Position 1529: 0.0019502634446074182
Position 14454: 0.001859609494015329
Position 13386: 0.0018132318481704737
Position 4743: 0.001445257718024864
Position 8471: 0.001364277234917727
Position 3704: 0.0012732233226818441
Position 867: 0.001259110872404369
Position 5924: 0.0011853196988962534
Position 5232: 0.0011480867384634436
Position 3856: 0.0010994248681504854
Position 16434: 0.0010885499862830655
Position 1710: 0.0010656771817107765
Position 798: 0.0010055629569405194
Position 14647: 0.0009313603664447762
Position 6524: 0.0009283990672118068
Position 13188: 0.0008553424354430701
Position 3231: 0.0008044927706096212
Position 3076: 0.0007921222355128697
Position 1902: 0.0007859711679555119
Position 292: 0.000688037006602359
Position 9032: 0.0002596689328952539
Position 9897: 0.00023474371708336804
Position 12015: 0.0001902401827347566
Position 96: 0.0001435012597254319
Position 15780: 0.00013275698476582055
Position 315: 7.027507382927103e-05
Position 105: 5.187156523872579e-05
Position 613: 4.675926003521223e-05
Position 1221: 3.118932931279183e-05
Position 230: 2.3840555525969503e-05
Position 312: 2.2018711731916982e-05
Position 47: 2.1934506434109106e-05
Position 388: 1.5017145152598246e-05
Position 1850: 1.4418437439347765e-05
Position 406: 1.2673834413202016e-05
Position 810: 1.0602500866610146e-05
Position 93: 6.865496108384176e-06
Position 533: 6.193146895804432e-06
Position 90: 6.029064599535496e-06
Position 2090: 4.6981739337685574e-06
Position 2971: 4.123735810897512e-06
Position 119: 3.210953585718016e-06
Position 3266: 2.9468756658916883e-06
Position 428: 1.6841630711377859e-06
Position 84: 1.6413847630305721e-06
Position 1103: 1.3577568335314356e-06
Position 660: 1.1013922394821933e-06
Position 132: 7.353846904413816e-07
Position 1442: 6.466702000213406e-07
Position 1714: 5.101398753985388e-07
Position 1600: 4.628354863318126e-07
Position 436: 3.8295656510515995e-07
Position 1985: 3.6782353284517744e-07
Position 350: 2.8201864246745925e-07
Position 1610: 7.591790812549754e-08
Position 911: 7.152302044448249e-08
Position 523: 1.4281469005347936e-08
Position 516: 1.1917319793105843e-08
Position 577: 4.639882437497606e-09
Position 670: 3.949032807619033e-09
Position 256: 2.9718593936427674e-09
Position 686: 1.3321229847475349e-09
Position 482: 3.808608486382895e-10
Position 403: 3.660588001146632e-12
Position 243: 3.82794706401362e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 15743: 0.9367298503452273
Position 8869: 0.8332042676349252
Position 10478: 0.718672373565649
Position 14255: 0.5142129102592196
Position 11907: 0.46119610191490484
Position 14183: 0.16143459605201957
Position 13213: 0.12394367676046801
Position 9380: 0.10200336790369248
Position 10687: 0.07945968291390978
Position 3794: 0.07322453135654575
Position 15914: 0.07065382750412273
Position 14563: 0.04641613283007749
Position 251: 0.04582966999972597
Position 8028: 0.03878809793884291
Position 12909: 0.03674562474892472
Position 848: 0.028490174337500354
Position 4179: 0.020548586111807543
Position 3979: 0.017239402082490085
Position 8176: 0.01670105487471731
Position 15523: 0.014927913904606035
Position 3750: 0.012579157927426157
Position 8286: 0.012441385147408848
Position 3763: 0.011666662191046631
Position 8179: 0.011640081300779825
Position 7296: 0.010863951708897458
Position 3359: 0.009308504749691563
Position 2055: 0.008336351081580698
Position 7227: 0.008250042345577555
Position 12852: 0.0071935341337418055
Position 16516: 0.006483427840187003
Position 16470: 0.006385598061182205
Position 193: 0.00624777223460474
Position 8834: 0.005901015974323733
Position 8893: 0.005575153794418748
Position 1882: 0.005432813603820972
Position 4724: 0.005248074800065967
Position 1843: 0.004856519027732941
Position 7027: 0.004843615188013106
Position 11412: 0.004653906897654271
Position 14537: 0.004405965997533169
Position 4185: 0.004124848986500053
Position 2395: 0.0038593631734139726
Position 16552: 0.003848023176793911
Position 16568: 0.003842983005911717
Position 10815: 0.0037477083704408353
Position 9292: 0.0032984408052177203
Position 1353: 0.0032036129341206777
Position 4810: 0.0030219716783737036
Position 16808: 0.0030048181360540728
Position 8674: 0.0029242560790232893
Position 10773: 0.002904045197718955
Position 16011: 0.002594388731931928
Position 11531: 0.002564109882012418
Position 15947: 0.002523998075393425
Position 16629: 0.0024996953857869438
Position 16400: 0.0024125868839308495
Position 7013: 0.0023675593342202764
Position 3840: 0.0022516532761238162
Position 16726: 0.0021289717827347346
Position 10546: 0.0021093013965128404
Position 5691: 0.0019620608412349405
Position 130: 0.0019464786421217175
Position 16063: 0.0019321299349804313
Position 6646: 0.0017934879524221625
Position 1399: 0.00175616250446526
Position 682: 0.0016090893743200435
Position 1487: 0.001419089306109186
Position 11995: 0.0013930008697237081
Position 11433: 0.0013527588059998124
Position 4610: 0.0013444733252659417
Position 4659: 0.0013061000877156734
Position 3040: 0.0012714269565997991
Position 263: 0.001265798075782178
Position 866: 0.0011719033324802289
Position 8919: 0.001139730652235164
Position 16323: 0.0010870585939056056
Position 2215: 0.0010722155570220405
Position 2349: 0.0009942903413409294
Position 16895: 0.0009623107733440337
Position 737: 0.0009557513187734407
Position 3778: 0.0009377020687901078
Position 6486: 0.0009321163516138429
Position 16702: 0.0009019066227690248
Position 11541: 0.0008951473740334199
Position 1719: 0.0008585257387592573
Position 13096: 0.0008553424354430691
Position 9010: 0.0008121340688559962
Position 5878: 0.0008109008470688509
Position 6827: 0.0007678602524665582
Position 1006: 0.0007608333796252967
Position 5390: 0.0007506356191878328
Position 16057: 0.0007451537537046122
Position 1933: 0.0006800440037335567
Position 2414: 0.0006234529240623011
Position 16076: 0.0006228494794334438
Position 15641: 0.0005381548166566311
Position 2361: 0.0005127200845565728
Position 1122: 0.0004938526025985169
Position 6960: 0.0004885046225910272
Position 5714: 0.0004839040332561906
Position 16157: 0.0004634923247104368
Position 5535: 0.00044352233198333423
Position 223: 0.0004416099364734832
Position 1369: 0.00044128345616861156
Position 5121: 0.0004206942919351536
Position 5068: 0.0003914687422097136
Position 2241: 0.00038343915097104964
Position 1766: 0.00037913678076814515
Position 3417: 0.0003551842459961036
Position 3708: 0.00034844934442970456
Position 1747: 0.00034831303167160473
Position 2971: 0.00034474396420713097
Position 5176: 0.0003419080240716193
Position 1285: 0.00033155194308461005
Position 2051: 0.0003281388209776577
Position 16652: 0.0003200858904278816
Position 11006: 0.0003164621320108933
Position 14596: 0.00029781118739742764
Position 15618: 0.0002783877726383988
Position 9751: 0.0002724492985068501
Position 15499: 0.0002412575655349653
Position 10890: 0.0002116178324140341
Position 16299: 0.00020567925091206845
Position 164: 0.00017273105411133954
Position 12494: 0.0001700921326385958
Position 12346: 0.00015279966011451956
Position 327: 0.0001354188274364468
Position 16280: 9.801523317750437e-05
Position 618: 9.752126314329957e-05
Position 1330: 9.636729559154307e-05
Position 1000: 8.671398270861225e-05
Position 15961: 3.261947465690446e-05
Position 10607: 2.9481938331517844e-05
Position 11172: 2.8492179181140053e-05
Position 9947: 2.534661478518073e-05
Position 11002: 2.492837359013444e-05
Position 12191: 1.836256834201802e-05
Position 15926: 1.7526224266909623e-05
Position 507: 1.1874017847220679e-05
Position 823: 1.0985004582861813e-05
Position 2125: 9.558685459442937e-06
Position 10700: 9.08379838472416e-06
Position 2505: 8.750526523207921e-06
Position 9833: 8.40374017824338e-06
Position 2481: 8.240796105966603e-06
Position 2308: 7.5099325900531316e-06
Position 1290: 5.718214102309248e-06
Position 948: 5.384591398891637e-06
Position 1770: 5.302087376240377e-06
Position 9079: 4.806628840739686e-06
Position 553: 3.705421013935687e-06
Position 1090: 3.4024312439779056e-06
Position 713: 3.25157340135395e-06
Position 2858: 1.8534246392823875e-06
Position 1467: 1.6856069279973803e-06
Position 178: 1.5758245886131746e-06
Position 2749: 1.1556849878752197e-06
Position 1518: 1.1477524795459986e-06
Position 590: 8.782322417436045e-07
Position 2884: 7.912062206154839e-07
Position 2217: 7.487112411873237e-07
Position 533: 6.370207565712884e-07
Position 5746: 5.369542588523125e-07
Position 924: 4.7079354544178035e-07
Position 2847: 4.427910524102776e-07
Position 2894: 4.306297483481766e-07
Position 1533: 4.293404426284918e-07
Position 1947: 4.215764435308597e-07
Position 1014: 3.38004879575325e-07
Position 126: 3.1931115293861157e-07
Position 230: 3.111638043445261e-07
Position 1426: 2.880018789386324e-07
Position 710: 2.568520452457015e-07
Position 2801: 2.0710196934359607e-07
Position 1470: 1.7229755143390585e-07
Position 132: 1.0272806760539135e-07
Position 1403: 5.497097170756424e-08
Position 1664: 4.525506239923469e-08
Position 400: 4.0028805715870353e-08
Position 332: 3.52655034543523e-08
Position 403: 2.9639734252438345e-08
Position 270: 1.869151883179748e-08
Position 577: 8.619559222845291e-09
Position 272: 5.6960238872838165e-09
Position 288: 2.2554796150019937e-09
Position 360: 1.3590956526638889e-09
Position 385: 1.2041871006313657e-09
Position 334: 1.0093659226412535e-09
Position 436: 5.766690072842744e-10
Position 137: 3.0404564581576887e-10
Position 718: 1.9633038521761604e-10
Position 161: 1.621635428131531e-10
Position 1027: 1.3729443449693652e-10
Position 1094: 1.0072239083348157e-10
Position 950: 9.503501205084773e-11
Position 1139: 4.8921798790960275e-11
Position 1143: 4.528283997543416e-11
Position 872: 1.1292891169890928e-11
Position 1133: 1.1132360814248626e-11
Position 1171: 1.0074863100269628e-11
Position 1207: 5.250069343539674e-13
Position 284: 9.236472900884116e-14
Position 350: 5.5240385752038323e-14
