Gene = BCL10
index = 129
Annotated 5SS: [ 795 6473]
Annotated 3SS: [6183 9107]
SMsplice 5SS: [ 795 5982 6473]
SMsplice 3SS: [5882 6183 7875]
top_k =  1000
Partition function (log Z): -9.020200352418525

Sorted 5' Splice Sites (High to Low Probability):
Position 795: 0.8365555698583073
Position 6473: 0.7878411596594043
Position 5982: 0.5196981119321056
Position 569: 0.1411451356576436
Position 160: 0.1300456014901674
Position 3902: 0.11407438848988462
Position 3952: 0.10381436027523218
Position 2147: 0.08551910993454827
Position 1928: 0.06660846453566155
Position 4001: 0.057965128253282906
Position 2519: 0.04624940951378118
Position 8194: 0.0398361383190051
Position 7616: 0.039006328400211676
Position 192: 0.02701005796567524
Position 1291: 0.021921268320642368
Position 1681: 0.018011839218816987
Position 6359: 0.01630916437371029
Position 3547: 0.01622770242673483
Position 9013: 0.015212589405306816
Position 9296: 0.011785353264533414
Position 896: 0.010375458012502073
Position 5974: 0.010257985737109778
Position 2257: 0.00983045249257682
Position 5996: 0.009721996507769969
Position 2766: 0.008948911887518597
Position 8199: 0.008101308096568494
Position 359: 0.007327785427004853
Position 4642: 0.007042256360048012
Position 2647: 0.005865778268899371
Position 4090: 0.00549473721418604
Position 2121: 0.005011545949035653
Position 2296: 0.004897125754281529
Position 6127: 0.004766599934750743
Position 1362: 0.004651021172567814
Position 2810: 0.004240605311875528
Position 9417: 0.004184965754050492
Position 2664: 0.0035095480888057465
Position 4385: 0.0034919094766437324
Position 3146: 0.003307692952094224
Position 8187: 0.0031614444076365875
Position 71: 0.0026451980136115495
Position 57: 0.0021147791798488236
Position 7681: 0.0018922179231947063
Position 1870: 0.0015823239730435013
Position 5780: 0.001564426505872833
Position 799: 0.0013038790175419512
Position 9580: 0.0012848986725564437
Position 1686: 0.0012834453670534584
Position 9183: 0.001244202108960845
Position 7714: 0.0011417361491204868
Position 1820: 0.001067125039084759
Position 4300: 0.0008230945268431392
Position 994: 0.0007790122012693429
Position 520: 0.0005381021937095728
Position 783: 0.0004381445676906183
Position 134: 0.0004335689341307989
Position 7642: 0.0004242115153346509
Position 3841: 0.00041046858275894173
Position 47: 0.00040806852076751953
Position 7974: 0.0003888349797897164
Position 2600: 0.0003695736105220863
Position 124: 0.0003642534082220169
Position 4172: 0.0003492505423877802
Position 7796: 0.0003231949400135811
Position 2874: 0.00027359567285242245
Position 3975: 0.0002708226973588236
Position 1850: 0.00023954937413194112
Position 2497: 0.0002067211435807375
Position 1192: 0.00020571204571944322
Position 3344: 0.00018567433708474115
Position 7976: 0.00016496922179880252
Position 2562: 0.00015735225978743934
Position 2275: 0.00014019230170227604
Position 95: 0.0001300941952838993
Position 6308: 0.00012068950270912802
Position 3463: 0.00011736478230520356
Position 3428: 0.00011650976108415069
Position 65: 0.00010573793799461322
Position 2129: 9.584230630055592e-05
Position 332: 9.214346664837332e-05
Position 61: 9.199865077008875e-05
Position 1441: 8.242658916038339e-05
Position 108: 8.189327929898841e-05
Position 457: 7.468427386184171e-05
Position 3304: 6.10782402138693e-05
Position 1596: 6.045740160781048e-05
Position 1609: 4.940450634288051e-05
Position 28: 3.838788387891567e-05
Position 1518: 3.253707809617872e-05
Position 582: 3.1802377135196964e-05
Position 23: 2.767080074086327e-05
Position 31: 2.6458432750138167e-05
Position 1711: 1.8460395293153112e-05
Position 3122: 1.736251694687607e-05
Position 3696: 1.6743044057723495e-05
Position 8923: 1.632396237469695e-05
Position 912: 1.5302214949254034e-05
Position 1035: 1.2563532227827499e-05
Position 43: 1.1417237359330557e-05
Position 1751: 9.948580532473746e-06
Position 39: 9.070562183714003e-06
Position 6704: 7.078024675935124e-06
Position 2247: 6.047850244643166e-06
Position 1321: 6.0062084915463775e-06
Position 79: 6.005978200433052e-06
Position 7583: 4.569488143400505e-06
Position 590: 3.842324738813038e-06
Position 2113: 3.558571622404936e-06
Position 1409: 3.314835885681344e-06
Position 1649: 3.191536961654081e-06
Position 1902: 2.479956963746389e-06
Position 395: 2.2536035358860656e-06
Position 2177: 1.6431591300719853e-06
Position 55: 1.5445767991132566e-06
Position 83: 1.184898535818379e-06
Position 18: 1.1001635480589562e-06
Position 81: 1.0440072216226752e-06
Position 1575: 9.304430842837749e-07
Position 449: 9.275417773418293e-07
Position 530: 7.696533742921976e-07
Position 515: 6.466201131348015e-07
Position 510: 4.555824711303293e-07
Position 216: 4.4416302115792614e-07
Position 1356: 3.9198937033661396e-07
Position 75: 3.0215185784393366e-07
Position 810: 2.9519488384575876e-07
Position 977: 2.282080137857534e-07
Position 6433: 1.0936312680485452e-07
Position 7042: 4.5582260178946636e-08
Position 45: 5.082381418683997e-09
Position 63: 3.1913630937295923e-09
Position 310: 1.8987180747537997e-09
Position 1222: 1.8680832263303677e-10
Position 960: 8.483630942267399e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 6183: 0.8046852845516008
Position 5882: 0.4674510584550131
Position 7875: 0.3200275915791166
Position 9107: 0.2555310757348785
Position 3761: 0.2533793452735376
Position 659: 0.12618954432049
Position 2064: 0.10287229576551352
Position 9695: 0.09395475821653332
Position 2382: 0.08334549459234775
Position 8081: 0.07525813955278789
Position 7385: 0.05380896162121015
Position 8823: 0.04577489705209306
Position 5731: 0.04295025816007015
Position 1777: 0.032849073378242666
Position 5839: 0.029968647149709298
Position 1685: 0.02908542254210631
Position 3790: 0.02863082581232026
Position 714: 0.02816806665263448
Position 10220: 0.02502569882175257
Position 6345: 0.022692837815564325
