Gene = TRMO
index = 1487
Annotated 5SS: [  153  6407  9170 12611]
Annotated 3SS: [ 6231  9011 11953 17577]
SMsplice 5SS: [ 153 6407 9170 9698]
SMsplice 3SS: [ 6231  9011  9594 17577]
top_k =  1000
Partition function (log Z): -1.4658407757314853

Sorted 5' Splice Sites (High to Low Probability):
Position 153: 0.9251285114249317
Position 6407: 0.863640912925485
Position 9170: 0.815352895005588
Position 9698: 0.6255059801376937
Position 8063: 0.605049716642107
Position 9933: 0.3814942799860092
Position 10770: 0.3583384545763518
Position 8592: 0.27173521657229804
Position 764: 0.2035271612778444
Position 12395: 0.19921547241171386
Position 9163: 0.17565156488505643
Position 13299: 0.15414776183371584
Position 5618: 0.13331981442404345
Position 11297: 0.12357157482676873
Position 9823: 0.10727716364651406
Position 14107: 0.09160332344523858
Position 12691: 0.08580824253161697
Position 8586: 0.07427009193717503
Position 11653: 0.03399769381998072
Position 3740: 0.03171723639836155
Position 12611: 0.030176195253335095
Position 9327: 0.027429213627701544
Position 17663: 0.02338826846424679
Position 759: 0.022271156240932753
Position 16903: 0.02166393379849177
Position 8581: 0.021044386563686603
Position 8661: 0.019484332873585617
Position 1617: 0.01947123997751966
Position 13370: 0.01878704943149877
Position 7081: 0.017821967768337492
Position 13469: 0.016210242759485845
Position 17760: 0.015603858347734544
Position 9693: 0.015555822704482756
Position 4532: 0.013682018842108786
Position 3367: 0.013585480744048145
Position 13306: 0.0135449913768588
Position 10139: 0.01085103806307083
Position 6614: 0.009975079065675676
Position 10765: 0.008296317839568274
Position 3518: 0.008179814371808232
Position 4966: 0.00773434163193995
Position 10059: 0.00747477926576393
Position 2422: 0.007383272447890143
Position 309: 0.006743174855505
Position 10849: 0.006671651527556251
Position 10210: 0.005625385230801013
Position 190: 0.005182533996686919
Position 254: 0.00475185395585275
Position 8881: 0.004396645346160653
Position 10460: 0.004335518764150057
Position 946: 0.004167254233537221
Position 15907: 0.004012735675135261
Position 12857: 0.0040013760093532465
Position 2516: 0.0033667338937528103
Position 52: 0.003359820071956845
Position 8730: 0.0028618603284727897
Position 5531: 0.0028027221818839113
Position 1574: 0.00271280604482155
Position 4690: 0.0026902099767127903
Position 17139: 0.002552863856847224
Position 17743: 0.0023713265259790424
