Gene = NDUFAF2
index = 926
Annotated 5SS: [   254 128086 153904]
Annotated 3SS: [127995 153862 207574]
SMsplice 5SS: [   254  11857  28484  47956  51836  55348 128086 153904 155599]
SMsplice 3SS: [ 11752  28313  47735  51764  55191 127995 153862 155469 196751]
top_k =  1000
Partition function (log Z): -94.07240448015021

Sorted 5' Splice Sites (High to Low Probability):
Position 254: 0.7694550335509426
Position 1977: 0.6321793324111505
Position 11857: 0.329167798434054
Position 7157: 0.28614584103874297
Position 300: 0.15514733601095285
Position 6419: 0.08065335228589611
Position 6810: 0.0783492557160365
Position 3828: 0.06402053337638171
Position 6581: 0.03867343031335832
Position 285: 0.038183988881680196
Position 6775: 0.03693539840385572
Position 3823: 0.030800620236331535
Position 4438: 0.01927200519928284
Position 830: 0.015068295797696746
Position 6044: 0.010357992738592161
Position 259: 0.010128739566785122
Position 3856: 0.008847029120462676
Position 4877: 0.00783411352701171
Position 3638: 0.006001013974306398
Position 131: 0.00586766562379085
Position 3860: 0.0057473554840617455
Position 7333: 0.005263015916935614
Position 49: 0.005216824957268395
Position 5001: 0.00347967967704805
Position 319: 0.0034081872336397465
Position 465: 0.0030998476539892627
Position 1998: 0.002655125963953805
Position 2406: 0.00206898558379501
Position 6549: 0.0016118231718586242
Position 7895: 0.0015634943108639126
Position 9662: 0.0013765881238105592
Position 4873: 0.0007730318071178875
Position 304: 0.0007220910556232353
Position 3538: 0.0003870334617619662
Position 1479: 0.0003376954207614168
Position 2310: 0.0002979923851291108
Position 3870: 0.00024860695879807496
Position 5807: 0.00024018485238051584
Position 193: 0.0002378099222213434
Position 58: 0.00018454836489748664
Position 2174: 0.00018365291177990738
Position 6689: 0.0001390943303312207
Position 1181: 0.00012546586379595388
Position 3218: 9.897708995773351e-05
Position 3186: 8.895998934456454e-05
Position 1444: 5.45534469374502e-05
Position 834: 4.5864089763384124e-05
Position 2456: 2.053068364885669e-05
Position 2209: 1.5515956598031774e-05
Position 89: 5.174130990130352e-06
Position 181: 2.829609108838009e-06
Position 3363: 2.5702804056819697e-06
Position 267: 1.7389179892514544e-06
Position 289: 1.4256764212452072e-06
Position 135: 1.3699221062629656e-06
Position 1483: 8.763551452501555e-07
Position 2900: 7.446235512639614e-07
Position 1073: 6.146180519179365e-07
Position 118: 6.130675089397753e-07
Position 526: 5.633136402775544e-07
Position 667: 3.8454962626671035e-07
Position 385: 3.017546774845676e-07
Position 237: 2.9584731093040383e-07
Position 979: 1.8824738138521874e-07
Position 613: 1.6952719334353999e-07
Position 1207: 1.3254475980751346e-07
Position 563: 1.2758944744104717e-07
