Gene = AC008387.1
index = 10
Annotated 5SS: [22]
Annotated 3SS: [2619]
SMsplice 5SS: [291]
SMsplice 3SS: [1804]
top_k =  1000
Partition function (log Z): -11.466289429382336

Sorted 5' Splice Sites (High to Low Probability):
Position 291: 0.4043123128150377
Position 133: 0.2966869410012901
Position 788: 0.11386043808316025
Position 2292: 0.06456730911790076
Position 1154: 0.058725769633819126
Position 1240: 0.049217302236867905
Position 1999: 0.03968119628245209
Position 981: 0.025910119771505563
Position 203: 0.019937258807355692
Position 375: 0.018907200562530164
Position 1273: 0.016605571083656987
Position 6: 0.01580537458333769
Position 1957: 0.011501809803001146
Position 1522: 0.010881145886478897
Position 899: 0.0062637703776133955
Position 110: 0.0060983178947047875
Position 2286: 0.005463594445318176
Position 790: 0.0044023722009433825
Position 2411: 0.00403950599387686
Position 120: 0.0027885899670751285
Position 190: 0.002550107692912119
Position 165: 0.0024603170867218103
Position 1277: 0.002330891730513991
Position 1658: 0.0013824755604386174
Position 1748: 0.001000700343699662
Position 949: 0.0008818040960270832
Position 2178: 0.0006662286373583617
Position 488: 0.0006163614753726884
Position 1353: 0.00041778999688206746
Position 38: 0.00034063204872583955
Position 1011: 0.00034062795969116196
Position 807: 0.0003350139656772213
Position 102: 0.0003216066414173046
Position 1685: 0.00021294170801430798
Position 1309: 0.0002035548894804217
Position 875: 0.00019774726281395166
Position 79: 0.0001850829139583396
Position 1060: 0.00018156533361727358
Position 1963: 0.00017021059975207375
Position 381: 0.00014060849683788224
Position 153: 0.00011612660382183728
Position 1230: 9.594816325461684e-05
Position 222: 8.620574620724896e-05
Position 269: 8.27428244046359e-05
Position 468: 7.460093530654765e-05
Position 73: 7.433825784706418e-05
Position 1516: 7.186845210067254e-05
Position 1086: 6.493207016960486e-05
Position 773: 6.443663465010343e-05
Position 425: 6.414946148816124e-05
Position 137: 2.790988020238843e-05
Position 1017: 7.266106917906969e-06
Position 746: 7.0854973969157295e-06
Position 568: 6.339752995799405e-06
Position 535: 6.00030817002112e-06
Position 27: 3.970016691551368e-06
Position 465: 3.83257047837926e-06
Position 356: 2.392898876164456e-06
Position 1221: 1.2236073555288593e-06
Position 604: 6.583481208927669e-07
Position 392: 6.466689666495111e-07
Position 636: 3.955627330009472e-07
Position 691: 3.735258129886235e-07
Position 225: 2.787417178312261e-07
Position 333: 1.7414952323520183e-07
Position 213: 1.2542293030601684e-07
Position 725: 4.294065703044302e-08
Position 1067: 3.714767803573134e-08
Position 4: 3.0073101586759664e-08
Position 402: 2.7663375675133766e-08
Position 118: 2.6827806040715426e-08
Position 405: 2.295774859817355e-14
Position 475: 7.650718603623775e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 1804: 0.5475701528238665
Position 2216: 0.1588622667484914
Position 2488: 0.06649598524454887
Position 290: 0.06554558990545846
Position 1871: 0.05415822184613628
Position 2129: 0.032413862562666845
Position 873: 0.025509873671683916
Position 2500: 0.024639578042889826
Position 1441: 0.017204966476398697
Position 533: 0.016759646693057118
Position 1151: 0.016403608711324322
Position 1743: 0.016085169845148867
Position 2608: 0.010859499970933053
Position 1011: 0.010204003880186894
Position 1812: 0.010153268134500253
Position 2556: 0.008178701456622186
Position 2078: 0.00735644784768209
Position 1607: 0.0065185536101353535
Position 1930: 0.005955818750088434
Position 1205: 0.005953981729790094
Position 2151: 0.005913158105559977
Position 2410: 0.005127028100726547
Position 2526: 0.004116651330178771
Position 2172: 0.004070672860549197
Position 1388: 0.003896828120012926
Position 2584: 0.0036393620727157533
Position 691: 0.0036222556458243562
Position 1328: 0.0033013611731742593
Position 1465: 0.003269217544578675
Position 1879: 0.003107969305014958
Position 1905: 0.002963598961968762
Position 1017: 0.0028843701374682692
Position 2015: 0.002780031108622185
Position 219: 0.002502947746894946
Position 2193: 0.0024165815159736246
Position 1657: 0.0020839266657216643
Position 2393: 0.0018013468230797817
Position 694: 0.001794446653794068
Position 1047: 0.0017533615365533902
Position 1836: 0.001540276610943388
Position 465: 0.001485621471561254
Position 529: 0.0014142824657410022
Position 1515: 0.0013742331360752057
Position 609: 0.0011622093717594405
Position 1984: 0.0011404994247443947
Position 773: 0.0010980583114596305
Position 2505: 0.0010560913898590995
Position 720: 0.0010043858987277522
Position 2291: 0.0009878461416217106
Position 2262: 0.0009091944544553602
Position 898: 0.0009030640313744757
Position 1050: 0.0007481712194709805
Position 2457: 0.000713166485127524
Position 370: 0.0006971676294595964
Position 2334: 0.0006900310803718272
Position 468: 0.000656908936934861
Position 1447: 0.0005868190853374836
Position 2428: 0.0005168470419110887
Position 553: 0.0004933858521891495
Position 222: 0.00046557689687351533
Position 1612: 0.00043525817480305235
Position 109: 0.00040876067608066865
Position 2445: 0.0003495696250357308
Position 1221: 0.00029918023598500114
Position 849: 0.00028754417177657185
Position 1699: 0.0002151775844899964
Position 1675: 0.0001846121170942437
Position 787: 0.00017378993644369745
Position 627: 0.000151940712189952
Position 1632: 0.0001368987398625453
