Gene = IL17RC
index = 689
Annotated 5SS: [  536   637   978  1312  1512  3505  3872  6923  7194 11123 11389 11533
 12800 13052 13362 13846 15606 15761]
Annotated 3SS: [  614   824  1236  1401  3392  3826  6782  7133 11067 11206 11481 12753
 12929 13301 13796 15509 15721 15854]
SMsplice 5SS: [  323   757   978  1312  1512  3505  3716  3872  5584  6923  7194 11123
 11389 12800 13846 15606 15761]
SMsplice 3SS: [  614   824  1236  1401  3392  3583  3792  5446  6782  7133 11067 11206
 12724 13796 15509 15721 15854]
top_k =  1000
Partition function (log Z): 25.76696386925742

Sorted 5' Splice Sites (High to Low Probability):
Position 11389: 0.9578539707545266
Position 1312: 0.9270684272166171
Position 3505: 0.9040249317205393
Position 12800: 0.871875987906713
Position 3872: 0.8600773247364658
Position 15606: 0.8474019230556598
Position 5584: 0.8425460498796048
Position 11123: 0.814835215664426
Position 3716: 0.8123395342816999
Position 13846: 0.764447512535618
Position 978: 0.7566887980021179
Position 323: 0.7428187678259632
Position 15761: 0.6138031630513979
Position 6923: 0.5834424147831829
Position 7194: 0.5504514993938583
Position 1512: 0.5197322314443878
Position 757: 0.505689488328921
Position 13362: 0.4401955435696087
Position 536: 0.428821026199522
Position 1501: 0.4251229671279631
Position 11533: 0.3854793638650559
Position 13052: 0.2993880589306176
Position 14168: 0.2430760736192803
Position 2829: 0.20613161059922874
Position 1014: 0.19245669968729182
Position 13240: 0.1554168612718709
Position 637: 0.14805878485552837
Position 11811: 0.14125932740847416
Position 14175: 0.12463860886934117
Position 9802: 0.1179524334880909
Position 6884: 0.11354904060001247
Position 3899: 0.07902215609037631
Position 3467: 0.07895505047342097
Position 11711: 0.06579797559049338
Position 9842: 0.0639310248449233
Position 13855: 0.05960218216065535
Position 6482: 0.04728246752808367
Position 7587: 0.04292326282520226
Position 7297: 0.04184487876333569
Position 3709: 0.0407544268261744
Position 3687: 0.03340267173226818
Position 11330: 0.0332585176071725
Position 13554: 0.030291970095178634
Position 13271: 0.027744702328446356
Position 7847: 0.027567050887023402
Position 14687: 0.026172493731214774
Position 5541: 0.021234509155388888
Position 1651: 0.020775348765047875
Position 3024: 0.02030699884911521
Position 12851: 0.01972403320275197
Position 13617: 0.01960163182416308
