Gene = FTSJ2
index = 568
Annotated 5SS: [  37 2781]
Annotated 3SS: [2490 6633]
SMsplice 5SS: [471]
SMsplice 3SS: [2490]
top_k =  1000
Partition function (log Z): -10.992437254180544

Sorted 5' Splice Sites (High to Low Probability):
Position 2669: 0.4648258213602118
Position 471: 0.28625647240609137
Position 283: 0.1532028873538524
Position 3865: 0.14762909776939612
Position 554: 0.1430353576776238
Position 2781: 0.133540968541257
Position 224: 0.11601594662668856
Position 37: 0.10625626550645761
Position 4184: 0.10018024311477265
Position 2627: 0.06659514887064848
Position 903: 0.055486126494203175
Position 359: 0.03995705599490923
Position 3018: 0.023420978244048058
Position 2274: 0.021917623786767503
Position 1511: 0.01925467934515394
Position 86: 0.017374287100348898
Position 1543: 0.015077633145889415
Position 1355: 0.014963809605079615
Position 2747: 0.010914189205903396
Position 478: 0.009002165840018773
Position 721: 0.0072622611038013615
Position 4843: 0.006602512144735623
Position 2491: 0.006359186166223482
Position 948: 0.005626228724580825
Position 2762: 0.0042740727752687635
Position 695: 0.002977752106266628
Position 1272: 0.0028313630985934454
Position 1881: 0.00277265972380111
Position 1083: 0.0024782743712354212
Position 698: 0.0022699313727434934
Position 1684: 0.0021553039949731116
Position 1156: 0.0021188251310805873
Position 3747: 0.002115967121736212
Position 4890: 0.0020199799910498944
Position 2504: 0.0018855650748441225
Position 5483: 0.0018658826073703703
Position 108: 0.0018198635823147068
Position 192: 0.0018155211710947437
Position 6759: 0.0017302500322692877
Position 2246: 0.0016459258135098228
Position 4758: 0.0015365582916632976
Position 5539: 0.0015358833028670338
Position 4011: 0.001532124610197672
Position 5805: 0.0015218600868698467
Position 1851: 0.0013745387346668894
Position 4188: 0.001267165092263355
Position 5033: 0.0011862685461023932
Position 127: 0.0010879605999459274
Position 1516: 0.0009685139363357307
Position 393: 0.0008983859852536068
Position 3526: 0.0007492294730410896
Position 496: 0.0007289989869644173
Position 998: 0.0006653060391892183
Position 1463: 0.0006453340922000782
Position 3869: 0.0005994365937149399
Position 2718: 0.0005874695996493844
Position 2283: 0.0005595274473293582
Position 2708: 0.00054608773937927
Position 804: 0.0005211032977656709
Position 966: 0.0004931915061510008
Position 79: 0.0004896906710825808
Position 1680: 0.000448521913525294
Position 3903: 0.00043143256204343245
Position 908: 0.000407397210681322
Position 3851: 0.0003737317432809855
Position 1348: 0.0003674800679986345
Position 4535: 0.00032025271998326835
Position 551: 0.0003041720748780759
Position 830: 0.0002451479576985962
Position 2903: 0.00018944839199615797
Position 2641: 0.00016585673126286068
Position 673: 0.00015240931629799674
Position 95: 0.00011981764413769692
Position 1428: 0.00011438761276600978
Position 1090: 7.184112362090837e-05
Position 1654: 6.57625205182154e-05
Position 1823: 6.288358177430791e-05
Position 510: 5.02660929671293e-05
Position 1804: 4.6290198805402464e-05
Position 61: 4.527097202727687e-05
Position 1162: 4.320781331399705e-05
Position 1528: 3.8777412301394135e-05
Position 277: 3.050988999620678e-05
Position 1896: 2.7038266054550506e-05
Position 76: 2.1946771609536807e-05
Position 198: 2.1005691575068774e-05
Position 4609: 1.7004247254905686e-05
Position 1040: 1.560395149848039e-05
Position 811: 1.5209700194960541e-05
Position 1304: 7.3296722983892425e-06
Position 1522: 6.098797503545944e-06
Position 1547: 5.894892246344665e-06
Position 1363: 5.347305763897586e-06
Position 3482: 5.312078518154228e-06
Position 251: 5.191032664840598e-06
Position 1209: 4.784600582064034e-06
Position 1775: 4.539707028461195e-06
Position 1729: 4.154509990451783e-06
Position 849: 2.9234750085000925e-06
Position 2921: 1.033979367369013e-06
Position 2753: 5.304426570410083e-07
Position 2710: 3.9030221417225747e-07
Position 2967: 3.868034089654303e-07
Position 2829: 1.3758618544169256e-07
Position 482: 1.3273429002161718e-07
Position 3038: 1.294987428010284e-07
Position 2975: 9.75251233056765e-08
