Gene = NEXN
index = 937
Annotated 5SS: [  132 27506 29130 29411 29646 36602 37984 38265 40877 44852 47417 53581]
Annotated 3SS: [27426 28937 29331 29496 36559 37785 38087 40687 44653 47194 53394 53832]
SMsplice 5SS: [  132   469 25075 27506 29411 29646 37984 38265 40877 44852 47417 53581
 53960 54191]
SMsplice 3SS: [  267 24980 27426 29331 29496 37785 38087 40687 44738 47194 53394 53832
 54100 54271]
top_k =  1000
Partition function (log Z): -28.18419724624682

Sorted 5' Splice Sites (High to Low Probability):
Position 132: 0.9196194396229208
Position 469: 0.5537938128069877
Position 2792: 0.3263470001740366
Position 2910: 0.19327945299468402
Position 4738: 0.17527828757524586
Position 2807: 0.02899803395241541
Position 2212: 0.028923793587139
Position 8450: 0.02216553663897851
Position 819: 0.0199344296638608
Position 760: 0.01905608845403485
Position 3118: 0.01590050887520101
Position 4806: 0.014797171164231007
Position 1484: 0.00865859604718588
Position 1247: 0.006532509115498889
Position 152: 0.0061213463577190035
Position 4823: 0.0059028121216314145
Position 11432: 0.0058596696336504946
Position 1109: 0.005375442696638886
Position 178: 0.003861347536054012
Position 2197: 0.002896027382840754
Position 363: 0.002367043778978407
Position 1056: 0.002238329706156702
Position 387: 0.0020988785991209037
Position 9462: 0.0018555613749458178
Position 10815: 0.0015157800660673287
Position 1840: 0.0012478487507835466
Position 193: 0.001053654762052807
Position 1469: 0.0009330242567710115
Position 1863: 0.0008894464911930082
Position 483: 0.0006186289242737367
Position 615: 0.0005959101511024085
Position 501: 0.0005178090848095521
Position 1719: 0.0004775457120834038
Position 1426: 0.00035302627697479384
Position 3105: 0.0002706492144469888
Position 300: 0.000187836347609507
Position 102: 0.00018691724871281669
Position 114: 0.00016994802981788452
Position 141: 0.00014942770420478362
Position 180: 0.0001299869405612899
Position 1773: 0.00011823198223166384
Position 397: 0.00010212361154524825
Position 637: 9.258434161619793e-05
Position 185: 7.207594159385152e-05
Position 1965: 3.768127288097284e-05
Position 462: 3.462867008484446e-05
Position 967: 2.7764738058650702e-05
Position 1499: 2.249454995058839e-05
Position 2672: 1.9453937348095272e-05
Position 2902: 1.8195714920466426e-05
Position 2914: 1.7050254755698126e-05
Position 395: 1.6527258805815103e-05
Position 510: 1.546327759584703e-05
Position 237: 7.853321622167293e-06
Position 1375: 7.812523471476673e-06
Position 29: 6.484827720997601e-06
Position 774: 5.116614007001414e-06
Position 1252: 2.768374579747275e-06
Position 419: 1.2686746180289997e-06
Position 514: 1.1936779569892773e-06
Position 166: 1.0883206555235497e-06
Position 453: 7.959376159732239e-07
Position 899: 6.748661054419654e-07
Position 959: 6.112917352942895e-07
Position 82: 4.5970869728118473e-07
Position 1431: 2.598431431604759e-07
Position 745: 1.2293363477595654e-07
Position 27: 9.926342905097352e-08
Position 542: 9.617993780950263e-08
Position 297: 3.177224503426945e-08
Position 427: 2.848140236449425e-08
Position 554: 2.2023449752206112e-08
Position 596: 4.738762298979312e-09
Position 795: 3.3567022939268587e-09
Position 590: 2.401413770230156e-09
Position 810: 1.3772781429436751e-10
Position 804: 1.2388084288322954e-10
Position 254: 9.773565419498452e-11
Position 473: 1.2519355237637873e-13
Position 643: 4.533420229623611e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 267: 0.4745716469535065
Position 2865: 0.32431983767925743
Position 11374: 0.22176812781957037
Position 2717: 0.21143697752942558
Position 12260: 0.1229019187549453
Position 2699: 0.09590174798283954
Position 4695: 0.08653423198512866
Position 15389: 0.07659907429219087
Position 2676: 0.06278751957570677
Position 4603: 0.05435209740768217
Position 10814: 0.05396055328669473
Position 4671: 0.04543930892184236
Position 8218: 0.04272238637993171
Position 3022: 0.03007402465180734
Position 13540: 0.02586481044018547
Position 5225: 0.024899252385365733
Position 10730: 0.024695328316711364
Position 584: 0.02308571634446163
Position 3040: 0.019868992777472994
Position 11230: 0.019036642783201153
Position 5837: 0.017506510811726668
Position 4714: 0.017318176429205717
Position 13141: 0.016222505737515273
Position 609: 0.013944356373545774
Position 4259: 0.013743155979487958
Position 1987: 0.013095417585856304
Position 1374: 0.012985144996736026
Position 9105: 0.012528242805178221
Position 4732: 0.012348072562702433
Position 4871: 0.012258315862479432
Position 4906: 0.011803050287265034
Position 11313: 0.010616773505368606
Position 2117: 0.010147151026749282
Position 1568: 0.010072622284978246
Position 223: 0.009395106257586158
Position 373: 0.00809192266797353
Position 606: 0.007516201865005307
Position 549: 0.007443251675839185
Position 8799: 0.007182496995007564
Position 13191: 0.006889936583103393
Position 385: 0.006700119473432546
Position 2035: 0.00649188670716453
Position 2533: 0.006148707623979761
Position 13012: 0.00608200535943205
Position 294: 0.005806427640724376
Position 11126: 0.0051551912083957225
