Gene = ZMPSTE24
index = 1603
Annotated 5SS: [  288  2879  9766 10429 12021 13929 23421 27923 32891]
Annotated 3SS: [ 2731  9678 10311 11867 13786 23235 27817 32746 34337]
SMsplice 5SS: [  288  2879  9151  9401  9766 10429 12021 13929 23421 27923]
SMsplice 3SS: [ 2731  9035  9283  9678 10311 11867 13786 23235 27817 34337]
top_k =  1000
Partition function (log Z): 9.171994817616598

Sorted 5' Splice Sites (High to Low Probability):
Position 13929: 0.9998800100312917
Position 9766: 0.9942135160136375
Position 23421: 0.9768199539009428
Position 9401: 0.9417788435686427
Position 27923: 0.9370859818854401
Position 2879: 0.9284237875976581
Position 10429: 0.8926296826686553
Position 288: 0.7678412208319118
Position 12021: 0.6960865745608555
Position 9151: 0.6435865570565659
Position 13664: 0.598202592614289
Position 22206: 0.47593511098549834
Position 22897: 0.34826044337335604
Position 32891: 0.30272353411411845
Position 18123: 0.2501110485568703
Position 24766: 0.2263304397407543
Position 463: 0.2135482448135292
Position 4770: 0.11261290476938289
Position 8511: 0.08668371818332708
Position 7804: 0.08436763305258946
Position 2417: 0.07764974036868372
Position 10233: 0.07710823254233248
Position 4877: 0.07596500554993356
Position 3091: 0.06435167083366501
Position 10031: 0.06424010194844301
Position 10229: 0.059371439549355365
Position 21511: 0.0424113638551866
Position 21377: 0.04105662804109592
Position 217: 0.03556288855049134
Position 7839: 0.03400306133991049
Position 10084: 0.0326907914944436
Position 21045: 0.02986951627443888
Position 25622: 0.024765511994149003
Position 6983: 0.022748035207615484
Position 22877: 0.021276419033926356
Position 12065: 0.019832213049582503
Position 24381: 0.018722662278242357
Position 10013: 0.018586787442301862
Position 28197: 0.0182155896998692
Position 19467: 0.018109922206620523
Position 31772: 0.01689816874735661
Position 13101: 0.01646652832056768
Position 34300: 0.015743193970101252
Position 5831: 0.015638875576861357
Position 4635: 0.01561463411841393
Position 254: 0.014979372816258472
Position 119: 0.014960126357385474
Position 10561: 0.01488717144339323
Position 4991: 0.014764827339666924
Position 24638: 0.014497165555803902
Position 9992: 0.014108429471644283
Position 6538: 0.01213469317191441
Position 24578: 0.011097579199046463
Position 10756: 0.009771453202295916
Position 28245: 0.009066498719109872
Position 1647: 0.00895693499483503
Position 28550: 0.00877012210830974
Position 21506: 0.008362417797803567
Position 2542: 0.008190629032058966
Position 25611: 0.00814886412110374
Position 13690: 0.007030011532316986
Position 2614: 0.006022671981289966
Position 33365: 0.005921128569022958
Position 24772: 0.00541651832212013
Position 2883: 0.005194935972435046
Position 33418: 0.00503791117613864
Position 4060: 0.004963669883899855
Position 23089: 0.004956076031974082
Position 2848: 0.004731293692356995
Position 13327: 0.00444939260629198
Position 10657: 0.004272020214291434
Position 20727: 0.004266426995464078
