Gene = GEMIN5
index = 584
Annotated 5SS: [  242  1185  2369  6111  6752  9683 10825 12348 13741 16867 18243 20279
 21212 25311 26483 30619 32847 33703 35130 35671 36871 39019 39770 42118
 45823 46969 48889]
Annotated 3SS: [ 1023  2186  5958  6631  9549 10658 12134 13654 16783 18105 20204 21029
 25170 26310 30390 32732 33579 35033 35532 36722 38898 39558 41865 45659
 46466 48791 49831]
SMsplice 5SS: [  242  2369  6111  6752  9683 10825 12348 13741 16867 18243 20279 21212
 25311 26483 30619 33703 34756 35671 36871 37794 39019 39770 42118 45823
 46752 48889 49992]
SMsplice 3SS: [ 2186  5958  6631  9549 10658 12231 13654 16783 18105 20204 21029 25170
 26310 30437 33579 34436 35532 36722 37704 38898 39693 41865 45659 46466
 48791 49884 50095]
top_k =  1000
Partition function (log Z): 36.93800431834693

Sorted 5' Splice Sites (High to Low Probability):
Position 18243: 0.9789466473918281
Position 21212: 0.9659047494032227
Position 12348: 0.9630211321381124
Position 45823: 0.9498608543848021
Position 35671: 0.9473322401169693
Position 26483: 0.9433615449850177
Position 36871: 0.9401871492634019
Position 6752: 0.9397012724245896
Position 39019: 0.9357047807860739
Position 6111: 0.9221570445422154
Position 25311: 0.9080107283564284
Position 242: 0.8981752188018989
Position 33703: 0.8978951688372792
Position 9683: 0.8800904049074638
Position 2369: 0.8659977900064496
Position 42118: 0.8462327930495182
Position 34756: 0.812940231301833
Position 39770: 0.8056487928934303
Position 20279: 0.7887953449956149
Position 46752: 0.7559113175713161
Position 30619: 0.7464839667900354
Position 13741: 0.6823745530896395
Position 1185: 0.6623063570924428
Position 48889: 0.6513257791325654
Position 37794: 0.5893377707139498
Position 16867: 0.5892600553281075
Position 10825: 0.5764043586639511
Position 49992: 0.575203723496883
Position 35130: 0.5342765857237426
Position 25680: 0.5224110019205787
Position 46969: 0.4887937441958612
Position 14063: 0.4059459012414934
Position 35399: 0.3849790087281243
Position 7674: 0.3540249592102209
Position 884: 0.3022682218952106
Position 34138: 0.2984454245498704
Position 33982: 0.275562749488986
Position 8025: 0.2641097482995956
Position 12135: 0.2211472743453795
Position 46613: 0.21801061267861718
Position 32847: 0.20052199735864512
Position 8139: 0.1666466747446963
Position 33495: 0.14028310882007067
