Gene = C8G
index = 244
Annotated 5SS: [ 198  510  739  932 1306 1429]
Annotated 3SS: [ 372  667  823 1203 1389 1506]
SMsplice 5SS: [ 198  510  739  932 1306]
SMsplice 3SS: [ 426  667  823 1203 1389]
top_k =  1000
Partition function (log Z): 6.596182611405299

Sorted 5' Splice Sites (High to Low Probability):
Position 739: 0.9748942284761593
Position 932: 0.9608730321689127
Position 510: 0.9498242002481604
Position 1306: 0.9373244662520521
Position 198: 0.8921346158885887
Position 1429: 0.40583545974215046
Position 228: 0.0629688931877652
Position 1301: 0.052363613570624884
Position 1517: 0.02477702254669827
Position 322: 0.023935136850611622
Position 1008: 0.01980865564372044
Position 687: 0.0070894841225542255
Position 214: 0.005431418964796851
Position 260: 0.0043845479304875
Position 291: 0.002390719808337355
Position 490: 0.002260106657197629
Position 1462: 0.0022255722838899887
Position 204: 0.0012640320691824022
Position 1549: 0.0012388532035916037
Position 915: 0.0008190937210792314
Position 1509: 0.0005218048232284723
Position 1323: 0.0004992427393128567
Position 246: 0.00038414958454417226
Position 234: 0.0003112350048945437
Position 1218: 0.0001488745195398515
Position 936: 0.00014419068060241512
Position 762: 0.00014113153898859566
Position 1237: 9.673574000038863e-05
Position 891: 9.629807099707163e-05
Position 494: 8.406612351197379e-05
Position 878: 8.225049629231655e-05
Position 361: 4.8720712673279394e-05
Position 919: 3.515579243773539e-05
Position 13: 3.491628741455189e-05
Position 952: 3.469753607770305e-05
Position 463: 3.352189461426979e-05
Position 1582: 3.2553044552953725e-05
Position 1241: 3.042621941530835e-05
Position 296: 2.882307380623255e-05
Position 1093: 2.6918799505815826e-05
Position 714: 2.531820814479985e-05
Position 10: 1.7708791990143176e-05
Position 766: 1.7288032176450063e-05
Position 1489: 1.1228072107379012e-05
Position 1577: 1.084556448201161e-05
Position 624: 1.0107256740736054e-05
Position 1254: 9.239524442189002e-06
Position 1230: 7.642689836304218e-06
Position 514: 6.0270252683582295e-06
Position 266: 5.877075924615246e-06
Position 1310: 4.069971637503479e-06
Position 1602: 3.275974911028328e-06
Position 850: 3.194988100741178e-06
Position 1074: 3.111143581715618e-06
Position 602: 2.6471725133610016e-06
Position 306: 2.4693108039462143e-06
Position 1433: 2.1246035122995773e-06
Position 308: 1.5562478975502214e-06
Position 400: 1.0041640090289675e-06
Position 237: 9.882136007449677e-07
Position 416: 8.868753504481344e-07
Position 1494: 8.633077401868488e-07
Position 35: 8.101387318519333e-07
Position 645: 7.313248708239355e-07
Position 630: 6.420870745278986e-07
Position 1459: 4.2368017073636145e-07
Position 886: 3.2703902726051484e-07
Position 340: 1.9985078007920335e-07
Position 350: 1.6420286471835264e-07
Position 269: 1.563147890370652e-07
Position 1312: 1.4516410114690504e-07
Position 299: 1.4184047431061908e-07
Position 1095: 1.3410473771662e-07
Position 853: 1.1145150254606069e-07
Position 394: 5.31720358498545e-08
Position 1169: 2.663414909818196e-08
Position 642: 2.3799606250214755e-08
Position 372: 8.993717161412762e-09
Position 856: 2.2403000318229363e-11
Position 1077: 7.652027890251798e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1389: 0.9747721615424234
Position 667: 0.9672007059102459
Position 823: 0.9552884060166835
Position 1203: 0.6712201789995803
Position 426: 0.5670782332323545
Position 372: 0.3684031240606675
Position 1506: 0.362631456911687
Position 1150: 0.29052301494489513
Position 1637: 0.027003784134781418
Position 1666: 0.026657919363054807
Position 1175: 0.025971228828194342
Position 829: 0.020482456465722398
Position 1509: 0.017664958641758002
Position 1611: 0.010536565369715069
Position 638: 0.0058908725807617305
Position 340: 0.005567678388423814
Position 474: 0.004700653929024696
Position 615: 0.004255735258711663
Position 379: 0.004105306249320987
Position 1668: 0.002858892740836383
Position 1407: 0.0024167598774788644
Position 1152: 0.0019169790308064987
Position 429: 0.001726927230428168
Position 1183: 0.0016231634984585467
Position 1104: 0.0015990332955286
Position 1533: 0.0012735260022842
Position 686: 0.001158492446577208
Position 556: 0.000987000443463809
Position 1642: 0.0009691661987067042
Position 838: 0.0008940024239843481
Position 432: 0.0008819022382759383
Position 1617: 0.000573419329549146
Position 864: 0.0005331187753165948
Position 1440: 0.0005269755128199778
Position 1433: 0.0005111510164322827
Position 1577: 0.00044015094320267855
Position 1539: 0.0004058972992839527
Position 1137: 0.00039070303622897105
Position 1250: 0.0003560319773626265
Position 1222: 0.00025550278838053876
Position 1126: 0.00023367876373012672
Position 1364: 0.00020771226994475286
Position 1400: 0.00018601958694971908
Position 1412: 0.0001791080231871477
Position 311: 0.00016029191523223027
Position 1062: 0.00013387302785546043
Position 1322: 0.00010710153297960633
Position 876: 0.00010202664020095746
Position 1513: 9.895196787284613e-05
Position 738: 9.562480869299482e-05
