Gene = CYP3A7-CYP3A51P
index = 422
Annotated 5SS: [   80  4044 12807 14790 17577 17926 19345 20548 21634 24371 26068 27291]
Annotated 3SS: [ 3949 12753 14689 17462 17836 19195 20419 21566 24209 25840 27127 49866]
SMsplice 5SS: [   80  4044 12807 14790 17577 17926 21634 24371 26068 29588 49948]
SMsplice 3SS: [ 3949 12753 14689 17462 17836 21566 24209 25840 29506 49866 50134]
top_k =  1000
Partition function (log Z): 3.8793824686464617

Sorted 5' Splice Sites (High to Low Probability):
Position 29588: 0.9922435930946913
Position 14790: 0.9816377618523907
Position 17577: 0.9719534707814454
Position 24371: 0.9648090982404974
Position 80: 0.9450660701212541
Position 17926: 0.8830636463423547
Position 26068: 0.8817367032991712
Position 21634: 0.835750910878092
Position 4044: 0.7281882847930291
Position 4708: 0.6189863816370177
Position 27291: 0.5676606273493622
Position 49948: 0.5445193770621015
Position 12807: 0.5211852539427021
Position 4359: 0.3924334301556015
Position 29355: 0.25855252152816705
Position 19345: 0.20200199407843863
Position 13026: 0.18928358645397392
Position 250: 0.18168192579705442
Position 20548: 0.16050623642797046
Position 5996: 0.14790193176844643
Position 18138: 0.1460742794628255
Position 25009: 0.1428717483677094
Position 5940: 0.1275738448791693
Position 26648: 0.11129951876398503
Position 21315: 0.10381374053988546
Position 18962: 0.0988486621292373
Position 9452: 0.09791133435151608
Position 24805: 0.09134178483719856
Position 26638: 0.08984358849906236
Position 26328: 0.07897862848869512
Position 24048: 0.07784087233041577
Position 23480: 0.0762221604384916
Position 282: 0.07145225210794291
Position 20364: 0.06528281050594612
Position 8489: 0.06015121175154017
Position 22891: 0.05488414443794636
Position 939: 0.05298002038736054
Position 18291: 0.04783861349106676
Position 2261: 0.0426217572701364
Position 25082: 0.04137886578099449
Position 21129: 0.035534893074084986
Position 1331: 0.03506771193768013
Position 27911: 0.03358298370187198
Position 4039: 0.033068887715142645
Position 14929: 0.03219996598123323
Position 24405: 0.029836022055289055
Position 6026: 0.029234071579279205
Position 18094: 0.02735165363805477
Position 23594: 0.024794827698133175
Position 16615: 0.02414317106999937
Position 17292: 0.02117727340769781
Position 14535: 0.019227257657873538
Position 19151: 0.01879654169076799
Position 327: 0.016486032493534027
Position 2898: 0.014693514697471776
Position 2279: 0.014598559255302792
Position 28766: 0.014542833620178974
Position 2836: 0.014531891417457627
Position 5673: 0.01444273427899963
Position 21718: 0.013857429010272437
Position 4134: 0.012984208580437218
Position 18044: 0.0120807264778951
Position 27846: 0.011991205872144153
Position 29740: 0.01172184957733762
Position 236: 0.01113988604019672
Position 25940: 0.010927907996350041
Position 774: 0.010924864420184435
Position 1577: 0.010575431603567846
Position 664: 0.00937588421940639
Position 17625: 0.009149120737359346
Position 25892: 0.008966231623338016
Position 16939: 0.008883685057453653
Position 27212: 0.008861090779466585
Position 35029: 0.008738050376654108
Position 22123: 0.008719834036303874
Position 863: 0.008286848465155787
Position 21664: 0.008281194046351179
Position 440: 0.008022093822008301
Position 2887: 0.007588385869849004
Position 36218: 0.007225262986936414
Position 16871: 0.00673021875953874
Position 7443: 0.006294454626268714
Position 27016: 0.00573699028557963
Position 33870: 0.005636017991174787
Position 21756: 0.005535097418097355
Position 19971: 0.00552143067569685
Position 22837: 0.004950428336422223
Position 24080: 0.004802393565835922
Position 22773: 0.004667120824151108
Position 2488: 0.004044738227232091
Position 749: 0.003992330239631846
Position 23797: 0.0038964273202230005
Position 90: 0.0038573290089013944
Position 17635: 0.003811849327035769
Position 6228: 0.003810973743808508
Position 6593: 0.0036708174904364547
Position 4347: 0.0036073014252117966
Position 27825: 0.0034219305433160927
Position 8327: 0.003407334492061126
Position 28279: 0.0033827695714711103
Position 27053: 0.0033220753312706505
Position 7291: 0.0031451586751935438
Position 6785: 0.003116722686957585
Position 19977: 0.0030629853563823445
Position 24840: 0.0030403825410522884
Position 34869: 0.0030062970458609273
Position 21684: 0.0029513798039945876
Position 448: 0.0028072845773569337
Position 19068: 0.0027985608251037504
Position 35502: 0.0027810489443272864
Position 17642: 0.0027418303370525727
Position 3063: 0.0026295470219671923
Position 28560: 0.0026004999673715154
Position 4307: 0.0024978613968559566
Position 7626: 0.002457640959144405
