Gene = CMBL
index = 381
Annotated 5SS: [  402 17479 19605 21673 25830]
Annotated 3SS: [17244 19496 21529 25737 27393]
SMsplice 5SS: [  512 19088 19605 21673 25830]
SMsplice 3SS: [18994 19496 21529 25737 27465]
top_k =  1000
Partition function (log Z): -10.555863184590006

Sorted 5' Splice Sites (High to Low Probability):
Position 18657: 0.9773388560748916
Position 19088: 0.7434277142354482
Position 25830: 0.7115144963499729
Position 5388: 0.6624081632453132
Position 21673: 0.5617952769645386
Position 512: 0.5542567119575745
Position 19605: 0.5249611462846524
Position 402: 0.43133114635332465
Position 19652: 0.41272924207545714
Position 5143: 0.3648281626761251
Position 12638: 0.23593609792830042
Position 14402: 0.21659057634606357
Position 12612: 0.16643635634993242
Position 7963: 0.1599228698395354
Position 1814: 0.15347717138075442
Position 11587: 0.10170420116821582
Position 7780: 0.08256077162337645
Position 5503: 0.08023200515668277
Position 17479: 0.07818263767755614
Position 14336: 0.07146625437502598
Position 27394: 0.06638624423171328
Position 10205: 0.061456140329870665
Position 16288: 0.04872123526736158
Position 21387: 0.0426033782459537
Position 21832: 0.040048964766880975
Position 7957: 0.03521657770310649
Position 3158: 0.033994904552698366
Position 7828: 0.024955808334831835
Position 2101: 0.020951994785099213
Position 1232: 0.02013338595074275
Position 943: 0.019704750939195523
Position 14730: 0.018131022523628488
Position 642: 0.017569065918433213
Position 2909: 0.012960808753120175
Position 688: 0.012679713374951253
Position 18604: 0.012672260780170497
Position 13339: 0.012354619417884627
Position 2154: 0.011350296981960117
Position 777: 0.01056133610786192
Position 4293: 0.00967464281951054
Position 16205: 0.009580343252946792
Position 3783: 0.008166746131395628
Position 6383: 0.007759931428979394
Position 7751: 0.00720424544939304
Position 4787: 0.006448901558303177
Position 4721: 0.005928375539569657
Position 988: 0.005882272187966242
Position 880: 0.005104815755006583
Position 21662: 0.0039337910023837805
Position 5086: 0.003343200994408446
Position 760: 0.002807227196016082
Position 6226: 0.0026487335318527592
Position 1955: 0.0025317315730828027
Position 5812: 0.0022382039218392354
Position 3973: 0.002220086763633936
Position 7537: 0.0021001919258554344
Position 5311: 0.002057515987450378
Position 4812: 0.0018803713881345883
Position 4843: 0.0017079744276284688
Position 6048: 0.0016168630952755941
Position 5853: 0.001484048377525774
Position 1090: 0.001398541644191014
Position 493: 0.0011773219550725367
Position 5271: 0.0011474165945591036
Position 3334: 0.0010580496703878292
Position 12080: 0.001051283324001663
Position 899: 0.0009358208504985845
Position 4882: 0.0008868344182346963
Position 4268: 0.0007429008682240047
Position 356: 0.0005287845095505125
Position 632: 0.00039829144001850633
Position 7714: 0.0003525287278284262
Position 1110: 0.0003083102133840826
Position 8301: 0.00019202463799081936
Position 5347: 0.0001871624824077164
Position 468: 0.00017639262291538183
Position 947: 0.0001549591323794313
Position 9801: 0.00015470041944364466
Position 5302: 0.00014622169258476345
Position 7350: 0.00011229631019854019
Position 129: 0.00010316007929647018
Position 5208: 9.333000177241594e-05
Position 992: 9.260103548385479e-05
Position 406: 8.872454840453985e-05
Position 372: 6.97026946121139e-05
Position 1416: 6.287969485921271e-05
Position 4144: 6.038988928830858e-05
Position 646: 5.2618437052798754e-05
Position 884: 3.997907685004723e-05
Position 529: 2.9474930743197282e-05
Position 1345: 2.548911681731903e-05
Position 790: 2.467579730833564e-05
Position 793: 1.7265862453590307e-05
Position 1698: 1.4900775811467448e-05
Position 559: 1.2672162544173989e-05
Position 13337: 1.0015602925909111e-05
Position 1548: 8.347072437439937e-06
Position 1481: 6.6393235388225306e-06
Position 648: 3.530807187077924e-06
Position 1321: 3.4656863663075988e-06
Position 746: 2.810297011769741e-06
Position 702: 1.968124354657946e-06
Position 1510: 1.947410215331916e-06
Position 969: 1.8090221690709964e-06
Position 922: 1.2678306654972781e-06
Position 299: 9.436928746330025e-07
Position 8091: 7.223971483988283e-07
Position 604: 4.3959325828242164e-07
Position 307: 3.4039108392935847e-07
Position 274: 2.7873975141444895e-07
Position 472: 1.3370451466515557e-07
Position 504: 1.1482739029971027e-07
Position 470: 2.1809078545417987e-08
Position 313: 6.480323591455804e-09
Position 324: 5.3960181147665396e-09
Position 382: 3.041753500961135e-09
Position 620: 2.7771360985627863e-09
Position 412: 2.4263632973936934e-09
Position 569: 1.47439073125515e-09
Position 566: 7.277119205748092e-12
Position 906: 4.4918186612862495e-12
Position 533: 2.510903437764969e-13
Position 674: 9.396754648577948e-14
Position 292: 4.9649586714676325e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 18487: 0.9966613448935512
Position 19496: 0.93844033173362
Position 25737: 0.9082153699312965
Position 5230: 0.6571926502299804
Position 21529: 0.6167052184857887
Position 18994: 0.5949028560130433
Position 27465: 0.46153495714207143
Position 12559: 0.36068507258578386
Position 14242: 0.28928085245350443
Position 7868: 0.1780687395267864
Position 5059: 0.1771205108104875
Position 5000: 0.17568930737902633
Position 18844: 0.14933290464785592
Position 1621: 0.12392454761417386
Position 27296: 0.12065396023893506
Position 7597: 0.11236184733787567
Position 17244: 0.07821145742817569
Position 27393: 0.07369968791654435
Position 5433: 0.07005478610321687
Position 16141: 0.05833932548050743
Position 27821: 0.04593968682529962
Position 21234: 0.04574048646515028
Position 12339: 0.041716511425967
Position 11472: 0.03979308484121474
Position 26915: 0.035617688770488556
Position 11490: 0.03309436396136797
Position 26286: 0.029359897539118624
Position 11452: 0.028816752365633105
Position 9894: 0.027115434689408226
Position 1637: 0.02515077999894948
Position 2015: 0.02368318504256669
Position 21706: 0.021162769689266236
Position 645: 0.02037639622081665
Position 578: 0.01958405080267605
Position 4754: 0.018886531289444803
Position 14435: 0.01823918340674832
Position 10106: 0.01779422533709138
Position 10061: 0.016985825248827833
Position 27511: 0.014608834480924968
Position 2989: 0.014271981473115475
Position 13250: 0.01286249938131849
Position 5270: 0.012270027912735246
Position 26320: 0.011439521112923557
Position 6147: 0.010433093158722867
Position 878: 0.010214266381826523
Position 4613: 0.00980921228017766
Position 23704: 0.009498739155748065
Position 7871: 0.009224907638890813
Position 7744: 0.009045683897594615
Position 777: 0.008740255371660486
Position 3046: 0.00801192177166905
Position 4122: 0.007363323927923696
Position 1071: 0.007212554195156379
Position 2833: 0.005760236978041507
Position 2860: 0.005101957132539914
Position 5302: 0.004762673443660148
Position 1675: 0.0045797736046470795
Position 21753: 0.004436884839687118
Position 3663: 0.004200177864549929
Position 26251: 0.003852765438275958
Position 3683: 0.0038114407625505077
Position 1150: 0.0034304748326663345
Position 26167: 0.0031030289282067006
Position 5429: 0.0030222963150345838
Position 25943: 0.002908257337170928
Position 4616: 0.0028699790177321113
Position 540: 0.0027777549382440635
Position 1977: 0.0026286297145006864
Position 21941: 0.002596944642618876
Position 5778: 0.002423756042865666
Position 1131: 0.0024201547301408023
Position 1834: 0.002094262376321336
Position 2821: 0.0020895525499322162
Position 1087: 0.0020741263565121123
Position 720: 0.0019838916040754366
Position 2809: 0.0017716918800218784
Position 7779: 0.001708906683098712
Position 3013: 0.001706970849034263
