Gene = TNFSF8
index = 1467
Annotated 5SS: [  309 12322 24590]
Annotated 3SS: [12278 24517 26091]
SMsplice 5SS: [  309 12322 24590]
SMsplice 3SS: [12278 24517 26091]
top_k =  1000
Partition function (log Z): -9.377096886450992

Sorted 5' Splice Sites (High to Low Probability):
Position 309: 0.995749247635963
Position 24590: 0.832062872645928
Position 12322: 0.6748426372133456
Position 18668: 0.5655737233187877
Position 25094: 0.3311591206974992
Position 12353: 0.26221181947117844
Position 10229: 0.25733994060420295
Position 21912: 0.20641256367859886
Position 26191: 0.14184527692050608
Position 7177: 0.09567663997216821
Position 9455: 0.09496057175081858
Position 26311: 0.0759315406478128
Position 10236: 0.0691353616020562
Position 10157: 0.06313249531745421
Position 10086: 0.0602137831002264
Position 24421: 0.042601930388471196
Position 18419: 0.04186373615033188
Position 5444: 0.03866050223280169
Position 7227: 0.031030047818718962
Position 12435: 0.030942338184746336
Position 12439: 0.029326295175446826
Position 6244: 0.023727106775916697
Position 8233: 0.023256227217344657
Position 10731: 0.022639643967474855
Position 16615: 0.017901992771317977
Position 14977: 0.013911986365896408
Position 11345: 0.012920203387487192
Position 3022: 0.011186075232989756
Position 3870: 0.010416108582083802
Position 1790: 0.010196623501428996
Position 1197: 0.008372296870918894
Position 10460: 0.008074586004678662
Position 7244: 0.0074283334914576615
Position 86: 0.007042993016163736
Position 6651: 0.006965843881629556
Position 13202: 0.006511711113354043
Position 14823: 0.005757138283281688
Position 804: 0.00562813634419614
Position 13194: 0.005394659669981029
Position 17257: 0.0053448605194348405
Position 14785: 0.0045786986421174295
Position 5886: 0.003099190303344251
Position 7595: 0.002583257620299626
Position 1917: 0.00214665121083319
Position 10016: 0.0018760344873743062
Position 19607: 0.0015472009790249697
Position 9518: 0.0013868262279703946
Position 4652: 0.0013717175801528868
Position 1358: 0.0012587446036553184
Position 4113: 0.001166786614058482
Position 1397: 0.0009775142018994233
Position 3639: 0.0009486134528182331
Position 4505: 0.0008760789153406447
Position 8453: 0.0007969125766885245
Position 3910: 0.0007682619384376273
Position 18672: 0.0007248451434131168
Position 6251: 0.0006833826712932662
Position 10725: 0.0006506529013991026
Position 6447: 0.0006119839864345033
Position 20100: 0.000253923294472114
Position 12430: 0.00020067384319175536
Position 13040: 0.00015896218146534393
Position 15538: 0.0001065067478166461
Position 16101: 9.741293489359812e-05
Position 16085: 8.970872461468012e-05
Position 12720: 6.733878076973918e-05
Position 13026: 5.0606586896416485e-05
Position 13986: 4.948787698784852e-05
Position 5085: 4.585769035626099e-05
Position 2282: 4.482251093218072e-05
Position 6059: 3.543700401092764e-05
Position 93: 2.2014182322171466e-05
Position 2657: 1.3730126848379747e-05
Position 6430: 1.2054449682494905e-05
Position 835: 8.810573659922173e-06
Position 3678: 8.233123203167551e-06
Position 177: 7.436154823183694e-06
Position 1031: 5.416919978376599e-06
Position 682: 5.176468426188177e-06
Position 88: 5.0616247198808765e-06
Position 1091: 4.284908926955933e-06
Position 2424: 4.092165696175071e-06
Position 1618: 3.952761485671555e-06
Position 2360: 3.803424494113278e-06
Position 15302: 3.3997449037942863e-06
Position 273: 3.192228915594174e-06
Position 2993: 3.0967372390563e-06
Position 2277: 3.043005863854672e-06
Position 1496: 2.8150071270803087e-06
Position 2088: 2.3718219181856306e-06
Position 1190: 2.2016636034786065e-06
Position 2642: 2.191261340020276e-06
Position 914: 2.0389207091313356e-06
Position 1442: 1.7319911018001498e-06
Position 1896: 1.311653452753624e-06
Position 19670: 1.1875762550004561e-06
Position 290: 1.1695132333172283e-06
