Gene = CARTPT
index = 280
Annotated 5SS: [290 801]
Annotated 3SS: [ 716 1344]
SMsplice 5SS: [ 290  801 1141]
SMsplice 3SS: [ 716 1012 1344]
top_k =  1000
Partition function (log Z): -4.673268243063037

Sorted 5' Splice Sites (High to Low Probability):
Position 801: 0.7226680468089925
Position 290: 0.5134818313132975
Position 1141: 0.43458663190171115
Position 537: 0.41305043605566993
Position 294: 0.3994021982622521
Position 806: 0.22716162197968498
Position 146: 0.07663907389737158
Position 612: 0.07532377277998335
Position 989: 0.060426768645961484
Position 1355: 0.04650800678415242
Position 948: 0.02946032456879897
Position 1112: 0.022571648040192505
Position 89: 0.01972605044902694
Position 618: 0.009708900026636852
Position 1279: 0.007377432221900301
Position 904: 0.006839170172332626
Position 782: 0.006616705455829538
Position 1210: 0.006233932234476778
Position 201: 0.0036478394624388463
Position 622: 0.0033538866722729634
Position 754: 0.0030480167308605684
Position 1020: 0.0018575602531388257
Position 979: 0.0015868740670828888
Position 1231: 0.001491272601868256
Position 472: 0.0014442027077698476
Position 1305: 0.0008611893702664671
Position 1369: 0.0005434263946989177
Position 468: 0.00043802405435326
Position 555: 0.00042552690250534516
Position 564: 0.0004033452376770118
Position 590: 0.00031722338054214353
Position 706: 0.0003084265081911731
Position 1174: 0.00029302837797228495
Position 5: 0.0002853170976186298
Position 588: 0.00025772037536599693
Position 541: 0.00021656916985781245
Position 652: 0.00020645656638398132
Position 845: 7.143158887514082e-05
Position 1657: 6.948037983000334e-05
Position 880: 6.457021185132034e-05
Position 1068: 5.311660823382501e-05
Position 792: 5.06084428243791e-05
Position 1443: 4.8743631715025746e-05
Position 102: 4.0107786258396336e-05
Position 196: 3.880939170892491e-05
Position 443: 3.4555416453476945e-05
Position 120: 2.1157823110969172e-05
Position 1666: 1.350806592038301e-05
Position 99: 1.1308160837326971e-05
Position 616: 7.2657263304227255e-06
Position 760: 3.2976052320352585e-06
Position 333: 2.303125150786943e-06
Position 325: 1.7235126977110908e-06
Position 813: 1.0278180785721134e-06
Position 599: 7.817283987804771e-07
Position 387: 7.597096813299652e-07
Position 1214: 4.941907904446983e-07
Position 1239: 3.030566333039153e-07
Position 1000: 2.941011678755797e-07
Position 735: 2.6424508596380323e-07
Position 260: 2.2143535402501922e-07
Position 1160: 1.5638174062496083e-07
Position 207: 2.0130787144524032e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 716: 0.6192032906507385
Position 1344: 0.5812455156341876
Position 385: 0.48362802053052084
Position 1012: 0.28325816135673687
Position 1201: 0.25988184264094816
Position 1042: 0.19017284894121056
Position 676: 0.15775385456304059
Position 643: 0.15183763556573032
Position 883: 0.10169627485037552
Position 1501: 0.0705994800386455
Position 214: 0.05550661036616088
Position 1567: 0.03363131495873141
Position 1217: 0.022334605558947028
Position 217: 0.009961636169935409
Position 1044: 0.008073580979497891
Position 387: 0.006550525221661
Position 1762: 0.0061485526559247215
Position 1443: 0.006019250480908156
Position 1111: 0.005887971875802476
Position 903: 0.004932905987575466
Position 918: 0.004342724203962148
Position 1019: 0.004162583129709976
Position 510: 0.003621329241140496
Position 1258: 0.002828405297329017
Position 1362: 0.0025040616091012713
Position 610: 0.0020995944763284556
Position 694: 0.001940270995153752
Position 1715: 0.00179224388956157
Position 1503: 0.0016769125880612037
Position 439: 0.0016524075834831347
Position 871: 0.0015841158008973613
Position 1414: 0.0013440440441470447
Position 1260: 0.0012883053105605172
Position 1264: 0.0012099655033241687
Position 391: 0.0011429582706237262
Position 1050: 0.0010293607038456963
Position 839: 0.00090255299556885
Position 599: 0.0008518188364515845
Position 468: 0.0005887969679495615
Position 952: 0.000550348627786498
Position 681: 0.0004170917323138928
Position 1525: 0.00039116061368998857
Position 703: 0.000379564942999984
Position 419: 0.0003483234783954613
Position 1573: 0.00033010849205560244
Position 1718: 0.0002632967831031501
Position 1173: 0.00016150881349844833
Position 1604: 0.00014648667174363875
Position 1614: 0.0001177772023645713
Position 987: 0.0001166009422488799
Position 967: 0.00010611113977062543
Position 441: 0.00010517929420381668
Position 652: 0.00010494784984735287
Position 779: 9.175984742879302e-05
Position 1630: 7.794517952452906e-05
Position 1793: 7.470371286518961e-05
Position 1369: 7.167109977391875e-05
Position 232: 6.09743772442229e-05
Position 1454: 5.5774121639223974e-05
Position 841: 5.277230128441922e-05
Position 1774: 5.050206112769642e-05
Position 519: 4.676441382467202e-05
Position 723: 3.182319059661814e-05
Position 541: 3.1568600903540475e-05
Position 283: 2.8118288046868425e-05
Position 1187: 2.4868700458242312e-05
Position 973: 2.1454244733812915e-05
Position 239: 1.94071323898691e-05
Position 735: 1.631283115315624e-05
Position 553: 1.3647281528619204e-05
Position 110: 1.3356791383161475e-05
Position 126: 1.2698368920961567e-05
