Gene = SPRR4
index = 1324
Annotated 5SS: [29]
Annotated 3SS: [1204]
SMsplice 5SS: [29]
SMsplice 3SS: [1204]
top_k =  1000
Partition function (log Z): -8.334324440003082

Sorted 5' Splice Sites (High to Low Probability):
Position 29: 0.6878546413418629
Position 1461: 0.16610626046668275
Position 184: 0.1278555555835545
Position 838: 0.09397116228233379
Position 411: 0.08428917604028639
Position 373: 0.07777037410922732
Position 339: 0.04966452557559868
Position 128: 0.022897700554068347
Position 1291: 0.020177579091389248
Position 1589: 0.015516381902116407
Position 224: 0.012423349594826327
Position 397: 0.006988636444010138
Position 1602: 0.004678965019343343
Position 1304: 0.003502985031340267
Position 1372: 0.0034400627576448807
Position 33: 0.0020171262282441056
Position 399: 0.0016793746569545962
Position 639: 0.0015818504918344287
Position 248: 0.0007846464917505741
Position 974: 0.0007283043152281595
Position 616: 0.000605705446332376
Position 1422: 0.0002809469537024398
Position 195: 0.00021896865470920763
Position 651: 0.00020791287094884192
Position 1682: 0.0001903775554680582
Position 1104: 0.00018777950831132105
Position 805: 6.90742719640943e-05
Position 10: 6.868593514862586e-05
Position 1337: 6.126626131061353e-05
Position 140: 4.404551129484741e-05
Position 1318: 3.625519560954678e-05
Position 1111: 3.387713275818642e-05
Position 149: 3.094789530856221e-05
Position 1361: 2.6244079115964246e-05
Position 1076: 2.1298260872702033e-05
Position 313: 1.4923153995164525e-05
Position 278: 1.1970176007217534e-05
Position 828: 1.6558688195343372e-06
Position 680: 1.1500688517987444e-06
Position 62: 1.0950905040288472e-06
Position 19: 9.846893539095377e-07
Position 781: 8.647425706138585e-07
Position 742: 5.262866854083835e-07
Position 1325: 5.119628383754438e-07
Position 1057: 3.9240236256581577e-07
Position 1034: 3.492202055576105e-07
Position 331: 3.164842144860852e-08
Position 849: 2.0331572881754455e-08
Position 842: 2.0030020027266237e-08
Position 47: 1.6864313456982492e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1204: 0.8098964986559358
Position 1545: 0.1648634723717182
Position 261: 0.12340712190040397
Position 1681: 0.07797832612004447
Position 1371: 0.05152700205217116
Position 396: 0.030155881709964524
Position 742: 0.026948915128038674
Position 1220: 0.023943818404574903
Position 1239: 0.013345401533912223
Position 224: 0.007823735855218056
Position 135: 0.007653655529137955
Position 1712: 0.00594868748546772
Position 96: 0.0053181924549587775
Position 520: 0.00495624220833501
Position 1242: 0.003230995769756786
Position 1236: 0.0031682622441252853
Position 442: 0.002579481858192667
Position 1353: 0.002435348737235105
Position 1586: 0.0021506958540746858
Position 287: 0.0016784668960005812
Position 1396: 0.0015395967819204978
Position 338: 0.001484552397556417
Position 1411: 0.0012792475651004444
Position 699: 0.001202119220462402
Position 373: 0.0010471997955537628
Position 284: 0.0010091525696431878
Position 614: 0.0009746601154732418
Position 265: 0.0007532228184794536
Position 1144: 0.0006956947894627684
Position 1049: 0.0006808655106691837
Position 599: 0.0006369079009553737
Position 1507: 0.0006362477576644775
Position 103: 0.0005301028263593083
Position 268: 0.00047623274619155764
Position 1330: 0.00040278041792030474
Position 1754: 0.00039473761930530125
Position 661: 0.00030963083853938965
Position 487: 0.00025531694418283994
Position 1377: 0.00021336914511733518
Position 191: 0.00020978598999227494
Position 1272: 0.0002045281505638701
Position 1222: 0.000174753055777122
Position 766: 0.00017192667283136637
Position 410: 0.00016487077122829502
Position 1432: 0.00010802414409446922
Position 545: 9.906552346237837e-05
Position 651: 9.591678140802083e-05
Position 902: 9.522789045511969e-05
Position 631: 9.393137172886917e-05
Position 808: 8.600014593309784e-05
Position 1245: 8.404477749457318e-05
Position 784: 7.929847061004841e-05
Position 978: 7.528011828796332e-05
Position 1416: 6.276234860697798e-05
Position 1419: 5.5833816702315604e-05
Position 1071: 5.5660204798570124e-05
Position 1332: 5.0676765026697286e-05
Position 1801: 4.5398332704640606e-05
Position 316: 4.255402468620574e-05
Position 528: 4.2487808943863706e-05
Position 566: 3.603480988994408e-05
Position 290: 3.450162804483293e-05
Position 774: 3.263512218607239e-05
Position 1155: 3.129404752554456e-05
Position 377: 2.523910191170167e-05
Position 634: 2.3325201359670177e-05
Position 549: 2.0994405997660315e-05
Position 982: 1.9859845706384457e-05
Position 1281: 1.8665152262104755e-05
Position 672: 1.555243002894148e-05
Position 1257: 1.5149202885450173e-05
Position 1593: 1.4063279359394918e-05
Position 1284: 1.1488491072464725e-05
Position 583: 1.0231330853851258e-05
Position 1730: 9.45057055327614e-06
Position 1719: 9.41280347382985e-06
Position 1458: 8.830955255029604e-06
Position 1441: 8.730205561268512e-06
Position 1254: 8.581808073406806e-06
Position 195: 7.241940659415066e-06
Position 1606: 7.0392209220688805e-06
Position 828: 6.173843981975112e-06
Position 786: 6.111955154899336e-06
Position 816: 5.815398650972102e-06
Position 298: 5.582094031718125e-06
Position 109: 4.906639910713137e-06
Position 638: 4.803643126088678e-06
Position 1380: 4.371737502855876e-06
Position 149: 4.130040616700173e-06
Position 1274: 2.649316410523008e-06
Position 306: 1.9641207353420805e-06
Position 140: 9.908519369454603e-07
Position 623: 8.499134711381845e-07
Position 300: 9.497127001033133e-09
Position 326: 7.188230018182309e-09
Position 686: 2.809305733229334e-10
Position 568: 2.699210045881369e-10
Position 846: 4.2524589300463664e-12
Position 553: 2.940571651977615e-12
