Gene = PDPN
index = 1008
Annotated 5SS: [  636 23842 27052 30261 30947]
Annotated 3SS: [23707 26921 30221 30834 32439]
SMsplice 5SS: [  636 23842 27052 30947]
SMsplice 3SS: [23707 26921 30834 33261]
top_k =  1000
Partition function (log Z): -20.718558565903685

Sorted 5' Splice Sites (High to Low Probability):
Position 636: 0.9611430353100116
Position 2250: 0.5709891777842373
Position 398: 0.2730521006874576
Position 7395: 0.18265836467723118
Position 1730: 0.16116493195725645
Position 1250: 0.13311766732748676
Position 376: 0.10901857027112076
Position 4464: 0.10846941865290147
Position 2274: 0.10774721736464343
Position 383: 0.056590657035930234
Position 877: 0.04926315811081065
Position 211: 0.03759444298126851
Position 77: 0.03513314667408022
Position 11958: 0.03051891601819097
Position 1295: 0.025254968512041457
Position 6874: 0.018201948465027255
Position 361: 0.013663758324559815
Position 4578: 0.013425912379058968
Position 12321: 0.006387149139846306
Position 1289: 0.004830290896295158
Position 1299: 0.004082934747874806
Position 1379: 0.0037692971771781728
Position 1630: 0.0036258225061753637
Position 2104: 0.0034983915608305075
Position 5357: 0.0033748654221729506
Position 715: 0.0027612376749115183
Position 2268: 0.002431724394654139
Position 1353: 0.0021323496895385473
Position 1784: 0.0021000120187609542
Position 2175: 0.0017476031994569116
Position 2866: 0.0016129891350976974
Position 39: 0.0014949791627757404
Position 754: 0.0013884112777473505
Position 1700: 0.001358368928743431
Position 724: 0.0013130004934721272
Position 1646: 0.0012149755126379606
Position 758: 0.0010535737675358378
Position 839: 0.0010435221131488933
Position 578: 0.0009814501132152046
Position 935: 0.0009676004723354092
Position 1613: 0.0005242377565515656
Position 1349: 0.0004896616612860393
Position 942: 0.0004636658512140976
Position 112: 0.0004604993320051414
Position 996: 0.00038977945239309476
Position 816: 0.0003127737526672748
Position 496: 0.0003042251878614022
Position 2421: 0.0002546720719592432
Position 5568: 0.00019407347311361579
Position 2564: 0.00014951045616695842
Position 1212: 5.911730927698961e-05
Position 1345: 5.8466888681868585e-05
Position 463: 5.144887040416839e-05
Position 144: 3.516990419802975e-05
Position 1394: 3.417646581949267e-05
Position 123: 2.7338723926394895e-05
Position 620: 2.65733367351385e-05
Position 126: 2.31017772641009e-05
Position 1083: 2.1832646602054276e-05
Position 182: 1.7473868998186198e-05
Position 928: 9.860535169346134e-06
Position 1312: 8.64746518889278e-06
Position 3984: 7.479948145706464e-06
Position 1107: 6.236111519243536e-06
Position 141: 5.846131878563644e-06
Position 4312: 5.5794914643983664e-06
Position 1210: 5.307229988912258e-06
Position 1466: 5.3060056337743085e-06
Position 580: 4.577470780750539e-06
Position 1055: 4.3676236224628305e-06
Position 809: 3.958064967926213e-06
Position 652: 3.229812160468615e-06
Position 905: 3.030736563049275e-06
Position 1098: 2.6367592195899956e-06
Position 1771: 1.8201156246697831e-06
Position 2217: 1.102442333722517e-06
Position 805: 5.501381048100738e-07
Position 764: 4.162671129739433e-07
Position 239: 3.8122792336305184e-07
Position 2278: 3.611434969631448e-07
Position 756: 3.141295808909691e-07
Position 1914: 2.1491276436656394e-07
Position 1677: 1.542146319597367e-07
Position 487: 1.3745800338798598e-07
Position 1231: 2.918706291673564e-08
Position 116: 2.7392689424030513e-08
Position 571: 1.7596638103670138e-08
Position 1388: 1.3736837704419032e-08
Position 610: 6.8635890009650145e-09
Position 977: 6.663888370206679e-11
Position 841: 3.7199592222072573e-11
Position 727: 3.2110310446400895e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2127: 0.4112643859638009
Position 544: 0.39657848034405463
Position 12361: 0.19579038747765468
Position 7288: 0.19005249874936822
Position 1541: 0.14308672978845652
Position 2174: 0.13221202015362715
Position 517: 0.12705877256216766
Position 1201: 0.1238632818908588
Position 11913: 0.10385915266286455
Position 12235: 0.09445866824987796
Position 5238: 0.08194228136862362
Position 7497: 0.07577306766146172
Position 2154: 0.07511283695960214
Position 4348: 0.07018634759440681
Position 9108: 0.06926871757451211
Position 8062: 0.055278872476997885
Position 13778: 0.05488359847621386
Position 2042: 0.05067886083948595
Position 12165: 0.0379342745007871
Position 4394: 0.03581688017669954
Position 8744: 0.03449787431662715
Position 768: 0.032743531529861675
Position 1557: 0.029417870414853508
Position 6752: 0.022552572708682418
Position 991: 0.02010801518993294
Position 2490: 0.015682088384309373
Position 1157: 0.015523130586218086
Position 4928: 0.015280051033610534
Position 10229: 0.01523607581655377
Position 9129: 0.014666612620618786
Position 5708: 0.013324387090283621
Position 2132: 0.011980278724474795
Position 1127: 0.011518601222064077
Position 8274: 0.01029021538503102
Position 14981: 0.010181403841426281
Position 3821: 0.010137979417942927
Position 1986: 0.009236442230485238
Position 4419: 0.008568528319295042
Position 9525: 0.007939471872828268
Position 6075: 0.007638947425516421
Position 4544: 0.007484483533076109
Position 2603: 0.007147744415700107
Position 4144: 0.006601013407439569
Position 1885: 0.006128320520955114
Position 6797: 0.00515009808026135
Position 1908: 0.004599306676515573
Position 5258: 0.003334688192761595
Position 12104: 0.003109841114086487
Position 5294: 0.00301998547846878
Position 2740: 0.002574849789895523
Position 6699: 0.002493739120414559
Position 6851: 0.0024604542054684863
Position 4906: 0.002431289159357927
Position 6407: 0.002307997975811464
Position 5234: 0.0022084539064851695
Position 4951: 0.002162670580871199
Position 10679: 0.0021360282979621384
Position 2458: 0.0019629467221973684
Position 5733: 0.001904538362902896
Position 7924: 0.001763319876464161
Position 7989: 0.001686751111423978
Position 6457: 0.0016473695116599307
Position 9963: 0.0016463265838987287
Position 522: 0.0015568899864278245
Position 6119: 0.0014762515468846231
Position 4817: 0.0013153166996335874
Position 5668: 0.0012550789824054532
Position 1364: 0.0011250099326743116
Position 4175: 0.001029520621826455
Position 9638: 0.0009561874350411436
Position 1928: 0.0008742963954849704
Position 2071: 0.0008579574704330458
Position 1640: 0.0008547895280319106
Position 8538: 0.0008384816313204913
Position 9348: 0.0008038125714100732
Position 9104: 0.0007914078244292413
Position 1205: 0.0007646775780504017
Position 8823: 0.0007039960982246575
Position 5618: 0.000656560590051242
Position 2632: 0.0006345794880936056
Position 968: 0.000624180519037692
Position 2138: 0.0006122717539491953
Position 477: 0.0005346334102957106
Position 1203: 0.0005342343537193907
Position 965: 0.0005332023947764503
Position 5004: 0.0005133569952203395
Position 8017: 0.0004668367743678874
Position 4729: 0.0004540675797441925
Position 1438: 0.00036823891963242024
Position 1409: 0.000300117935095943
Position 4498: 0.0002498076181319956
Position 1820: 0.0002420849437170632
Position 1676: 0.00023178992465658067
Position 1029: 0.00021804237661608104
Position 3888: 0.000213700134671928
Position 2549: 0.00021093453259054618
Position 732: 0.00021091302918491294
Position 815: 0.00021090320787488516
Position 3784: 0.00020792598119358133
Position 5621: 0.00020371295046178728
Position 5394: 0.00020035613575372923
Position 1564: 0.00020017185012296372
Position 2662: 0.00018063785012805756
Position 4971: 0.00016611770923285565
Position 3067: 0.00016187256691697468
Position 4107: 0.0001361601731941826
Position 152: 0.00013081075071524686
Position 547: 0.00012955969662164477
Position 1972: 0.0001244617086178255
Position 3758: 9.880802812275495e-05
Position 3971: 9.23898910188216e-05
Position 3974: 8.746949117916938e-05
Position 824: 8.020277553596024e-05
Position 629: 7.594836295765506e-05
Position 2187: 6.819659882517163e-05
Position 797: 6.657211167418802e-05
Position 723: 6.19641278124906e-05
Position 791: 6.126203179709103e-05
Position 1616: 6.02300529785449e-05
Position 3043: 5.796067471292205e-05
Position 2508: 5.6492257625408833e-05
Position 396: 4.650004150474946e-05
Position 1179: 4.4442155809904494e-05
Position 868: 4.3261034689947954e-05
Position 1931: 3.8625629817523645e-05
Position 606: 3.6000250835723334e-05
Position 793: 3.5636949309273886e-05
