Gene = NDUFA5
index = 924
Annotated 5SS: [  481   852  7786 12645]
Annotated 3SS: [  806  7668 12578 16034]
SMsplice 5SS: [  481  7786 12645]
SMsplice 3SS: [ 7668 12578 16034]
top_k =  1000
Partition function (log Z): -6.3508428659255

Sorted 5' Splice Sites (High to Low Probability):
Position 7786: 0.9708010813113244
Position 12645: 0.9049610953364401
Position 481: 0.5721034430803856
Position 852: 0.5331232055122507
Position 4812: 0.4537724723094518
Position 4586: 0.2723724979540161
Position 10900: 0.2354108315391722
Position 5002: 0.22033666875348729
Position 1186: 0.14767978735941578
Position 6888: 0.13155731071123394
Position 631: 0.12099679881495404
Position 15882: 0.11098183614093993
Position 1475: 0.10143876887358352
Position 10472: 0.10107553197503667
Position 4445: 0.09077122208278386
Position 16153: 0.08962074059926314
Position 1221: 0.06743880826631918
Position 2371: 0.0646123064379882
Position 622: 0.04908878278383512
Position 12424: 0.044406844572585924
Position 5048: 0.0440033243425142
Position 5728: 0.03629724868009627
Position 16174: 0.03553831377979307
Position 9260: 0.031030173441947622
Position 10352: 0.030610577341895654
Position 2100: 0.02990063688034649
Position 7343: 0.029741221222671914
Position 12460: 0.028313492901236765
Position 408: 0.02660885668619551
Position 11027: 0.019581692057019835
Position 109: 0.017257412345449512
Position 4933: 0.016031935872501873
Position 4612: 0.013647507382504595
Position 9080: 0.013449267361233905
Position 10826: 0.012672439419808878
Position 1594: 0.012424264026363277
Position 11564: 0.011891455105873193
Position 12755: 0.00960621903257564
Position 9553: 0.008243868096199109
Position 970: 0.007826132656597143
Position 496: 0.007752346632278437
Position 10859: 0.0077348480077316754
Position 3918: 0.006897599951175932
Position 151: 0.006810378263358571
Position 11755: 0.00680329986308368
Position 4828: 0.006351283774787688
Position 16283: 0.005448002756544413
Position 467: 0.005328629786477573
Position 3979: 0.005125314354906576
Position 10749: 0.004725342935994358
Position 4562: 0.004661203212329359
Position 11520: 0.004364692359483351
Position 268: 0.004356556097657241
Position 8327: 0.0040409468803533815
Position 11673: 0.004013019698324078
Position 14905: 0.003996271647604861
Position 90: 0.003715520733220869
Position 14860: 0.0035448615437293873
Position 10945: 0.0035316516988163193
Position 125: 0.003270096955268501
Position 9564: 0.0032655941970429914
Position 11677: 0.0031786095623902184
Position 523: 0.0030885813423739434
Position 12633: 0.00297096831576542
Position 14617: 0.002899887381971328
Position 9096: 0.0023735640320656256
Position 16456: 0.002062346967413529
Position 433: 0.001957770295625642
Position 16439: 0.0019303918087954057
Position 4097: 0.0018556833159209612
Position 14264: 0.0018378151725401183
Position 8426: 0.0017038117368262259
Position 4575: 0.0014352289602203871
Position 14630: 0.0014238381727937168
Position 11598: 0.0013654522377462238
Position 3415: 0.0010716576065419475
Position 10870: 0.001009838664772934
Position 12796: 0.0009139663289793916
Position 15690: 0.0008522990175890621
Position 13521: 0.0007493970022457036
Position 2375: 0.0005628503367806175
Position 8759: 0.0005586385873430766
Position 10031: 0.00047585502698598855
Position 9065: 0.00039611595688188417
Position 2895: 0.00032352339567722616
Position 2350: 0.00031433517458977515
Position 517: 0.0002995056288248881
Position 10302: 0.00029029306284508553
Position 758: 0.0002671604892101329
Position 586: 0.0002256666151557065
Position 2499: 0.00021201742178479887
Position 287: 0.00019079369605261466
Position 7798: 0.00015182377901842582
Position 1906: 0.00013785117307459305
Position 14413: 0.00011741504828333863
Position 14868: 0.00010731178853063368
Position 502: 0.0001065584361992039
Position 392: 8.152291816407654e-05
Position 20: 7.794103371656954e-05
Position 188: 7.485982856908118e-05
Position 372: 7.449489900500258e-05
Position 163: 6.43013417801053e-05
Position 556: 3.7733330278791044e-05
Position 1247: 2.6004527535032798e-05
Position 692: 2.211334149924447e-05
Position 856: 1.9652826124023147e-05
Position 154: 1.9493588547235407e-05
Position 395: 1.6813266221025523e-05
Position 532: 1.610967980386314e-05
Position 927: 1.5877528270333938e-05
Position 831: 1.528563669001058e-05
Position 769: 1.2593866924831958e-05
Position 445: 1.2511595431547076e-05
Position 350: 1.1489018689888324e-05
Position 652: 1.0392130131873195e-05
Position 119: 1.0119788630052901e-05
Position 772: 9.992926227675582e-06
Position 430: 7.99494621013919e-06
Position 1242: 7.67309955402198e-06
Position 363: 7.101246669801871e-06
Position 1118: 5.99145602684908e-06
Position 469: 5.5711677867235406e-06
Position 819: 4.5008719348629025e-06
Position 833: 3.728936341866074e-06
Position 1007: 2.391269224224665e-06
Position 161: 1.811237380811245e-06
Position 638: 1.4860332145546105e-06
Position 728: 1.365274217701526e-06
Position 571: 1.3340970511795554e-06
Position 143: 1.1988641462067299e-06
Position 736: 1.1602570181980751e-06
Position 731: 1.0793732460095045e-06
Position 1018: 9.743888732375107e-07
Position 1106: 5.908835754702246e-07
Position 635: 4.313438449419597e-07
Position 380: 2.3059877095259384e-07
Position 558: 2.1222324088765443e-07
Position 321: 1.7081191797373904e-07
Position 710: 7.991777011753857e-08
Position 1440: 6.197533588192248e-08
Position 419: 5.500058572682975e-08
Position 448: 4.0819685923828355e-08
Position 437: 3.481230947834573e-08
Position 457: 3.203630751254161e-08
Position 195: 1.659497613861554e-08
Position 244: 6.303774050486296e-09
Position 790: 8.146195052415555e-10
Position 788: 8.114624639176375e-10
Position 54: 5.253140951990797e-10
Position 749: 5.048845009018006e-13
Position 1070: 8.631976757338658e-14
Position 1062: 2.5343510819628782e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 7668: 0.969825059190525
Position 12578: 0.9355092667262209
Position 16034: 0.6992832318104302
Position 4710: 0.4335704882546719
Position 4498: 0.35575601730780926
Position 10696: 0.29172993940010883
Position 747: 0.2228061801184474
Position 925: 0.13971098562150397
Position 4894: 0.13589406719720026
Position 806: 0.13071661929891687
Position 6678: 0.12634056401687513
Position 1354: 0.0979374698014174
Position 16758: 0.08854113123840335
Position 12322: 0.08079790598520134
Position 4336: 0.07584818904914675
Position 15808: 0.07333803221026405
Position 1122: 0.0652182746573331
Position 10340: 0.060741349513421236
Position 16362: 0.050038879655385796
Position 8891: 0.04497057513166433
Position 2163: 0.04376313742888564
Position 10157: 0.04303997518713419
Position 4732: 0.04107002372227742
Position 11437: 0.03796200174023836
Position 14765: 0.03298323488355848
Position 16879: 0.03125979997513998
Position 7125: 0.029741221222671914
Position 15493: 0.027410927307521298
Position 10217: 0.026964234796634224
Position 4767: 0.023767419528203874
Position 16815: 0.02129968607139236
Position 1983: 0.02026022060960901
Position 16320: 0.020015721507489138
Position 15867: 0.018799588346063344
Position 15770: 0.01856062058006802
Position 14220: 0.018355500191273674
Position 5620: 0.01817224306465073
Position 5582: 0.018125005615445534
Position 4899: 0.017635333438307903
Position 4858: 0.01495744156602437
Position 2247: 0.014601681968856148
Position 15282: 0.013510557382343162
Position 4300: 0.012170363518738432
Position 15343: 0.011758563872147588
Position 1246: 0.011176932522609923
Position 13759: 0.008784864374298143
Position 3806: 0.00856428805152562
Position 306: 0.0075874628871735565
