Gene = PM20D1
index = 1044
Annotated 5SS: [  214  2233  4793  5307  6031  6451  7442  7964  8307  9866 17520 19838]
Annotated 3SS: [ 2145  4559  5219  5899  6330  7365  7901  8227  9793 17350 19737 21373]
SMsplice 5SS: [  214  2233  5307  6451  7442  8307  9401  9866 17520 17721 19838]
SMsplice 3SS: [ 2145  5219  6330  7365  8227  9332  9793 17433 17605 19737 20027]
top_k =  1000
Partition function (log Z): 11.247203066510089

Sorted 5' Splice Sites (High to Low Probability):
Position 9866: 0.9955025059651381
Position 6451: 0.9668688736221619
Position 17520: 0.9519357484828169
Position 19838: 0.9352400050843198
Position 7442: 0.927164236807298
Position 8307: 0.8688160355852058
Position 9401: 0.8259308452127192
Position 2233: 0.7977378130967623
Position 5307: 0.7886725550351618
Position 17721: 0.7419575307035771
Position 214: 0.6525532180815721
Position 13229: 0.4550035613049482
Position 4715: 0.42208496975182996
Position 56: 0.3335781784224949
Position 19371: 0.29481606992086595
Position 20285: 0.27383613523073685
Position 6031: 0.20104976639469122
Position 19307: 0.17204657932065703
Position 18189: 0.15312656314479076
Position 7964: 0.12410806148288378
Position 21282: 0.12335892457373536
Position 9405: 0.09196133431003264
Position 20101: 0.08146993634765863
Position 12708: 0.0802415288950777
Position 10574: 0.07485166959807334
Position 21291: 0.06921224345604159
Position 21278: 0.06272542385377852
Position 9009: 0.05049448759714856
Position 2258: 0.047330409934239745
Position 7512: 0.04411471666618489
Position 5351: 0.03828447539979234
Position 8563: 0.03686392471885027
Position 19435: 0.03410788925619793
Position 19045: 0.029689370158724884
Position 19864: 0.027367699159251954
Position 9581: 0.02281868139718244
Position 5165: 0.02190271486414829
Position 19498: 0.01929412456625302
Position 4793: 0.01852147022389802
Position 1557: 0.018453420676593477
Position 1548: 0.01755638967498235
Position 19851: 0.015647384901077806
Position 19108: 0.01489366966970329
Position 426: 0.014849838439436203
Position 7243: 0.012115829524078024
Position 5711: 0.011175974858966911
Position 5039: 0.011041082725389558
Position 17680: 0.01002621955293636
Position 15: 0.009632529993703644
Position 4883: 0.00887531050189082
Position 3055: 0.008874851932778824
Position 19142: 0.008116437417509304
Position 21494: 0.008047435719783677
Position 4870: 0.007496899022536401
Position 7232: 0.007308496529953535
Position 8158: 0.006591816917651394
Position 7500: 0.006057909600599974
Position 251: 0.005864335481842941
Position 5065: 0.005775944046968618
