Gene = FAM205C
index = 531
Annotated 5SS: [ 144  684 1282 3064]
Annotated 3SS: [ 637 1220 2569 6086]
SMsplice 5SS: [ 454 1282 2677]
SMsplice 3SS: [1220 2569 3539]
top_k =  1000
Partition function (log Z): -6.0592646831979105

Sorted 5' Splice Sites (High to Low Probability):
Position 1282: 0.8945824744025807
Position 2677: 0.8135052280424541
Position 454: 0.6355656696182166
Position 720: 0.44652873931714887
Position 144: 0.42562542715424795
Position 684: 0.21344556653105215
Position 4775: 0.12414026652174769
Position 3064: 0.11232291800642254
Position 3938: 0.0936450868331597
Position 1079: 0.08359020709395491
Position 1322: 0.05068979110727312
Position 775: 0.03519833002783654
Position 4308: 0.021416418185837286
Position 5280: 0.019442276107144385
Position 1055: 0.018076912139671057
Position 120: 0.012360920677846462
Position 724: 0.010528566345382954
Position 5791: 0.00810625720375172
Position 1829: 0.004099125040613531
Position 3199: 0.003576159485777635
Position 4866: 0.0031903919536636852
Position 1907: 0.0029786450416740945
Position 1965: 0.0029019126893245592
Position 2964: 0.002447644054687588
Position 3205: 0.0023173376010653004
Position 729: 0.0020580530214655895
Position 1034: 0.001447745105066888
Position 280: 0.001325847472730513
Position 2879: 0.0012800878707090251
Position 2199: 0.0012515220903444515
Position 422: 0.0011614520583979177
Position 490: 0.0011331972262139745
Position 2340: 0.001102801761278853
Position 1097: 0.0008722191166028154
Position 90: 0.0007291273044268834
Position 1352: 0.0005428337911132904
Position 1128: 0.00044264049523008313
Position 1609: 0.0004249004147670976
Position 1084: 0.0004144225901012248
Position 523: 0.0003336964625364226
Position 436: 0.0003290176094377458
Position 3662: 0.00023987684263630397
Position 799: 0.00023555163227927348
Position 2440: 0.00022527642874714323
Position 292: 0.00019993661120621742
Position 177: 0.0001318389047853495
Position 1072: 0.00010894284329094458
Position 448: 9.503008403575531e-05
Position 2057: 7.813977193896023e-05
Position 1897: 7.66356949056981e-05
Position 2231: 7.207687132814593e-05
Position 1788: 6.365070112738136e-05
Position 392: 2.7482719304872652e-05
Position 458: 2.6646678203931774e-05
Position 1107: 2.633227375284474e-05
Position 1121: 1.7906529624124658e-05
Position 243: 1.6681741620413428e-05
Position 1028: 1.2521758666697533e-05
Position 568: 1.0887031430052052e-05
Position 30: 1.049578068981508e-05
Position 1003: 1.0114516532027774e-05
Position 839: 7.47951603292438e-06
Position 920: 5.373447209164746e-06
Position 560: 4.530860140094692e-06
Position 600: 4.333073285575874e-06
Position 23: 3.5916161202757046e-06
Position 661: 2.7210712551841777e-06
Position 136: 2.7068258929602617e-06
Position 962: 2.4107894779689596e-06
Position 1252: 1.7902025967446683e-06
Position 3266: 1.6525613854538234e-06
Position 214: 1.61775458193892e-06
Position 1415: 1.5202416339101058e-06
Position 379: 5.97319335478234e-07
Position 362: 3.457732295956109e-07
Position 3181: 3.357714879282013e-07
Position 1302: 2.747777014859836e-07
Position 1617: 1.6341146414065098e-07
Position 1867: 5.3072832603895416e-08
Position 18: 5.129936528986659e-08
Position 1326: 4.009230868085806e-08
Position 573: 1.4806499852863282e-08
Position 695: 1.5305827125709425e-09
Position 689: 7.958583872957663e-10
Position 602: 2.1544050475647473e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1220: 0.7157619092937824
Position 2569: 0.6777964693761772
Position 584: 0.371568172224882
Position 637: 0.23654407879652858
Position 4685: 0.21417530722714426
Position 3539: 0.21009582890952821
Position 1185: 0.18566675920266787
Position 2573: 0.11620768135046843
Position 3805: 0.10105864358488043
Position 5113: 0.09848371735387314
Position 6190: 0.0871353354946725
Position 5678: 0.08141054379701551
Position 224: 0.07679631832045881
Position 240: 0.07179982684656962
Position 3829: 0.06043377754617709
