Gene = SSC4D
index = 1338
Annotated 5SS: [  282  5389  8688  9410 10976 12178 14443 15866 16291 17732]
Annotated 3SS: [ 5189  8651  9103 10897 11862 14364 15790 15978 17653 19319]
SMsplice 5SS: [  282  6621 10976 12178 14443 15866 16291 17732]
SMsplice 3SS: [ 6489 10897 11996 14364 15737 15978 17653 19319]
top_k =  1000
Partition function (log Z): 9.63459778170899

Sorted 5' Splice Sites (High to Low Probability):
Position 15866: 0.9950430145832926
Position 282: 0.9811483712313865
Position 6621: 0.9333506065224274
Position 17732: 0.8478915119385285
Position 12178: 0.7080957086574646
Position 16291: 0.6886848231901289
Position 10976: 0.6706375839708796
Position 9410: 0.6479064030779516
Position 14443: 0.4978735351220348
Position 8733: 0.4397051980155634
Position 66: 0.3471000855751305
Position 10980: 0.29678522231350807
Position 1486: 0.2926178717241214
Position 8688: 0.25028713657560814
Position 14473: 0.24213185023635436
Position 5389: 0.20914202526592648
Position 12215: 0.18915399270231642
Position 17949: 0.18478886648945061
Position 16309: 0.1666090383858087
Position 5318: 0.12241476260436154
Position 11883: 0.08757310766716779
Position 14479: 0.08680242551315581
Position 14657: 0.08015424553762836
Position 13512: 0.07185101891348794
Position 14484: 0.06939719037737836
Position 702: 0.056994211913182304
Position 19387: 0.05377619480787392
Position 5586: 0.05259292502725791
Position 4265: 0.04960934579821294
Position 9641: 0.0454293192632478
Position 14575: 0.03996472340302983
Position 14760: 0.03891446071200482
Position 9214: 0.037172880102586264
Position 16009: 0.03587340294419901
Position 7703: 0.03425378797056239
Position 17911: 0.033387447343627676
Position 11863: 0.030726204658831854
Position 4283: 0.028953348203411507
Position 8554: 0.028676070820422124
Position 11580: 0.026131287699101127
Position 18364: 0.02275788245037451
Position 11752: 0.019383086057176792
Position 14579: 0.01862850915715227
Position 16514: 0.018449799105994875
Position 1368: 0.01789172689642206
Position 999: 0.017670725074369256
Position 13255: 0.01356268599094345
Position 9498: 0.013198944630747386
Position 14488: 0.012684331701672888
Position 12386: 0.010335812426030414
Position 8881: 0.009764184894634124
Position 7870: 0.008515830890239027
Position 755: 0.007884854829579553
Position 11874: 0.007496829231063189
Position 16556: 0.006749973076803391
Position 11804: 0.0064051888011908914
Position 10452: 0.005827164218568892
Position 1870: 0.005817516233392916
Position 12537: 0.005687243905418354
Position 16188: 0.005273432660677061
Position 15996: 0.00489304195587038
Position 11985: 0.004781154180310412
Position 11526: 0.0040911830907517654
Position 11662: 0.0038641795385544546
Position 12130: 0.003703012538351188
Position 14644: 0.0036014016873657418
Position 17407: 0.003228656041448633
Position 17756: 0.0031561215444548207
Position 16061: 0.0031293832702741376
Position 6877: 0.002982072094569697
Position 604: 0.002841055501966783
Position 16032: 0.0028199248447726578
Position 22: 0.0023706384384110605
Position 17736: 0.002333241469637787
Position 17462: 0.002310402368069664
Position 10356: 0.0019680752966773603
Position 11590: 0.001937352498194111
Position 321: 0.0019144967139803893
Position 10991: 0.001745303427975609
Position 8989: 0.0016566377350115459
Position 840: 0.0016491708769512561
Position 3179: 0.0013301408641352072
Position 15905: 0.0012058940703252889
Position 12572: 0.0011762682410319343
Position 11315: 0.0010718416851475496
Position 13485: 0.0010050482680403765
Position 4751: 0.0009676388968562481
Position 4086: 0.0009603140545268754
Position 14683: 0.0009591759396261992
Position 13370: 0.0009218520405334712
Position 10438: 0.0009051605205423489
Position 13770: 0.0008476543398053071
Position 11946: 0.0008139365257972032
Position 9342: 0.000802778309641854
Position 9115: 0.0007978048858937623
Position 10010: 0.0007881874105805886
Position 580: 0.0007824791514314726
Position 12689: 0.0007374693130251482
Position 4315: 0.0007373133089701445
Position 3136: 0.0006875860379247181
Position 6950: 0.000662858668500622
Position 11192: 0.0006476988894077641
Position 6579: 0.0006429372617145941
Position 4558: 0.0006365371119444221
Position 523: 0.0006074814725560943
Position 8583: 0.0005317742549275576
Position 7088: 0.0005301604710208015
Position 12935: 0.0005262613308780332
Position 17271: 0.0004858364436709802
