Gene = STRA8
index = 1350
Annotated 5SS: [   60  8738 10878 11432 13351 14724 19891 23247]
Annotated 3SS: [ 8539 10801 11346 13323 14437 19816 23134 26438]
SMsplice 5SS: [   60  1925  8738 10878 11432 14438 14724 19891 23247]
SMsplice 3SS: [ 1840  8539 10801 11346 14264 14549 19816 23134 26438]
top_k =  1000
Partition function (log Z): 6.593971245534634

Sorted 5' Splice Sites (High to Low Probability):
Position 14724: 0.9776968966218738
Position 23247: 0.946934311184443
Position 11432: 0.9235946137429906
Position 8738: 0.9092476021094137
Position 19891: 0.80336838197168
Position 1925: 0.7906704383795939
Position 10878: 0.7790538166834475
Position 60: 0.7442355442347092
Position 283: 0.595844426711202
Position 14438: 0.527843958520958
Position 1643: 0.40369351799044706
Position 13496: 0.38575422421671623
Position 24540: 0.31407697567548526
Position 22981: 0.25295221332128426
Position 1521: 0.239477519200852
Position 13549: 0.20623723006558076
Position 19171: 0.2061408996802977
Position 18889: 0.19400724954719362
Position 19710: 0.17542169008613664
Position 15514: 0.17319806832483503
Position 23968: 0.17234979175930656
Position 19992: 0.14717883955913286
Position 14323: 0.14268874073313967
Position 22139: 0.10180293433378794
Position 24192: 0.08038481464548268
Position 2609: 0.07984708269993976
Position 12960: 0.07503546895012497
Position 11964: 0.06936285749169267
Position 18680: 0.06066896004355698
Position 23005: 0.05696324187159102
Position 12583: 0.04756658505891496
Position 1958: 0.042718024666521345
Position 14071: 0.041112482934113966
Position 11954: 0.03933755153688784
Position 23799: 0.03932683016890215
Position 302: 0.033436100750212444
Position 25216: 0.03127390073897107
Position 14410: 0.029261974334472963
Position 23238: 0.0278189440998847
Position 18012: 0.027602591440797377
Position 17246: 0.02746726435750272
Position 7859: 0.025544900471853635
Position 19957: 0.02550199044001202
Position 8963: 0.02405348210717286
Position 5583: 0.02131679235426911
Position 18295: 0.020475972197183317
Position 18742: 0.018766499966271662
Position 18732: 0.016404725564142256
Position 25983: 0.015488149197283306
Position 22392: 0.014191328689147714
Position 8202: 0.011839347730148362
Position 24521: 0.011514672788905878
Position 10594: 0.011482083117005023
Position 18612: 0.010023672295237334
Position 12357: 0.009878407093902574
Position 2795: 0.009761817607234958
Position 8442: 0.00965138694778948
Position 13563: 0.009566110118834561
Position 18211: 0.009532217565337942
Position 2867: 0.00915706003189647
Position 5700: 0.00867352793137666
Position 19967: 0.008207826144615007
Position 4723: 0.007914174998225186
Position 19129: 0.007773094055063072
Position 783: 0.007766740131824619
Position 21861: 0.006562264552612092
Position 3741: 0.006150548799172228
Position 24595: 0.005797780756752469
Position 2835: 0.00526066547585672
Position 22971: 0.004944642438714723
Position 23750: 0.004763869659399501
Position 25245: 0.004425824024061239
Position 25787: 0.004374047638838672
Position 17241: 0.004187647025090194
Position 4402: 0.004032843087885912
Position 22396: 0.0038921033475895366
Position 6952: 0.0036734737479645185
Position 4714: 0.0032960562056933303
Position 7397: 0.0032498387422981393
Position 23561: 0.003085243917543043
Position 5732: 0.002939493058998322
Position 26327: 0.002857191334156341
Position 20917: 0.0028467636249118445
Position 26020: 0.0028371493681301
Position 19511: 0.002742557907704767
Position 16437: 0.002353877505314982
Position 20744: 0.0023446057418633265
Position 13629: 0.0022578538508694042
Position 19863: 0.0021895421795428954
