Gene = SAXO1
index = 1226
Annotated 5SS: [  318 82431 91552]
Annotated 3SS: [ 82250  91348 104132]
SMsplice 5SS: [  318  6081  7652 22962 82431 84538 91552 92501]
SMsplice 3SS: [  6008   7460  22813  82250  84326  91348  92398 104132]
top_k =  1000
Partition function (log Z): -47.57223371600979

Sorted 5' Splice Sites (High to Low Probability):
Position 318: 0.9856422873704244
Position 6081: 0.7054526456493765
Position 7652: 0.42841014878369355
Position 3809: 0.3645725076773987
Position 4610: 0.27117754715195086
Position 7578: 0.14068320164521106
Position 1186: 0.06528935558244861
Position 4605: 0.042964813183286515
Position 2608: 0.035612873167839856
Position 10755: 0.03014468466216672
Position 11774: 0.019489652304340924
Position 5942: 0.018931089942903843
Position 7553: 0.016795492415683327
Position 1182: 0.016486499162957982
Position 8865: 0.01356103012874282
Position 1165: 0.012459175980847972
Position 4180: 0.012298475610970104
Position 3339: 0.012160916315730259
Position 8914: 0.010634291454247003
Position 2361: 0.009798500140434836
Position 12089: 0.009315833893887612
Position 12137: 0.007955952324690242
Position 6418: 0.007787794780390559
Position 7672: 0.0062870312522662385
Position 2406: 0.006004876739915508
Position 1196: 0.005508224944348935
Position 8347: 0.004757963994225656
Position 417: 0.004681361538858038
Position 323: 0.004192960964269809
Position 11826: 0.0036684991865383984
Position 38: 0.003423927477885402
Position 884: 0.00282176869949834
Position 1101: 0.0027294477580146093
Position 751: 0.002387700778053149
Position 5802: 0.0021514235890157294
Position 3185: 0.0020937546647663507
Position 935: 0.0017438525144396833
Position 4107: 0.0016069586858424207
Position 2744: 0.001506951299142154
Position 3058: 0.0014481473819374405
Position 6662: 0.0012352603756287416
Position 1460: 0.001158229917146388
Position 208: 0.0008298326710427879
Position 5220: 0.0007811533219369581
Position 7550: 0.0007315457987763644
Position 5615: 0.0006268339027134385
Position 7025: 0.0005937518668700539
Position 421: 0.0005701461253887685
Position 5127: 0.0005089166848632224
Position 6211: 0.00047810027585259946
Position 2379: 0.0004503743896423866
Position 157: 0.0003599803381304378
Position 4053: 0.00032277845144515526
Position 2018: 0.0002983665198218877
Position 5356: 0.00027824774240058135
Position 1171: 0.00024022571074854232
Position 1515: 0.00023613944214397964
Position 6289: 0.000216467089708069
Position 1273: 0.00020653379590420193
Position 4676: 0.00020169951123202796
Position 6240: 0.00017035553487940888
Position 3369: 0.0001543390496861444
Position 3330: 0.00014499060570382326
Position 8260: 0.00013829142177275322
Position 1116: 0.00012241219726427161
Position 6420: 0.0001082692582562565
Position 43: 4.221267828986131e-05
Position 878: 4.069304586298492e-05
Position 5949: 2.4879636709809988e-05
Position 2045: 1.3597388453657916e-05
Position 669: 1.1918383149373084e-05
Position 7517: 1.0566589614097228e-05
Position 1218: 1.0466708653657888e-05
Position 834: 9.445718163597701e-06
Position 1846: 8.40293834817605e-06
Position 610: 6.02944577681534e-06
Position 1058: 5.493661096859296e-06
Position 2061: 4.628501134094552e-06
Position 554: 4.477155222743941e-06
Position 640: 4.176879435303491e-06
Position 2307: 3.667185282242497e-06
Position 257: 2.304214770447105e-06
Position 492: 1.9735521880949844e-06
Position 291: 1.8699020663334707e-06
Position 211: 1.3342746410125447e-06
Position 694: 1.2888829121595985e-06
Position 217: 1.1909562595627816e-06
Position 299: 1.1756109768292281e-06
Position 744: 1.0900669614119135e-06
Position 26: 9.26328065657872e-07
Position 757: 8.080817628572063e-07
Position 306: 5.346632060879072e-07
Position 887: 4.640381020046355e-07
Position 567: 4.445748357555934e-07
Position 1710: 4.396185136738416e-07
Position 62: 2.513668400911357e-07
Position 504: 2.51230081989814e-07
Position 996: 2.3510973723653474e-07
Position 867: 2.3391281709998891e-07
Position 697: 1.805696846299611e-07
Position 608: 1.4544533254569955e-07
Position 1020: 1.2890549956266613e-07
Position 912: 9.328972801637953e-08
Position 358: 6.255645205571345e-08
Position 1050: 4.2410488225254903e-08
Position 525: 1.8356434984542756e-08
Position 735: 1.632515708129124e-08
Position 778: 1.0081791781485347e-08
Position 225: 9.500577836717283e-09
Position 578: 8.748368696579744e-09
Position 471: 3.0446195586284964e-09
Position 31: 2.961433015976437e-09
Position 194: 2.81826172407822e-09
Position 783: 8.910030432442281e-10
Position 456: 5.584677157964553e-13
Position 425: 2.6556774618505015e-13
Position 458: 2.0234932119008966e-13
Position 510: 4.1445592774389945e-16
Position 468: 1.2838980107625347e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 7460: 0.6356763420815105
Position 6008: 0.5895640968739242
Position 3705: 0.3545331044035391
Position 4502: 0.2587108024697607
Position 13467: 0.21418871726863725
Position 18072: 0.13489910429986585
Position 8949: 0.10222653231207265
Position 16554: 0.06426577943468634
Position 986: 0.06366109284593734
Position 11658: 0.05909270219757199
Position 11956: 0.05742405245512123
Position 15023: 0.0476039508945088
Position 5897: 0.04550334267915237
Position 8172: 0.040129098211254426
Position 7501: 0.03955926928993327
Position 10628: 0.036198163178149736
Position 8804: 0.032376812970900594
Position 2497: 0.030836910297981593
Position 4406: 0.03083156170966636
Position 11071: 0.02864000382587247
Position 5677: 0.022691760625791937
Position 5941: 0.022047491731709085
Position 6003: 0.02164236585017368
Position 854: 0.02037861481485543
Position 13463: 0.01800827366638216
Position 5965: 0.017227472936708288
Position 14081: 0.016854521792549055
Position 2277: 0.016089820481307734
Position 15810: 0.014277992539735536
Position 4066: 0.014264848777651475
Position 4456: 0.013774232403132287
Position 9420: 0.012615558710996145
Position 6170: 0.01245928737438409
Position 11355: 0.01236175258660449
Position 11996: 0.00879814819219867
Position 9242: 0.008586347127422683
Position 7908: 0.008373837724001059
Position 11331: 0.007888778472578947
Position 3260: 0.007871129225621037
Position 1096: 0.007864020670679692
Position 15831: 0.005919914063964055
Position 7787: 0.005845720527990232
Position 4535: 0.005841896630074634
Position 7482: 0.00550038035316282
Position 6203: 0.005394396039023041
Position 8208: 0.00538984711521705
Position 3676: 0.005194774892407178
Position 12977: 0.004273904089573476
Position 7967: 0.00392831911762934
Position 14652: 0.0037368235467833393
Position 10335: 0.003606932438170001
Position 5980: 0.003592958490255681
Position 8346: 0.0035673909430426823
Position 1115: 0.003537719458357238
Position 1016: 0.0032105978068678225
Position 6584: 0.003195599974100975
Position 3664: 0.002920788113377783
Position 1157: 0.0027370325406069827
Position 6767: 0.002536764813347183
Position 5638: 0.002513635353258463
Position 991: 0.00248730619408913
Position 11307: 0.0022661095880636573
Position 6308: 0.0022522719560979453
Position 7772: 0.002212663760599429
Position 9216: 0.0021927691642304034
Position 2444: 0.0021663156387305145
Position 5912: 0.002152279294799486
Position 4568: 0.0020729957776628918
Position 8954: 0.0018356164208628255
Position 3309: 0.0018038668445685792
Position 2521: 0.0017394699531603293
Position 13116: 0.0017126274190385287
Position 2246: 0.0016635056339501346
Position 2902: 0.001548579088346137
Position 7964: 0.0015157990550719984
Position 2299: 0.0013701786073863095
Position 12378: 0.00136757623029746
Position 817: 0.001367173541492342
Position 3118: 0.0012065829824516015
Position 3081: 0.0011816142263828457
Position 7544: 0.0011741227168212869
Position 3944: 0.0011135680267599193
Position 4599: 0.0010800712572634134
Position 3995: 0.0010755459474634207
Position 781: 0.0010605455353926221
Position 3236: 0.0010380846741793084
Position 3631: 0.0010104099158441298
