Gene = IBA57
index = 672
Annotated 5SS: [ 343 9215]
Annotated 3SS: [8876 9306]
SMsplice 5SS: [ 343 9215]
SMsplice 3SS: [ 8876 15366]
top_k =  1000
Partition function (log Z): -9.15256974089516

Sorted 5' Splice Sites (High to Low Probability):
Position 343: 0.8910621748052312
Position 9215: 0.8279569257554116
Position 3017: 0.4563387317237974
Position 9522: 0.13265328440295482
Position 8247: 0.092047076353106
Position 15445: 0.09137232354784217
Position 15489: 0.07816517064325275
Position 182: 0.06634096572322616
Position 85: 0.06499937521793894
Position 2593: 0.05490343435483698
Position 2820: 0.048367837960751794
Position 926: 0.04527757903806384
Position 7704: 0.04425086592519661
Position 5535: 0.036281353469235875
Position 14975: 0.03567235812465024
Position 8185: 0.03356783433075102
Position 8980: 0.03349420926064287
Position 14977: 0.0316214822586594
Position 1300: 0.03130175264998559
Position 7113: 0.027966751644375443
Position 7893: 0.027657345771399815
Position 5332: 0.024979326464160612
Position 9476: 0.02372453457722947
Position 8077: 0.02291735700399202
Position 1061: 0.017917599518612295
Position 13696: 0.01545581304985799
Position 5272: 0.014763723838682248
Position 8282: 0.013942283802203845
Position 3012: 0.012954785124341506
Position 7569: 0.012493911625544701
Position 3173: 0.01246594540816172
Position 13179: 0.01073188502594656
Position 8057: 0.009413030823163901
Position 5661: 0.009177726202501643
Position 13164: 0.00831808699671936
Position 9384: 0.007348759142717853
Position 5507: 0.0071491326101513425
Position 3370: 0.007076362107246867
Position 1019: 0.007032880374183748
Position 337: 0.006876420470567939
Position 5254: 0.006530217551708016
Position 10077: 0.006190121618406517
Position 7332: 0.006089265193599835
Position 1459: 0.005717702025882931
Position 5225: 0.005484299001896264
Position 1142: 0.005403591454937165
Position 906: 0.00462165867883853
Position 3779: 0.0036553695217960694
Position 2864: 0.003641264072307381
Position 9012: 0.0033998399332318134
Position 8164: 0.0032501660633764877
Position 1685: 0.002871791432847224
Position 698: 0.0024897398399405303
Position 1285: 0.002442385203346789
Position 1820: 0.002333135319149859
Position 9514: 0.002289949845458677
Position 7327: 0.0021219801906777786
Position 5258: 0.0018773369103475815
Position 9554: 0.0018618823162692203
Position 8986: 0.0016810940747352433
Position 3143: 0.0016256373002195156
Position 5680: 0.0013097592290460946
Position 2519: 0.0012505195851988942
Position 3184: 0.0007481192531932369
Position 3221: 0.0006851513609542841
Position 9157: 0.0006693865044011438
Position 9019: 0.0006120992969883335
Position 1526: 0.0005353168479500402
Position 9010: 0.0004801180339420549
Position 492: 0.00043409046223816933
Position 2765: 0.00041309726792366575
Position 807: 0.0003545976117436426
Position 2805: 0.0003362353477019541
Position 5295: 0.00032729713095134796
Position 2833: 0.00030091762420374836
Position 53: 0.0002892639186933498
Position 450: 0.00028488849283169154
Position 10745: 0.0002544168226233074
Position 2556: 0.0002531599616647934
Position 2466: 0.00024618372116379304
Position 9221: 0.00023102027782952427
Position 713: 0.00021091628451737208
Position 9226: 0.00019053836987335503
Position 2401: 0.0001897608952444506
Position 1005: 0.00018962226093839637
Position 1778: 0.00017358252277030795
Position 305: 0.00016876734159619245
Position 2799: 0.0001408785771068386
Position 910: 0.00010828789638865643
Position 2474: 9.840034946728583e-05
Position 1304: 8.360452587276156e-05
Position 2647: 8.189180015409335e-05
Position 2706: 8.163750063515527e-05
Position 496: 3.943226913131241e-05
Position 520: 3.601658337612323e-05
Position 633: 2.6358686500732306e-05
Position 755: 2.4882287534725115e-05
Position 117: 2.2222437632356252e-05
Position 725: 1.630532357464145e-05
Position 846: 1.1467856469751962e-05
Position 1280: 1.0031936794497682e-05
Position 1137: 9.574815302051608e-06
Position 2563: 7.963481563149801e-06
Position 1201: 7.407649806534556e-06
Position 1822: 6.837025807578768e-06
Position 2451: 6.100693335947455e-06
Position 1345: 5.891805024315719e-06
Position 955: 4.952636737918303e-06
Position 915: 4.394235232901797e-06
Position 861: 4.3018806216582905e-06
Position 820: 3.702423056587736e-06
Position 246: 3.1315556159955765e-06
Position 773: 2.0609735452729647e-06
Position 1095: 1.66315963364177e-06
Position 844: 6.634513089687519e-07
Position 1087: 5.703291034321747e-07
Position 889: 5.7011432498753e-07
Position 351: 4.224836709322169e-07
Position 111: 3.315034027409515e-07
Position 1480: 2.9022551712176757e-07
Position 836: 2.811439974755765e-07
Position 443: 2.6105223170004416e-07
Position 804: 2.0280814250501008e-07
Position 794: 2.0240574219245992e-07
Position 1089: 2.0234504489681612e-07
Position 2937: 1.7655067489136928e-07
Position 1366: 1.7427630272312156e-07
Position 1199: 1.695148321462413e-07
Position 690: 1.3760222954479148e-07
Position 1010: 1.1826857910630385e-07
Position 1441: 1.0586076248783145e-07
Position 388: 8.606066443189122e-08
Position 478: 7.740804493301184e-08
Position 784: 3.7721762209158814e-08
Position 1161: 3.647763079654942e-08
Position 1163: 2.9700091901773484e-08
Position 786: 1.433455679922355e-08
Position 186: 1.1972825168653549e-08
Position 834: 2.69720895874472e-09
Position 882: 2.569600386089819e-09
Position 825: 2.286401859821922e-09
Position 329: 1.0356965392574637e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 8876: 0.9069732894247888
Position 15366: 0.6565871691602656
Position 2922: 0.4127664821054915
Position 9306: 0.35425141633458457
Position 14858: 0.09762550368020843
Position 2675: 0.08814441394371116
Position 7986: 0.08635801847737712
Position 8100: 0.06466187800660561
Position 7493: 0.05749226663124831
Position 857: 0.04965262451008803
Position 5376: 0.047393163870484915
Position 7848: 0.042878914552446024
Position 15653: 0.04152164283809552
Position 15744: 0.04029609073378334
Position 5125: 0.038239606528035465
Position 15772: 0.03264932576965107
Position 13577: 0.032142430622460964
Position 16269: 0.03157873046820299
Position 215: 0.02841318268480321
Position 2342: 0.025747322955737246
Position 745: 0.025560976015040045
Position 13056: 0.024681651290748754
Position 1101: 0.021231673838999387
Position 2431: 0.016788412560804447
Position 8163: 0.016729359886895143
Position 6911: 0.015695186063979252
Position 5200: 0.015067105889128796
Position 2927: 0.014586820376928775
Position 3118: 0.011939771465862175
Position 1173: 0.01139980750867403
Position 15632: 0.009522170843640869
Position 7239: 0.008671694700799489
Position 6939: 0.007943780664843775
Position 2827: 0.007862660456556985
Position 15911: 0.007573730639323621
Position 5575: 0.0068995187460460135
Position 16168: 0.006395802898397506
Position 9920: 0.006344999329931194
Position 2261: 0.006281522895151731
Position 969: 0.006199031286655645
Position 12309: 0.006029954934479382
Position 6942: 0.005656272177684185
Position 11165: 0.005162093167128338
Position 2819: 0.004933628075266739
