Gene = XRCC4
index = 1579
Annotated 5SS: [    89  27532  33677 118410 126181 127395 181151]
Annotated 3SS: [ 27382  33500 118242 126024 127287 181002 275597]
SMsplice 5SS: [    89  27532  31240  31636  33296  33677  65140  81518  82138 106520
 118410 127395 133229 175278 181151 214315 215427 255122]
SMsplice 3SS: [ 27382  31157  31491  33174  33500  65011  81386  82035 106427 118242
 127287 133152 175139 181002 214225 215311 255019 275597]
top_k =  1000
Partition function (log Z): -124.12543483420296

Sorted 5' Splice Sites (High to Low Probability):
Position 89: 0.9818848055073085
Position 609: 0.3401610383288028
Position 6406: 0.242645761062265
Position 963: 0.11406691421101489
Position 3379: 0.10015134365569736
Position 1808: 0.07392665874423748
Position 1535: 0.048239688445916744
Position 294: 0.021876412288549196
Position 6816: 0.01659260987483903
Position 539: 0.012265602183158792
Position 1293: 0.007218714420244065
Position 4927: 0.006986974362343362
Position 7562: 0.006408458729662263
Position 703: 0.0056850679006359974
Position 560: 0.004463706119321503
Position 136: 0.004022590914741924
Position 972: 0.0029231666008757745
Position 6716: 0.0021798703173669135
Position 1268: 0.0019370939223113941
Position 2787: 0.0013763646788824359
Position 808: 0.0010756322154938565
Position 102: 0.0010435514166447506
Position 1463: 0.000493581388985402
Position 417: 0.0004629944347567156
Position 228: 0.00044139938436820115
Position 403: 0.00031438824549751996
Position 1241: 0.00029039607316389866
Position 484: 0.00023830080161649274
Position 73: 0.00023024054920719818
Position 2385: 0.00021760681820673036
Position 940: 0.00020391512661461082
Position 427: 0.00014243832117315954
Position 273: 0.00012768039381039144
Position 379: 0.00012694766222927056
Position 661: 9.59116612515517e-05
Position 3127: 8.521043232962801e-05
Position 708: 5.850785058340335e-05
Position 251: 5.459957681348248e-05
Position 785: 5.3349216447062835e-05
Position 491: 5.209612335639921e-05
Position 1546: 5.114151055237382e-05
Position 422: 3.523206775077231e-05
Position 1096: 3.2341612917890494e-05
Position 383: 2.5012161231634293e-05
Position 1501: 2.3239980954287986e-05
Position 3196: 1.574553956048256e-05
Position 319: 9.086186117201e-06
Position 868: 8.450354072617323e-06
Position 1471: 8.104572517781175e-06
Position 5: 7.748134921164774e-06
Position 667: 6.886140483197971e-06
Position 664: 6.318730601854008e-06
Position 2505: 4.354747712203713e-06
Position 78: 3.2115168099703554e-06
Position 303: 2.938197315989167e-06
Position 583: 2.425840603725677e-06
Position 522: 1.983866781032377e-06
Position 773: 1.7636800563053412e-06
Position 386: 1.739930081834603e-06
Position 327: 9.982848181732392e-07
Position 859: 9.722688452620222e-07
Position 875: 8.646238476897898e-07
Position 42: 2.968751584126771e-07
Position 141: 2.627276322764535e-07
Position 377: 2.5441224132617824e-07
Position 557: 1.1281848035363925e-07
Position 2124: 1.0263399483917888e-07
Position 175: 9.778063485281116e-08
Position 1826: 7.278010453401303e-08
Position 788: 7.179670185161805e-08
Position 823: 5.152845295177006e-08
Position 24: 1.789174520972322e-08
Position 1794: 9.251876269711443e-09
Position 1683: 5.373179102092359e-09
Position 434: 4.641960006073579e-09
Position 873: 2.6554794844158555e-09
Position 1805: 1.868080718557238e-09
Position 420: 5.551786570352058e-10
Position 495: 4.2473248524308584e-10
Position 54: 8.383564077707597e-12
Position 1781: 5.98992803681414e-12
Position 461: 5.582244124762831e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 477: 0.34001107496679966
Position 16536: 0.2629736362600026
Position 6349: 0.190280458395762
Position 7243: 0.1403267105018154
Position 16506: 0.08727078511328099
Position 1648: 0.08380801244088
Position 702: 0.0801397274052866
Position 1381: 0.06392956332565276
Position 3210: 0.05745459399108412
Position 888: 0.049526330087154125
Position 1878: 0.040640602179163196
Position 196: 0.037708425660783494
Position 6197: 0.030214826944860943
Position 11894: 0.027706975886100063
Position 6493: 0.02609751016059823
Position 6319: 0.024531863169471826
Position 16980: 0.024379160150288175
Position 5385: 0.023066364022598793
Position 7970: 0.0230604086585836
Position 17196: 0.022534961033155776
Position 7525: 0.02234075295337957
Position 3125: 0.017519709406783414
Position 5870: 0.017114830357544155
Position 3243: 0.01519775274187268
Position 7681: 0.013926770723277367
Position 3095: 0.01192901404086583
Position 11057: 0.011556812199288875
Position 11342: 0.011531951529634817
Position 14777: 0.011423477437560697
Position 505: 0.011165481129001353
Position 7632: 0.009859460299947448
Position 2026: 0.00838446883982417
Position 14340: 0.007928024518772883
Position 14696: 0.007838973062116134
Position 10850: 0.00758159260667425
Position 451: 0.007291113584556637
Position 6682: 0.0072683343937906455
Position 5467: 0.006633455022837936
Position 6904: 0.006593401169692031
Position 4771: 0.006299910213622685
Position 2046: 0.006220384900207847
Position 4658: 0.006060871670195172
Position 6269: 0.005874887085312231
Position 4745: 0.005453174108825756
Position 319: 0.005374037809050042
Position 6741: 0.005256054988381591
Position 8970: 0.005233332799932362
Position 9541: 0.004949571317326303
Position 5894: 0.004819724417929449
Position 8160: 0.0046353003819914465
Position 2665: 0.004516443270395076
Position 5121: 0.004321100028772726
Position 3159: 0.004311032650343554
Position 7785: 0.004143149615075282
Position 6254: 0.004069180390983073
Position 1217: 0.0038573086569098987
Position 10767: 0.0038417398474661054
Position 175: 0.0038262575922263214
Position 3820: 0.0036600544344959013
Position 5279: 0.00331258966833172
Position 12548: 0.0028930679283528794
Position 1153: 0.0028587908439141048
Position 6715: 0.002482203975242747
Position 892: 0.0024405392732006676
Position 852: 0.002321058023378458
Position 4980: 0.002271862118707848
Position 3174: 0.0021794112268989675
Position 7024: 0.0019781502590332954
Position 1458: 0.0017947028174807587
Position 1911: 0.0017054275050558442
Position 3308: 0.0016782264319659627
Position 5063: 0.0014067626623986227
Position 8469: 0.0014058610964308824
Position 1506: 0.0013538815749683448
Position 6365: 0.001293494674674013
Position 292: 0.001226380211070907
Position 2751: 0.0011951982502899985
Position 3525: 0.0009756098447937702
Position 6496: 0.0009204379533584203
Position 6549: 0.0008784659667665275
Position 1176: 0.0008696444476609941
Position 5570: 0.0008581264371820177
Position 1084: 0.0007810138428433705
Position 2671: 0.0007781103471726267
Position 788: 0.0007589413658586358
Position 3282: 0.0007492615664631406
Position 1025: 0.000706101626003097
Position 6032: 0.0006880044076907599
Position 2192: 0.0006711444055519123
Position 2022: 0.0006024112012030613
Position 760: 0.0005703445169770167
Position 5535: 0.000570256524309315
Position 754: 0.0005177273800722539
Position 5411: 0.0005082257677363222
Position 5060: 0.0004440219583207004
Position 5587: 0.0004402807814743703
Position 1534: 0.0004073489922329543
Position 5637: 0.0004034451237507381
Position 5436: 0.00039682547730946773
Position 936: 0.00038637824616211336
Position 4199: 0.0003841836389094973
Position 5263: 0.0003724618911311301
Position 1255: 0.00037037525081572696
Position 597: 0.0003440168098686923
Position 5225: 0.0003392220565026719
Position 1961: 0.00020733287682231588
Position 3707: 0.00019652081402664318
Position 2691: 0.00017335443387114856
Position 1553: 0.00017083858433676166
Position 5951: 0.00016584747754132327
Position 2095: 0.00014987511679173419
Position 2284: 0.00014770756912744657
Position 5769: 0.00014416527499779653
Position 4584: 0.0001401838282997974
