Gene = CASZ1
index = 284
Annotated 5SS: [    85  35948  91157 102775 131566 136947 138141 140003 141000 142230
 143272 145708 145957 147366 147579 148848 150521 151732 153489 153790]
Annotated 3SS: [ 35790  91103 102735 131076 136111 138071 139911 140834 142056 142429
 145571 145892 147210 147455 148508 150321 151559 153336 153647 156588]
SMsplice 5SS: [    85   5649  33880  35692  35948  51467  60551  63652  91157 109982
 110192 114760 115024 116415 127734 136399 136620 138141 140003 142230
 142541 145708 145957 147366 147579 151732 153489 153790 154626]
SMsplice 3SS: [  5473  33777  35542  35790  51342  60370  63524  91103 109781 110110
 114597 114847 116332 127575 136111 136499 138071 139911 142056 142429
 145571 145892 147210 147455 151559 153336 153647 154325 156588]
top_k =  1000
Partition function (log Z): -71.82429695990851

Sorted 5' Splice Sites (High to Low Probability):
Position 85: 0.9079445245151452
Position 5649: 0.7165259138475153
Position 2115: 0.451611878330646
Position 12699: 0.4451508026331822
Position 3914: 0.30753697129354
Position 8964: 0.2271424528824992
Position 3868: 0.210689013262449
Position 5995: 0.20910491365879846
Position 17003: 0.18391105877825442
Position 2103: 0.09036880037116024
Position 1705: 0.0783980267120999
Position 5107: 0.06234312224962454
Position 756: 0.05337135096727925
Position 3309: 0.04780049446161679
Position 8960: 0.04754382656430778
Position 15530: 0.03572898258781161
Position 642: 0.03525534627646804
Position 2109: 0.03193572297309643
Position 3485: 0.0255430145745555
Position 1143: 0.024121979160157618
Position 2202: 0.02381331044666712
Position 1135: 0.023186154055420898
Position 8422: 0.017834106636789797
Position 1508: 0.01442874517728525
Position 14718: 0.013537055124941558
Position 9290: 0.012021554828301844
Position 2156: 0.011350932201563455
Position 10425: 0.009913185357757516
Position 5178: 0.009752592956508347
Position 2962: 0.008546750402197571
Position 4333: 0.008245997708903772
Position 1178: 0.008065512095665408
Position 1840: 0.007376833355023358
Position 13309: 0.006716537455807407
Position 5132: 0.005783672196448942
Position 2271: 0.00500641128971009
Position 552: 0.004741983565434259
Position 2245: 0.004088480178453106
Position 2231: 0.0037442725799830194
Position 535: 0.003051846707961394
Position 1072: 0.003024757795236399
Position 3007: 0.002950366618966535
Position 441: 0.0026794460937836525
Position 291: 0.002617925787288145
Position 1842: 0.0022965025730539474
Position 2864: 0.0022479701089866463
Position 4157: 0.0021225687526586702
Position 792: 0.002120861660159047
Position 3872: 0.0020493878642941768
Position 690: 0.0020416327590875253
Position 5395: 0.0020341675309937034
Position 1088: 0.0019402235901742535
Position 4125: 0.0017924934938986414
Position 4121: 0.0016119782996972976
Position 1668: 0.0012285922621621144
Position 1286: 0.0010367831463322502
Position 883: 0.000937261791572097
Position 741: 0.0007049339317746459
Position 1188: 0.0006755858546985054
Position 737: 0.0006755674581920104
Position 4543: 0.00056662432786636
Position 2140: 0.0005456355953219033
Position 6215: 0.0005450052629299757
Position 1182: 0.0004056697941457431
Position 461: 0.0004037110635283669
Position 2365: 0.0003684860249795751
Position 2695: 0.00035894469034051174
Position 1365: 0.00035850125329556915
Position 1305: 0.0003029616899165077
Position 495: 0.00025624838866888634
Position 1465: 0.00023223997258822382
Position 1393: 0.0002139616074974143
Position 1044: 0.00021320810633212783
Position 658: 0.00016219879421304029
Position 1203: 0.00015665463030324628
Position 3878: 0.00012906964664019275
Position 1103: 0.00012902329986795499
Position 1536: 0.00012678322848366962
Position 179: 0.0001226686837680058
Position 649: 2.6802048002820857e-05
Position 9638: 2.0903754235516456e-05
Position 2999: 2.0757283919420934e-05
Position 79: 1.4908858884367831e-05
Position 694: 6.585756698249599e-06
Position 2797: 4.138531432998461e-06
Position 782: 4.015801052870078e-06
Position 1032: 3.4298390126884902e-06
Position 765: 3.1924249407208593e-06
Position 611: 3.080926521592094e-06
Position 411: 3.019454166827316e-06
Position 1497: 3.0111016342081597e-06
Position 2323: 2.0595034011074837e-06
Position 1355: 1.8293320678214269e-06
Position 1410: 1.6872649825720193e-06
Position 608: 1.493592292684318e-06
Position 1168: 8.187434596935829e-07
Position 906: 6.52533641466355e-07
Position 433: 6.144271469542417e-07
Position 515: 6.089937068740423e-07
Position 735: 4.925677770148015e-07
Position 1070: 4.632533180104926e-07
Position 1054: 4.4734430474699854e-07
Position 1067: 3.7347792556104024e-07
Position 161: 2.6595930484495586e-07
Position 124: 1.9239079145058304e-07
Position 1140: 1.8016548639604242e-07
Position 872: 1.7817884862930797e-07
Position 1214: 1.475345153389581e-07
Position 59: 1.2880140956719583e-07
Position 173: 6.271986506061461e-09
Position 351: 9.724704891642806e-10
Position 341: 2.5886611837013592e-11
Position 861: 1.4196632856364513e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 5473: 0.7355290533916838
