Gene = ZZZ3
index = 1628
Annotated 5SS: [    74  41137  41275  43210  50809  98142 100680 100883 101661 103132
 103885 106591 114327 116578]
Annotated 3SS: [ 41002  41211  43055  49252  98002 100531 100766 101588 103029 103788
 106437 114191 116476 116873]
SMsplice 5SS: [    74   7144  41137  60967  79237  97892  98142 100680 100883 101661
 103132 103885 106591 114327]
SMsplice 3SS: [  6968  41002  60868  79147  97828  98002 100531 100766 101588 103029
 103788 106437 114191 115634]
top_k =  1000
Partition function (log Z): -58.45101841921521

Sorted 5' Splice Sites (High to Low Probability):
Position 7144: 0.7962541892653621
Position 638: 0.5044377062959976
Position 2628: 0.2619679644161558
Position 612: 0.25645979728188084
Position 367: 0.21951352041982433
Position 2851: 0.11405160852791676
Position 3749: 0.09539316504958469
Position 6018: 0.09292500841519365
Position 2650: 0.08345526502352567
Position 6510: 0.06841747757143186
Position 5581: 0.06655284034497794
Position 247: 0.05759567639683289
Position 2791: 0.03860510602454867
Position 4008: 0.02124556866132435
Position 719: 0.014583489044059527
Position 6459: 0.01191121161056163
Position 1063: 0.011510028415379663
Position 163: 0.010282192920669416
Position 6761: 0.008699271759797041
Position 3320: 0.007833106699292635
Position 15625: 0.00701331531879397
Position 78: 0.006144957986367584
Position 6493: 0.006040880617165333
Position 581: 0.005640890385612064
Position 1293: 0.0051328024900078135
Position 4113: 0.0048743892571924225
Position 7118: 0.0043607038673020284
Position 11208: 0.004224160104565051
Position 6993: 0.004059884531810628
Position 4180: 0.0032888540767634696
Position 3651: 0.0026810598808571736
Position 2007: 0.002609546952011826
Position 3626: 0.0025998080101996184
Position 411: 0.00258563134696752
Position 2044: 0.0025307630627135536
Position 296: 0.002334161313097427
Position 81: 0.002154415769693788
Position 398: 0.0020211409326079005
Position 529: 0.001926346572666642
Position 2187: 0.0018557786549212015
Position 2201: 0.0016080040919181013
Position 1039: 0.0008572877464873368
Position 113: 0.0005991227715045989
Position 1075: 0.0005006106269820736
Position 2469: 0.0004796243339801601
Position 1370: 0.000393982765586448
Position 361: 0.000345425216908293
Position 2540: 0.0003406232655849259
Position 37: 0.00031323997102363616
Position 869: 0.0002910605726572024
Position 1766: 0.0002648385203304658
Position 1772: 0.00025775349062735395
Position 2838: 0.00025398736406543135
Position 1706: 0.0002440001439897697
Position 1632: 0.0002299940500049174
Position 2369: 0.00019553069969838223
Position 1406: 0.00016685284352806068
Position 1834: 0.00015378060265204386
Position 669: 0.0001349732159142106
Position 1678: 9.592482436998036e-05
Position 5057: 8.971707478304976e-05
Position 5225: 8.221558482695332e-05
Position 2640: 7.571564562161756e-05
Position 441: 6.897677337581204e-05
Position 3199: 6.396088156915656e-05
Position 3124: 6.387265795455962e-05
Position 371: 6.044858902442502e-05
Position 2305: 6.02246500247544e-05
Position 684: 5.95002210538436e-05
Position 493: 5.932844669179526e-05
Position 542: 4.76823409846792e-05
Position 1568: 2.8599369321826673e-05
Position 2674: 2.0744662453373993e-05
Position 125: 1.7597117774830498e-05
Position 1745: 1.6699395714966e-05
Position 1722: 1.6526318600563216e-05
Position 264: 1.550877742047855e-05
Position 103: 1.0537713912379582e-05
Position 423: 9.825665137375328e-06
Position 2599: 7.726623275927314e-06
Position 454: 4.477712609058168e-06
Position 421: 2.5409032606087385e-06
Position 146: 2.104863872572007e-06
Position 2867: 2.0784466320008157e-06
Position 12: 1.9420436754887816e-06
Position 15: 1.3307768071081022e-06
Position 342: 6.172110868625419e-07
Position 520: 2.2407633567669496e-07
Position 280: 1.4121315366668294e-07
Position 270: 9.869884767588871e-08
Position 643: 9.818492915804462e-08
Position 695: 7.923673166334088e-08
Position 631: 7.181776269083161e-08
