Gene = TCAIM
index = 1383
Annotated 5SS: [  201 16693 19758 23400 29590 54859 58379 58716 62469 63216]
Annotated 3SS: [16619 19621 23245 29336 54735 58280 58623 62235 63083 69322]
SMsplice 5SS: [  201 16693 16878 23400 29590 54859 58379 58716 63216]
SMsplice 3SS: [16619 16765 23245 29336 54735 58280 58623 63083 69322]
top_k =  1000
Partition function (log Z): -21.62905914887731

Sorted 5' Splice Sites (High to Low Probability):
Position 23400: 0.983995040353662
Position 201: 0.9676752536506634
Position 16693: 0.947948980136697
Position 29590: 0.824175863306558
Position 19758: 0.5931074801506641
Position 7519: 0.5765548088711638
Position 16878: 0.5689785293677618
Position 24346: 0.5163997824128357
Position 20227: 0.4898203550270407
Position 8301: 0.3849687483453528
Position 10830: 0.3320781765893082
Position 7086: 0.3231360487677786
Position 7224: 0.2679784533599682
Position 1822: 0.232906862013918
Position 8332: 0.15681661786251458
Position 3291: 0.15241491296071935
Position 30609: 0.14255576564536154
Position 29160: 0.13103756699821473
Position 8328: 0.1296583740866813
Position 9296: 0.1292077382989109
Position 1838: 0.1260999926256774
Position 8086: 0.10196968430117243
Position 5274: 0.09370759773777108
Position 16910: 0.08676312725857152
Position 23174: 0.07308723927166885
Position 6796: 0.04535237010605475
Position 20179: 0.04517269384192486
Position 14199: 0.040076814444582644
Position 20185: 0.037611971364788596
Position 7596: 0.033280925307117244
Position 716: 0.02797678660752439
Position 21081: 0.02682872832776104
Position 20841: 0.023050384497704083
Position 3297: 0.020151211579637795
Position 6419: 0.018854482006951827
Position 1317: 0.017430516155725058
Position 5109: 0.01639625301794958
Position 20233: 0.015659520376427156
Position 16849: 0.015613324994246997
Position 20834: 0.013740848108142516
Position 29905: 0.013517755079147492
Position 21135: 0.012233352979973366
Position 18666: 0.009911216714488696
Position 7093: 0.00949023005716638
Position 24576: 0.0081734628304279
Position 6679: 0.007848072601738277
Position 7707: 0.007267724046475186
Position 34074: 0.006760109465736719
Position 23943: 0.006446924493102488
Position 20236: 0.005839218584086843
Position 4574: 0.004997022853419373
Position 9335: 0.004587169563520756
Position 7560: 0.0043484923159479195
Position 33439: 0.004338581916438213
Position 33639: 0.004245882962741777
Position 30373: 0.004156847584243032
Position 30597: 0.0041262364741007085
Position 243: 0.0036883335640496774
Position 23418: 0.0035601706470111774
Position 17098: 0.002933243505431963
Position 18571: 0.002927267274061891
Position 447: 0.0028034146852650263
Position 16739: 0.0019876292343230257
Position 19050: 0.0015469070743135823
Position 17138: 0.0014875811841844149
Position 18634: 0.0014306116595478842
Position 1445: 0.001403749835091307
Position 16970: 0.001300204169691117
Position 23345: 0.001250952172445879
Position 18532: 0.0012169069392803887
Position 8179: 0.0011764026836998003
Position 9545: 0.0011556030272008148
Position 17126: 0.001097127470725025
Position 34070: 0.0010670783794058732
Position 662: 0.0008484197171858811
Position 16905: 0.0007813959352975465
Position 24063: 0.0007621776176056938
Position 1659: 0.0007192490896992313
Position 3142: 0.000699022356032099
Position 4995: 0.0006794407834756056
Position 9325: 0.0006338855043133989
Position 2372: 0.0005997032061698942
Position 1946: 0.0005914578896353645
Position 23742: 0.0005829844337843089
Position 19533: 0.0005224146205029078
Position 4661: 0.0005190112894610311
Position 20274: 0.00042125544715320015
Position 944: 0.0004185681653481649
Position 912: 0.0003373770881241893
Position 548: 0.0002800670239164994
Position 18429: 0.0002718881691801024
Position 669: 0.00023694911108069716
Position 316: 0.000186886537262603
Position 1379: 0.00017991834487193092
Position 2451: 0.00017170507860484908
Position 1851: 0.00015360666952784975
Position 296: 0.00013543121200812255
Position 1653: 0.00013172837174684236
Position 83: 0.00012468097727080077
Position 655: 9.963172213256265e-05
Position 1626: 9.584642333114441e-05
Position 23574: 9.47915199049317e-05
Position 564: 8.321321760315756e-05
Position 329: 8.171961336509403e-05
Position 2157: 6.607517582474956e-05
Position 1978: 5.4516786873544836e-05
Position 1811: 5.443437795246995e-05
Position 24398: 5.32713528063963e-05
Position 852: 4.6971149539121715e-05
Position 1163: 4.585478079042105e-05
Position 599: 3.862452974937827e-05
Position 1706: 3.779700536887712e-05
Position 1624: 3.691061139394801e-05
Position 1026: 3.469062141244339e-05
Position 2069: 3.4073441761767924e-05
Position 1906: 3.403232755732777e-05
Position 1663: 3.141313503708451e-05
Position 743: 3.0725072030965456e-05
Position 696: 3.0091780012789856e-05
Position 260: 2.6926686006092785e-05
Position 4877: 2.641751579307995e-05
Position 1639: 2.367490806797781e-05
Position 434: 2.3414597938972075e-05
Position 746: 2.065907807905336e-05
Position 611: 1.8801656445882924e-05
Position 480: 1.7067512813393e-05
Position 1306: 1.5004982200213354e-05
Position 268: 1.4974041995396865e-05
Position 778: 1.373879601959594e-05
Position 1522: 9.386674880916666e-06
Position 920: 9.20921058480445e-06
Position 436: 9.208999016787803e-06
Position 1192: 8.48324381763708e-06
Position 1491: 6.025071498553622e-06
Position 653: 5.7240734490420405e-06
Position 579: 5.486863482410324e-06
Position 1704: 4.434962552683035e-06
Position 6611: 4.318947732898643e-06
Position 1399: 4.272396860641791e-06
Position 1250: 2.803244723628875e-06
Position 1631: 2.0236668534735106e-06
Position 1343: 1.943878906693582e-06
Position 1173: 1.3268490254403475e-06
Position 970: 1.1572081476477758e-06
Position 51: 9.410675172532245e-07
Position 251: 8.36744246792992e-07
Position 1496: 8.286342413976228e-07
Position 140: 7.630438252020608e-07
Position 1304: 7.627592237451641e-07
Position 965: 4.4173962542712896e-07
