Gene = LELP1
index = 779
Annotated 5SS: [89]
Annotated 3SS: [1243]
SMsplice 5SS: [89]
SMsplice 3SS: [1243]
top_k =  1000
Partition function (log Z): -8.020328022627709

Sorted 5' Splice Sites (High to Low Probability):
Position 89: 0.862484324441157
Position 1344: 0.3149662333204084
Position 223: 0.1256933608346948
Position 233: 0.009148996730417112
Position 108: 0.0066098821364957636
Position 1284: 0.004302001394751958
Position 156: 0.0038409095986003967
Position 978: 0.002662131116237376
Position 1330: 0.0016495093253156552
Position 177: 0.0015487173146012452
Position 1392: 0.0009005012074439027
Position 718: 0.0007947616828185333
Position 637: 0.000763003101558969
Position 1417: 0.0007410489740856349
Position 1435: 0.0006841326452713483
Position 733: 0.0005669806167506884
Position 274: 0.0005246042404083092
Position 399: 0.0005147000381535333
Position 622: 0.00048051439702635957
Position 1342: 0.00043353998359410583
Position 969: 0.00038682850794682076
Position 1202: 0.00029509342645178286
Position 441: 0.000267917885863517
Position 697: 0.00026559577959194133
Position 1187: 0.00026379840456571154
Position 1198: 0.0002494493302275727
Position 1402: 0.00022780395761484853
Position 146: 0.00014392313963288003
Position 1332: 0.00012279080640889317
Position 868: 0.0001182943162414851
Position 1456: 0.00010621187880183869
Position 394: 0.00010519070310090579
Position 203: 7.819620092966136e-05
Position 1419: 7.402495624733126e-05
Position 1059: 6.610236912742022e-05
Position 114: 5.890949318119854e-05
Position 1272: 5.373738956931799e-05
Position 1348: 4.402268352620154e-05
Position 560: 4.2518348104102166e-05
Position 999: 3.653166497779298e-05
Position 1172: 3.374855311441075e-05
Position 186: 3.0567940654969174e-05
Position 964: 2.98093885952282e-05
Position 68: 2.6676872885741684e-05
Position 433: 2.5806055648467178e-05
Position 335: 2.1516275793183916e-05
Position 235: 1.7349244992246667e-05
Position 629: 1.3107137743969439e-05
Position 557: 1.191622170662754e-05
Position 958: 1.057822432819565e-05
Position 237: 7.973942149564604e-06
Position 782: 7.400588949256475e-06
Position 191: 7.240553379402827e-06
Position 985: 6.856045321551119e-06
Position 772: 6.206737597384364e-06
Position 349: 5.154145330772291e-06
Position 257: 4.690059756169195e-06
Position 1267: 4.294697670650295e-06
Position 814: 3.69644757644614e-06
Position 1066: 1.7029354051431173e-06
Position 445: 1.2055576556523926e-06
Position 896: 6.349280100502924e-07
Position 210: 4.996336975660337e-07
Position 220: 4.3883767540418577e-07
Position 517: 3.237239846437865e-07
Position 63: 4.2523541641510835e-09
Position 93: 2.9565202220215064e-09
Position 419: 1.4755870411180092e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1243: 0.710951363351045
Position 1556: 0.3930398999923176
Position 1456: 0.046312112497953646
Position 220: 0.045266005178722576
Position 430: 0.03969373809145832
Position 533: 0.03874468053270488
Position 802: 0.015791764233013234
Position 1480: 0.015289791757679009
Position 600: 0.009424685617580909
Position 450: 0.004132976356764518
Position 175: 0.0027137571722178925
Position 300: 0.002318005034831233
Position 356: 0.0018485127368236204
Position 998: 0.001842475588395497
Position 541: 0.0017008286358948682
Position 381: 0.0013916473384547113
Position 1303: 0.0013148804326845913
Position 1402: 0.0012484676900282206
Position 697: 0.0012186650245303748
Position 1558: 0.0008668235599177508
Position 1250: 0.0007596617075824771
Position 804: 0.0006671470866424501
Position 1378: 0.000648852396391483
Position 878: 0.0005994237005380695
Position 480: 0.00045405207288607194
Position 203: 0.0004176310849696679
Position 255: 0.0004102969805056014
Position 1104: 0.0004078150002843768
Position 1156: 0.0003252585564575484
Position 1562: 0.00020160850483423066
Position 1417: 0.00019701713432572268
Position 1435: 0.00019523502192208653
Position 810: 0.0001858955850338859
Position 958: 0.00018427591153005244
Position 227: 0.00012704506178175197
Position 1360: 0.00011956333661652553
Position 933: 0.00011938669150351553
Position 1631: 0.00011402393311135427
Position 1129: 0.0001059771882634671
Position 1365: 0.0001038186596966311
Position 1492: 9.723032712413811e-05
Position 664: 8.665569097032257e-05
Position 763: 7.161548510417441e-05
Position 1330: 6.66106333076301e-05
Position 1375: 6.449411909912223e-05
Position 433: 6.22272578822011e-05
Position 1342: 5.9286306701747666e-05
Position 272: 5.309397297791702e-05
Position 172: 4.6871825251057797e-05
Position 365: 4.293967628955582e-05
Position 394: 3.889968003708194e-05
Position 1424: 3.82444497045331e-05
Position 460: 3.6110832197111717e-05
Position 1016: 2.9253450002443873e-05
Position 732: 2.8870782119820446e-05
Position 723: 2.8555062620101314e-05
Position 1178: 2.3041714067798162e-05
Position 1161: 2.0303251104380777e-05
