Gene = RP11-302M6.4
index = 1166
Annotated 5SS: [   183  53472 210643]
Annotated 3SS: [ 53329 210497 299926]
SMsplice 5SS: [   183  32712  32979  53472  64736  79796 112673 113852 122308 125801
 128946 129807 140528 140977 154475 158432 168524 189046 191696 210643
 215241 244546]
SMsplice 3SS: [ 32578  32810  53329  64528  79568 112576 113731 122109 125716 128862
 129724 140428 140850 154372 158327 168424 188954 191621 210497 215114
 244417 299926]
top_k =  1000
Partition function (log Z): -134.4589556303611

Sorted 5' Splice Sites (High to Low Probability):
Position 183: 0.9893172352389249
Position 3717: 0.2542647441774544
Position 8844: 0.2518698450685746
Position 5774: 0.0509835893603838
Position 7588: 0.04960303804025908
Position 8042: 0.041500583207185145
Position 471: 0.018709027261545864
Position 1347: 0.018642712707654985
Position 1448: 0.00863834057866992
Position 8170: 0.008114050288860003
Position 15681: 0.005909646489009939
Position 8458: 0.005886017778218316
Position 10729: 0.005833786777709172
Position 6867: 0.005589798703506833
Position 6823: 0.0049986790822308435
Position 1277: 0.004416750251762223
Position 2826: 0.0039724681700816075
Position 3996: 0.003769042346101551
Position 4368: 0.0032518430390675772
Position 5070: 0.0026279008738595597
Position 6125: 0.001978995909248994
Position 4003: 0.0017389008501148364
Position 8759: 0.001706275233987485
Position 1255: 0.0016453975134795354
Position 2956: 0.0015098546561324146
Position 1394: 0.0014392348764359656
Position 8926: 0.0013627351423113217
Position 9152: 0.0011497451164277665
Position 678: 0.0007951525357494149
Position 2314: 0.0006582443889975095
Position 6856: 0.000565025948987628
Position 960: 0.000527629491905997
Position 504: 0.000516686943600805
Position 5729: 0.000494773912214252
Position 8894: 0.0004120431562260153
Position 493: 0.00040471485182116924
Position 2389: 0.00039973300669203125
Position 6761: 0.000398843574382211
Position 1846: 0.00039847723581461133
Position 244: 0.00027067938208398865
Position 753: 0.00021351533951771364
Position 5758: 0.0001800188042802643
Position 8217: 0.00013058918464501672
Position 2234: 0.00011169915669930143
Position 1060: 9.884232755496548e-05
Position 663: 9.561280842487666e-05
Position 1139: 9.046438897073498e-05
Position 2051: 8.252266713542959e-05
Position 1983: 8.190351005365863e-05
Position 522: 7.815988041455862e-05
Position 1431: 6.421213722402717e-05
Position 1721: 6.31504440373351e-05
Position 2760: 6.116439813791014e-05
Position 2884: 5.2231588021733704e-05
Position 629: 4.5302344144146734e-05
Position 5562: 4.086950395337028e-05
Position 1425: 3.4717669131992355e-05
Position 3083: 3.1564001404347624e-05
Position 1830: 2.9992627102756296e-05
Position 1154: 2.8749661135469984e-05
Position 1436: 2.3418399275988345e-05
Position 1300: 1.8602887615064134e-05
Position 1121: 1.6649939191130472e-05
Position 2939: 1.4852810396636098e-05
Position 1305: 1.483649365420202e-05
Position 6108: 9.848990176358466e-06
Position 3590: 8.523623138297018e-06
Position 251: 3.6503870414722176e-06
Position 3944: 2.763656918856445e-06
Position 324: 1.8329262486252282e-06
Position 4842: 8.5107772207168e-07
Position 3632: 7.855843265052044e-07
Position 720: 4.3523366481437984e-07
Position 4346: 4.127825843140311e-07
Position 689: 4.116272037122117e-07
Position 16: 4.037237315706721e-07
Position 768: 2.3767946740601208e-07
Position 928: 1.9739533814941503e-07
Position 1103: 1.204312374937287e-07
Position 346: 1.187975496562763e-07
Position 1083: 6.967029746107352e-08
Position 1193: 4.909589027451935e-08
Position 862: 3.889955956226837e-08
Position 1006: 1.7184020246122185e-08
Position 1273: 1.2293783390099506e-08
Position 594: 9.673391256876263e-09
Position 1541: 6.652145837374474e-09
Position 981: 6.572986916901455e-09
Position 972: 5.039325532916575e-09
Position 1589: 4.802160360606616e-09
Position 343: 4.575718536058232e-09
Position 1386: 4.474628707166254e-09
Position 755: 3.997553655625103e-09
Position 691: 3.781910021398179e-09
Position 832: 1.5489607348602795e-09
Position 584: 1.2750736824169317e-09
Position 50: 6.44965484558526e-10
Position 161: 6.059314893560967e-10
Position 100: 2.8172991576068186e-10
Position 327: 1.9059649610706802e-10
Position 341: 1.1672420001924018e-10
Position 544: 7.748902742853632e-12
Position 541: 2.1455661207563816e-12
Position 526: 1.7602166130026158e-12
Position 35: 1.594082053260637e-12
Position 288: 2.595159379652548e-14
Position 886: 2.058866959949068e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 3583: 0.2558839758836632
Position 20807: 0.19409292824306917
Position 8758: 0.18293027662966302
Position 9976: 0.13216143218749207
Position 8740: 0.12470531966956727
Position 9070: 0.07656216509372522
Position 18509: 0.049739008809579224
Position 5890: 0.048311848062130666
Position 5865: 0.046662378134830935
Position 22293: 0.04555271364585497
Position 7519: 0.04237079632767131
