Gene = BSND
index = 146
Annotated 5SS: [ 431 6184 8340]
Annotated 3SS: [6088 8063 9280]
SMsplice 5SS: [ 431 1387 6184 8340]
SMsplice 3SS: [1302 6088 8063 9299]
top_k =  1000
Partition function (log Z): 1.5865818167854662

Sorted 5' Splice Sites (High to Low Probability):
Position 6184: 0.9696995137641823
Position 8340: 0.8593019564994978
Position 431: 0.8536718354117323
Position 1387: 0.699505020961039
Position 9428: 0.44198896392220816
Position 965: 0.3389286606045812
Position 9583: 0.32819984414360803
Position 6506: 0.20146763938283885
Position 5782: 0.14917198431771667
Position 687: 0.1450385323253475
Position 318: 0.12480988712805711
Position 4176: 0.10605716489336044
Position 9827: 0.09169554853360078
Position 2977: 0.08530313923284345
Position 9: 0.0762820185627639
Position 7511: 0.04625908579050138
Position 7644: 0.04301502982582616
Position 3939: 0.039839477033969534
Position 2983: 0.031528638121909515
Position 6215: 0.02342970103041903
Position 7570: 0.023331130461620584
Position 10409: 0.02099907781142172
Position 10833: 0.01939660585709629
Position 2238: 0.017252231992522273
Position 4010: 0.015255661748334122
Position 5943: 0.01506755441323063
Position 8165: 0.01372230456941919
Position 2000: 0.013626829265674243
Position 6475: 0.013608392194517564
Position 172: 0.013455635158541432
Position 3156: 0.012714967792096807
Position 2004: 0.01218419569078479
Position 969: 0.011421956213118183
Position 9555: 0.01091469817682008
Position 2826: 0.01086958204276054
Position 2024: 0.010406772027116288
Position 82: 0.007417763824658793
Position 3029: 0.007045136025935335
Position 2420: 0.006975149056847916
Position 9539: 0.006746698331285652
Position 3910: 0.005967693765176801
Position 6425: 0.005931713713516091
Position 2844: 0.0052614515372046144
Position 2922: 0.0050355946082688025
Position 4019: 0.004474390693748175
Position 461: 0.004451672856918822
Position 6188: 0.004328376308008209
Position 3110: 0.004302301767077587
Position 7964: 0.004214385544519102
Position 4145: 0.0035836609029616605
Position 7274: 0.0035555653747062718
Position 3217: 0.0034434542470817373
Position 877: 0.003392291367417172
Position 10377: 0.003109655070440464
Position 8237: 0.002930977517683431
Position 1370: 0.0029286781529635265
Position 386: 0.002822320848949088
Position 30: 0.0027033013064853124
Position 44: 0.002668880637041282
Position 6011: 0.0026110872867374673
Position 1512: 0.0022927784884137345
Position 1382: 0.0019316933895505025
Position 4061: 0.001910295475364645
Position 5141: 0.0018856838247999026
Position 6470: 0.0018123185568833739
Position 8699: 0.0017650344541214346
Position 1766: 0.0017255195189437755
