Gene = LCN8
index = 772
Annotated 5SS: [ 320 1189 1705 2815 2983 3092]
Annotated 3SS: [1057 1633 2709 2892 3065 3716]
SMsplice 5SS: [ 320 1189 1705 2815 2983 3092]
SMsplice 3SS: [1057 1633 2675 2892 3065 3574]
top_k =  1000
Partition function (log Z): 1.6737972245462203

Sorted 5' Splice Sites (High to Low Probability):
Position 2983: 0.9663350911638309
Position 1189: 0.9366776389037642
Position 1705: 0.8526274875063727
Position 3092: 0.5571753191620652
Position 320: 0.3912873713604696
Position 2815: 0.3871098203693286
Position 2807: 0.2549730187539282
Position 556: 0.2444796206152911
Position 148: 0.24194345035755901
Position 284: 0.059856891598316427
Position 3242: 0.04097819191589912
Position 2766: 0.040465437062328
Position 989: 0.039154468011189436
Position 749: 0.02705770557531395
Position 517: 0.026497056383450554
Position 3303: 0.02452423420061435
Position 341: 0.020823208544262988
Position 1438: 0.01940442936962218
Position 3439: 0.008918227979404227
Position 3274: 0.005875321098152365
Position 1732: 0.0050704471172062756
Position 2603: 0.0041403945278812625
Position 337: 0.003740004141200933
Position 169: 0.0034426942056310756
Position 1681: 0.002813388012594537
Position 2661: 0.0027786755949280586
Position 3492: 0.002088902544479426
Position 55: 0.0020270355064014737
Position 1175: 0.0017965296764237567
Position 2777: 0.0017172908713067507
Position 3300: 0.0015673439534878055
Position 1158: 0.0013684557555186762
Position 2616: 0.001210430338447786
Position 3262: 0.0011552725217817456
Position 1299: 0.000963670693955677
Position 397: 0.0009361527991710753
Position 2959: 0.0008465334380866478
Position 3070: 0.0006606956915750497
Position 2587: 0.000650197577466458
Position 2582: 0.0005565585435607375
Position 3363: 0.0005022502402855576
Position 3158: 0.00048154998133876227
Position 173: 0.000477586658250326
Position 1316: 0.00045420430720083106
Position 1645: 0.0003955502572509843
Position 269: 0.000356238070314327
Position 1427: 0.00034645899169382434
Position 61: 0.0003280451717411871
Position 824: 0.0002170084982996252
Position 2933: 0.0001908312019577886
Position 3351: 0.000171130795906407
Position 266: 0.00016237263572812513
Position 422: 0.0001423214840162464
Position 1127: 0.0001233471779176272
Position 801: 0.00011816055775395829
Position 902: 0.00010734441253474734
Position 3266: 0.00010588309748257788
Position 1106: 0.0001037765842178678
