Gene = LRRC42
index = 794
Annotated 5SS: [  473  1745  6396 12204 14398 16046 16333 20304]
Annotated 3SS: [ 1710  5908 12071 14278 15956 16218 20218 21587]
SMsplice 5SS: [  473  1905 12204 14398 14603 16046 16333 17133 20304]
SMsplice 3SS: [ 1784 12071 14278 14480 15913 16218 16997 20218 21587]
top_k =  1000
Partition function (log Z): 7.631662153403312

Sorted 5' Splice Sites (High to Low Probability):
Position 14398: 0.9975853110370408
Position 473: 0.9767282265970519
Position 16046: 0.9747718532490569
Position 17133: 0.9051214524038607
Position 12204: 0.8524273147622838
Position 1905: 0.7999340632565337
Position 20304: 0.7532839565628416
Position 16333: 0.5756818958989459
Position 14829: 0.544234606061742
Position 15525: 0.4569721313397043
Position 14603: 0.4526187947327511
Position 14171: 0.18032805210543684
Position 6171: 0.18011372241976098
Position 14154: 0.1619768525083672
Position 6396: 0.15910635444154866
Position 11222: 0.15841634847858985
Position 17755: 0.1375218320374767
Position 222: 0.13371655258343862
Position 21818: 0.11013184012440193
Position 11112: 0.08204921279587488
Position 18343: 0.060832438368869465
Position 8052: 0.0535683059905952
Position 16915: 0.04909735892669808
Position 5171: 0.048342720472963334
Position 20795: 0.04163250758412596
Position 5177: 0.03743741010951795
Position 6876: 0.03594474572772708
Position 6001: 0.03460803438046067
Position 15277: 0.031142609805133108
Position 11749: 0.030453184358350014
Position 3852: 0.02513269962840095
Position 3103: 0.023699138537416977
Position 15478: 0.018395782796129346
Position 14483: 0.01774209120988053
Position 6317: 0.016411504968548558
Position 17520: 0.01513721620978426
Position 21095: 0.01428083756895649
Position 11490: 0.013536334309285868
Position 18889: 0.01282168428602579
Position 15738: 0.012752439663166087
Position 19856: 0.011537306326676886
Position 9177: 0.011112651208609754
Position 20120: 0.011008002127019884
Position 7587: 0.010086868470825289
Position 2928: 0.00936676969064716
Position 18258: 0.009119677293730494
Position 5059: 0.009100990058021912
Position 2025: 0.00870694859892126
Position 7562: 0.008479261575548402
Position 16301: 0.008248281306859166
Position 3838: 0.007901962726041704
Position 11462: 0.007603084049158654
Position 14497: 0.007562345041551614
Position 15486: 0.007428411590068905
Position 17933: 0.005960863373922111
Position 5774: 0.005632010848531292
Position 295: 0.005075418668098031
Position 34: 0.00488305252263853
Position 14930: 0.004378492145926409
Position 20693: 0.0039375322295176355
Position 17323: 0.003810849573663983
Position 3503: 0.0032889889101244034
Position 1237: 0.0026177526394378626
Position 17280: 0.00259709120608359
Position 2393: 0.0024776037065067677
Position 4549: 0.0024614622838495903
Position 2265: 0.0023080552382534147
Position 15957: 0.002233914748158804
Position 1745: 0.002203573495116099
Position 20623: 0.002081807902988222
Position 16167: 0.0020721870116742814
Position 19776: 0.002068949801786862
Position 1319: 0.0019875969599000964
Position 3336: 0.0018270770460959685
Position 15797: 0.0017980756590507854
Position 21011: 0.0017399581355723934
Position 5726: 0.0017293959867491723
Position 20328: 0.0015281435159593675
Position 1555: 0.001518597778587275
Position 15521: 0.0013483659327943793
Position 15118: 0.0013211568134187139
Position 3512: 0.0013116770461882436
Position 14892: 0.0012974359828203047
Position 1067: 0.001217520104815351
Position 16358: 0.0011546097750145968
Position 16415: 0.001144074761304991
Position 477: 0.0011314113521922117
Position 18352: 0.0010570387598001889
Position 16427: 0.0009223818897285909
Position 16131: 0.0008982492726738253
Position 19678: 0.0008672846189916191
Position 3806: 0.0008095608073251495
Position 17089: 0.0008055389078893678
Position 16114: 0.0007878069430597307
Position 1923: 0.0007770854741294843
Position 3610: 0.0007572670921587872
Position 15622: 0.0007035763906644967
Position 4681: 0.0006861895281701715
Position 1301: 0.0005737273874752462
Position 5815: 0.0005036889482080768
Position 1749: 0.000502585415109164
Position 190: 0.0004854542504401355
Position 514: 0.0004851305635904695
Position 3874: 0.00047286528448992684
Position 15463: 0.0004685786177153845
Position 15534: 0.00046637331466747503
Position 1096: 0.0004463198315530184
Position 612: 0.00044448001471289846
Position 15602: 0.0004153167543816904
Position 4830: 0.0003825063532132145
Position 6029: 0.00038210175633556154
Position 2995: 0.00038152602187870266
Position 6020: 0.0003798425544639995
Position 3254: 0.0003708661594182363
Position 11192: 0.0003656200499132142
Position 1073: 0.0003509881454638554
Position 6022: 0.0003206672269309128
Position 4497: 0.0003103679616756969
Position 16942: 0.0003029497308825526
Position 20552: 0.00029596326207381285
Position 1307: 0.0002798398394631609
Position 21310: 0.0002771278529456792
Position 16788: 0.00025669118157680456
Position 14836: 0.0002362225490832414
Position 1015: 0.0002279930725017991
Position 2381: 0.00021854744129064447
Position 14352: 0.00020750204486736797
Position 303: 0.00020512210365797244
Position 652: 0.0001958259829586324
Position 15540: 0.00018995954620136687
Position 15652: 0.00016583683230669025
Position 3566: 0.00016351923168873777
Position 1610: 0.00016072735382820216
Position 677: 0.00013233770841306834
Position 20360: 0.00012754324650567764
Position 1398: 0.00011182172451855923
Position 21970: 0.00010909250963318966
Position 1161: 0.00010408639391429045
Position 1101: 9.00723288778086e-05
Position 15835: 8.708357163657506e-05
Position 1088: 8.628836820722483e-05
Position 2988: 8.416558556040174e-05
Position 1185: 8.261808967589375e-05
Position 521: 8.154933546184767e-05
Position 839: 7.569464279108602e-05
Position 3984: 6.53104500031608e-05
Position 5070: 5.757643143362306e-05
Position 4673: 5.7048914990601495e-05
Position 5061: 5.582818865191538e-05
Position 4146: 5.1144910716397705e-05
Position 2999: 4.8066791737218304e-05
Position 689: 4.596763374057874e-05
Position 1849: 4.4977673530558244e-05
Position 18146: 4.4513538343704385e-05
Position 3752: 4.390238491656996e-05
Position 1565: 4.3787593711307296e-05
Position 620: 4.365888073177857e-05
Position 646: 3.5726646986273445e-05
Position 1284: 3.465896795949447e-05
Position 702: 3.183682393567684e-05
