Gene = NCAPG2
index = 915
Annotated 5SS: [  106  3008 11520 11987 14261 15010 17481 18657 21529 24108 24869 29352
 33315 40301 40645 42635 46491 48277 48569 49490 49711 50234 52536 53997
 58369 59310 60540]
Annotated 3SS: [ 2890 11330 11871 14105 14874 17385 18586 21441 24011 24742 29171 33161
 40077 40531 42460 46419 48122 48394 49372 49569 50133 52347 53855 58264
 59208 60439 73110]
SMsplice 5SS: [  106  3008 11466 11987 15010 17481 18657 18940 21529 24108 24869 29352
 33315 33608 40301 40645 42635 46491 48277 48569 49164 49490 49711 50234
 59310 67471]
SMsplice 3SS: [ 2890 11330 11871 14874 17385 18586 18887 21441 24011 24742 29171 33161
 33472 40077 40531 42460 46419 48122 48394 49003 49372 49569 50133 59208
 67359 73110]
top_k =  1000
Partition function (log Z): 46.27687202355226

Sorted 5' Splice Sites (High to Low Probability):
Position 21529: 0.99843764558453
Position 17481: 0.9979051065827697
Position 48569: 0.9977749865099002
Position 3008: 0.9967100843198111
Position 40645: 0.9915194412738556
Position 50234: 0.9824808719710522
Position 11987: 0.9743287597245947
Position 42635: 0.9559909445750998
Position 29352: 0.9558922168670569
Position 33315: 0.9475884293267506
Position 106: 0.9289428805979667
Position 49490: 0.918572978342818
Position 59310: 0.9155424976883835
Position 15010: 0.9062077038116387
Position 24108: 0.8716131179574564
Position 11466: 0.8021139224883698
Position 67471: 0.7801370947068926
Position 24869: 0.7228562923172801
Position 49711: 0.6638350073999727
Position 18657: 0.651992048673174
Position 33608: 0.6430975355391878
Position 49164: 0.6130736109758737
Position 46491: 0.5665176060265331
Position 53997: 0.5497815216457632
Position 18940: 0.5393150046728883
Position 42348: 0.5139153640747588
Position 48277: 0.5111745656058456
Position 40301: 0.4988375721469776
Position 39093: 0.35403039785106255
Position 48308: 0.31430767984175123
Position 42967: 0.3077927814241414
Position 69505: 0.30766839188819395
Position 3479: 0.303744496579301
Position 57925: 0.29433371324490165
Position 40153: 0.2847468716877901
Position 62200: 0.26385969594187864
Position 8551: 0.26208762800309054
