Gene = SZRD1
index = 1367
Annotated 5SS: [  226 24342 26400]
Annotated 3SS: [24291 26144 27954]
SMsplice 5SS: [  226 26400]
SMsplice 3SS: [26220 27954]
top_k =  1000
Partition function (log Z): -17.75069157022812

Sorted 5' Splice Sites (High to Low Probability):
Position 226: 0.9471768777333188
Position 17963: 0.2071728185659462
Position 5904: 0.18221664576548377
Position 9352: 0.13709944410923006
Position 20712: 0.09257396919233281
Position 1893: 0.07780646165898804
Position 170: 0.03429276024450084
Position 11033: 0.03011036606976116
Position 7273: 0.02543426953493665
Position 5716: 0.0196070373029533
Position 7938: 0.012174978346618116
Position 13011: 0.008348494342718588
Position 8172: 0.006812768344686372
Position 5261: 0.006077519274035879
Position 7650: 0.006046710313555532
Position 8556: 0.00601662292876938
Position 2367: 0.005859877875109005
Position 272: 0.005735527847647622
Position 1649: 0.005331632536440314
Position 428: 0.0051999517255233154
Position 1235: 0.004659870924625329
Position 1230: 0.004219229682607298
Position 8073: 0.003634285334258005
Position 3951: 0.0036319245267870523
Position 7632: 0.0032857672772827395
Position 16281: 0.0021986495216462904
Position 614: 0.001186600178466824
Position 904: 0.0010738265315866794
Position 5209: 0.0007755857272640768
Position 296: 0.0005532219103258687
Position 190: 0.000527620094280909
Position 2530: 0.000479794921418319
Position 1026: 0.0004602840383930587
Position 146: 0.0003940372214483773
Position 2575: 0.0003808719425007147
Position 5414: 0.0003753326675652874
Position 7165: 0.000350917391513731
Position 5923: 0.00031476946496584746
Position 933: 0.000308963455481078
Position 5786: 0.0002954003408317296
Position 5698: 0.0002890738257597781
Position 3931: 0.00021227988177845427
Position 6438: 0.00019376885679600218
Position 6355: 0.00019017875131161779
Position 822: 0.00018685494564843385
Position 1198: 0.0001868143404607427
Position 5375: 0.0001608553956839405
Position 82: 0.00014065380258731784
Position 6062: 0.00010989298860959916
Position 5696: 0.00010883488215977631
Position 624: 7.394446145854989e-05
Position 1323: 6.739500384570507e-05
Position 4236: 6.673440491249541e-05
Position 1544: 5.737913233772905e-05
Position 7698: 5.715207054669057e-05
Position 1206: 5.517527792496188e-05
Position 5332: 5.368152069080426e-05
Position 5177: 4.5901389744740645e-05
Position 4065: 4.200645916999105e-05
Position 2593: 4.039561519266211e-05
Position 1329: 3.484511771320685e-05
Position 1401: 3.255501977999296e-05
Position 3994: 2.902983232823091e-05
Position 5821: 2.6787392638863906e-05
Position 5704: 2.403820553854422e-05
Position 5683: 2.261887985660872e-05
Position 1319: 2.018478810812331e-05
Position 1518: 1.9417390596366934e-05
Position 2188: 1.4827296640378989e-05
Position 3169: 1.337227181191054e-05
Position 22: 1.2777744992750666e-05
Position 3912: 1.2290282265832557e-05
Position 2283: 1.0723900785325033e-05
Position 2673: 1.0695993191524712e-05
Position 755: 9.554066789122098e-06
Position 1954: 9.496306012636607e-06
Position 73: 8.704563066701402e-06
Position 5010: 6.7664725635237e-06
Position 652: 5.03618916364161e-06
Position 4879: 4.999915488199658e-06
Position 912: 3.8089257375176127e-06
Position 3042: 3.651610016398526e-06
Position 1546: 3.1633596482814536e-06
Position 1681: 3.064954402152105e-06
Position 7145: 3.0281188041463134e-06
Position 5869: 2.9896778109828544e-06
Position 1204: 1.824837040808292e-06
Position 1448: 1.0123833564990233e-06
Position 1273: 9.671488909838687e-07
Position 942: 8.725981608412455e-07
Position 1381: 8.587471518787771e-07
Position 1537: 5.899617519923257e-07
Position 802: 5.438579650385272e-07
Position 768: 4.691825756900702e-07
Position 920: 4.524970122759478e-07
Position 3238: 4.481495642443363e-07
Position 926: 3.0374454080175564e-07
Position 621: 2.508113643683533e-07
Position 618: 2.3302085568226578e-07
Position 985: 1.6309164243944817e-07
Position 935: 1.1453999078723619e-07
Position 2136: 1.0429534585086542e-07
Position 2097: 1.0145253949045129e-07
Position 526: 9.848379885277355e-08
Position 763: 9.806889931299058e-08
Position 581: 7.138802314342612e-08
Position 345: 6.715403671943669e-08
Position 536: 6.281275460625183e-08
Position 1327: 5.8807232584070774e-08
Position 1246: 5.3068033869455295e-08
Position 1349: 3.297281176916959e-08
Position 2974: 2.887993617907507e-08
Position 806: 2.7927500782425393e-08
Position 970: 2.7642134243519924e-08
Position 558: 2.6715353826706977e-08
Position 348: 2.5276387272834767e-08
Position 1222: 1.52706414283236e-08
Position 1109: 1.0857640555615184e-08
Position 1098: 3.789269082130296e-09
Position 1037: 3.1446832308666918e-09
Position 2625: 6.729640737339248e-10
Position 2891: 6.234045111698151e-10
Position 1009: 4.610482319433943e-10
Position 2499: 4.3819297501665087e-10
Position 2109: 4.307005514979556e-10
Position 2517: 3.8822365555789835e-10
Position 2162: 1.6028803499517568e-10
Position 749: 1.5737691311131157e-10
Position 1215: 1.4853529891687276e-10
Position 587: 1.395707439124078e-10
Position 307: 4.623789337437982e-11
Position 242: 2.259092992041964e-11
Position 458: 9.365007559533432e-12
Position 363: 9.158191486222575e-12
Position 376: 3.6865537937677345e-12
Position 1075: 1.425985566510787e-12
Position 94: 3.7300231703441055e-13
Position 1003: 1.7927409140638194e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 27954: 0.7797559859057528
Position 5548: 0.1945386229331181
Position 17749: 0.1656863290471575
Position 17768: 0.14963268472263078
Position 9248: 0.13949468059657508
Position 20504: 0.09668532613575373
Position 1795: 0.07067886003688234
Position 7815: 0.057245337964219045
Position 10987: 0.0350299199409053
Position 7060: 0.02735301276113142
Position 5062: 0.01146358073877106
Position 1096: 0.006958467853945533
Position 5803: 0.006495868267368144
Position 16156: 0.006290523647742931
Position 5683: 0.005972487548746425
Position 5750: 0.005956517403122163
Position 12932: 0.005602192509749795
Position 8413: 0.005159089853959318
Position 12698: 0.005078820530308969
Position 10919: 0.004395519948754645
Position 2282: 0.004298106966089965
Position 1654: 0.004125555057823376
Position 7463: 0.0040298276646866475
Position 3798: 0.004004572715797764
Position 1423: 0.0037473659396614636
Position 12057: 0.0034611468094185903
Position 18940: 0.0031947839676600806
Position 2959: 0.0031249494609934007
Position 7502: 0.0026957856183720155
Position 11032: 0.002638029650909513
Position 5769: 0.0021135485041359273
Position 17703: 0.0019441259109847725
Position 17381: 0.0019125069676578965
Position 6540: 0.001789727262809226
Position 18566: 0.0017566058202399856
Position 1601: 0.00166419740301196
Position 10817: 0.001499735316462407
Position 7605: 0.0014852417280642029
Position 1574: 0.0014547960419363775
Position 7555: 0.0013890404456037783
Position 2428: 0.0011949052491393906
Position 17790: 0.0010147180341423079
Position 8871: 0.0009976521786386444
Position 5058: 0.0009023083134403443
Position 7194: 0.0008605697472445235
Position 8152: 0.0007722619436919199
Position 10899: 0.0007430367749999186
Position 2218: 0.0006906333097234361
Position 15126: 0.0006147538060865415
Position 8416: 0.0005962811345525666
Position 8277: 0.0005810141290927395
Position 1070: 0.0005454167400235643
Position 3903: 0.0005419686997341433
Position 5711: 0.0005417852004397492
Position 5660: 0.0005414083708544274
Position 1817: 0.0005275913508890188
Position 11223: 0.0005067937968018291
Position 1197: 0.0004081009479939021
Position 7141: 0.0003604870863809978
Position 13427: 0.0003523709932103284
Position 13890: 0.0003242868301065725
Position 2147: 0.00031409577027598456
Position 12421: 0.0002914100663766394
Position 2023: 0.00028587196763686163
Position 4133: 0.00026877409705109616
Position 6167: 0.0002591595403771461
Position 13402: 0.00022604052428076794
Position 4911: 0.0002035855602370805
Position 6170: 0.00019048408062311126
Position 10023: 0.00018895324207620932
Position 7572: 0.0001888990961606467
Position 11674: 0.00018536816685857559
Position 1502: 0.00017884256425730182
Position 1631: 0.00017460938508241782
Position 844: 0.00016622502760929656
Position 6609: 0.000163098649723679
Position 1098: 0.0001621905773495737
Position 1020: 0.00016093305192575833
Position 5621: 0.00015653438899288408
Position 11440: 0.00014889912785234473
Position 1386: 0.0001474943553062568
Position 10717: 0.0001474207423431229
Position 11570: 0.0001418159830304773
Position 6248: 0.00013441580330230272
Position 2214: 0.00012990128366442106
Position 5092: 0.00011329653338063996
Position 6560: 0.00010803996865893773
Position 12398: 0.00010106061386306356
Position 9474: 9.767738055314632e-05
Position 6773: 9.028230658192738e-05
Position 10560: 8.95617652383013e-05
Position 2341: 8.414128240321887e-05
Position 5656: 8.059952217189243e-05
Position 3825: 7.973178810674284e-05
Position 883: 7.916340331894457e-05
Position 3237: 7.754352721352181e-05
Position 797: 7.302028270176246e-05
Position 9794: 7.165923572019567e-05
Position 11389: 6.662339453578707e-05
Position 2290: 6.189097334486072e-05
Position 6382: 5.76332346157543e-05
Position 2140: 5.713642456380175e-05
Position 3074: 5.360459139703896e-05
Position 3598: 5.241344238877926e-05
Position 3476: 4.896561742131903e-05
Position 9152: 4.429373066132321e-05
Position 4153: 4.258882701593687e-05
Position 6876: 4.1219034058444846e-05
Position 3983: 4.112385622943237e-05
Position 4206: 4.0829610237759214e-05
Position 4423: 3.996169574671022e-05
Position 8190: 3.982708999210282e-05
Position 6536: 3.8745698772350966e-05
Position 665: 3.6726904446608415e-05
Position 6704: 3.544241967979897e-05
Position 8699: 3.4369172500248734e-05
Position 2124: 3.377624881470898e-05
Position 3930: 3.2524283002815954e-05
Position 7821: 3.083373503004752e-05
Position 3736: 2.977107762449215e-05
Position 6940: 2.9678048059749898e-05
Position 8661: 2.9159317283842133e-05
Position 8253: 2.8264349414585955e-05
Position 1617: 2.7822387991155076e-05
Position 7691: 2.501762515556975e-05
Position 2440: 2.4811838681047943e-05
Position 3572: 2.4788321672907366e-05
Position 4399: 2.421957161970614e-05
Position 581: 2.358460247881956e-05
Position 7095: 2.2717130989120696e-05
Position 3187: 2.17428268642875e-05
Position 2055: 2.006433975134308e-05
Position 1935: 1.981992657611297e-05
Position 2890: 1.9695083628532796e-05
Position 4129: 1.907695416321759e-05
Position 1368: 1.769119119555622e-05
Position 7373: 1.6361480586492295e-05
Position 3168: 1.3882927391935886e-05
Position 903: 1.3806840434065816e-05
Position 4837: 1.3624792618376054e-05
Position 318: 1.339839498630246e-05
Position 5524: 1.3086896570733701e-05
Position 6824: 1.2795587738927189e-05
Position 4715: 1.2648721195174032e-05
Position 3655: 1.2385554471678414e-05
Position 6897: 1.2129193136734789e-05
Position 1260: 1.1820646808839333e-05
Position 1514: 9.969058163645477e-06
Position 6879: 9.408988647337801e-06
Position 5554: 9.168196649019254e-06
Position 1710: 9.058055615154079e-06
Position 5010: 8.210575291382094e-06
Position 4226: 7.965033982755851e-06
Position 1131: 7.813542427464757e-06
Position 1605: 7.324335600906369e-06
Position 1693: 7.266100315674606e-06
Position 4561: 7.1764007118299866e-06
Position 1336: 7.1706561302064496e-06
Position 322: 7.085641947347908e-06
Position 1850: 6.918218305133283e-06
Position 2499: 6.8150191271955575e-06
Position 4957: 6.683412083974011e-06
Position 867: 6.232710903716218e-06
Position 931: 5.9371474177982725e-06
Position 4405: 5.37165313163285e-06
Position 4857: 5.160892214308372e-06
Position 2192: 4.960758097897764e-06
Position 2557: 4.9474239741461684e-06
Position 3325: 4.920502284110279e-06
Position 4564: 4.796677496711925e-06
Position 1543: 4.787829597321539e-06
Position 800: 4.47674932354227e-06
Position 813: 4.243814466569941e-06
Position 1457: 3.981074440359262e-06
Position 3397: 3.914481600322663e-06
Position 1887: 3.865636663930256e-06
Position 3328: 3.8272425069909805e-06
Position 1442: 3.4833924490936327e-06
Position 2732: 2.895973248604757e-06
Position 307: 2.8525703465414237e-06
Position 3578: 2.8421412387776226e-06
Position 2443: 2.7243279101605163e-06
Position 1533: 2.560085292528545e-06
Position 2777: 2.215028455886491e-06
Position 644: 2.076736187765123e-06
Position 253: 2.033125936907387e-06
Position 2964: 1.890261511701757e-06
Position 2529: 1.8688028697486225e-06
