Gene = NMD3
index = 945
Annotated 5SS: [  120   768  3775  6054 12190 13566 13923 16902 17537 19874 21364 25159
 26041 28271 29037]
Annotated 3SS: [  703  3639  5956 12108 13436 13831 16822 17439 19755 21217 25045 25967
 28163 28965 29489]
SMsplice 5SS: [  435  3775  6054 12190 13566 13923 16902 17537 21364 26041 27632 28271
 29037]
SMsplice 3SS: [ 3639  5956 12068 13436 13831 16801 17439 21217 25967 27505 28163 28965
 29489]
top_k =  1000
Partition function (log Z): 17.10374002550152

Sorted 5' Splice Sites (High to Low Probability):
Position 28271: 0.9817542149342414
Position 21364: 0.9681888299334303
Position 6054: 0.9603908258875102
Position 13923: 0.9341835698580156
Position 29037: 0.9134143743730796
Position 12190: 0.8513632280434835
Position 16902: 0.7622909767526379
Position 3775: 0.7311773297162437
Position 17537: 0.6930862003525302
Position 435: 0.6603942611004181
Position 29601: 0.6285377059703994
Position 27632: 0.5805527295528221
Position 19874: 0.5397736850020188
Position 13566: 0.5038747685570851
Position 26041: 0.4970154102572467
Position 1566: 0.43252451794770425
Position 13586: 0.2709039018866136
Position 768: 0.26616127689081825
Position 26102: 0.2613595256682339
Position 29401: 0.24706322952381696
Position 11628: 0.2288640064005862
Position 28857: 0.20922853277632564
Position 3729: 0.18380609683386712
Position 26109: 0.1558924901642602
Position 851: 0.14411021958776277
Position 14445: 0.11220838936719515
Position 343: 0.09489950402122246
Position 28874: 0.08944408973401977
Position 814: 0.08841200269535514
Position 25717: 0.0773162499152387
Position 641: 0.07574036465057792
Position 8101: 0.07555107243704214
Position 446: 0.07476997118977685
Position 8200: 0.07167157566521964
Position 13554: 0.06296797688594648
Position 16898: 0.06095897112356559
Position 17123: 0.06010858017064528
Position 120: 0.05457861150250295
Position 20737: 0.05179143979620767
Position 25159: 0.04793474235975792
Position 16126: 0.04790494375833185
Position 8519: 0.0460625192578746
Position 29592: 0.0430052838335208
Position 12109: 0.035447462274883684
Position 8066: 0.03260665028763645
Position 3858: 0.03219037915373722
Position 22191: 0.03100144980296222
Position 29349: 0.03001959396766865
Position 7640: 0.027367637238740965
Position 1534: 0.027240112363761768
Position 13762: 0.02605254615496221
Position 18632: 0.024809840287392304
Position 7573: 0.0227532614605052
Position 28403: 0.021818619729743402
Position 25569: 0.02171070421373941
Position 15673: 0.021174565225589612
Position 1449: 0.020501180035704076
Position 6086: 0.019113312386712544
Position 42: 0.01860675624541815
Position 19601: 0.01766715174750976
Position 8503: 0.017648509984308926
Position 30101: 0.016934029956043303
Position 3785: 0.016503914112028124
Position 6049: 0.01567984936952174
Position 11490: 0.01470802436200562
Position 13742: 0.014308549780283664
Position 1501: 0.013415317284749994
Position 9167: 0.013402563906167252
Position 12443: 0.012620257536155114
Position 25854: 0.012551773473411715
Position 8994: 0.012300826922854183
Position 27646: 0.01206749520598559
Position 18605: 0.011913807540363587
Position 12943: 0.01149958901082345
Position 12230: 0.011327797143167692
Position 1638: 0.010742191397670416
Position 22983: 0.00958766901041384
Position 3475: 0.008993023534546256
Position 23977: 0.008969498096508675
Position 15669: 0.00844319726400922
Position 1858: 0.008162706928247701
Position 23735: 0.007982829922140628
Position 26441: 0.00792311220616881
Position 26171: 0.007731040685263922
Position 855: 0.007596719761085724
Position 21947: 0.0070619079962813535
Position 215: 0.006561165239308505
Position 30504: 0.005715105106925131
Position 3743: 0.005133802328990375
Position 2751: 0.004819232891060886
Position 4132: 0.004759878688009106
Position 1861: 0.004400766136691989
Position 14955: 0.004141953238053907
Position 12531: 0.0036806766218523235
Position 8230: 0.0035054519580578884
Position 21341: 0.0032228342601791317
Position 29376: 0.0030336359076316415
Position 2176: 0.0030329932914995457
Position 25752: 0.00301741656955664
Position 4064: 0.002999600354421427
Position 11980: 0.002880381057543794
