Gene = RBM34
index = 1122
Annotated 5SS: [  284   565   947  6577  8752 13054 23367 23581 25424 25806]
Annotated 3SS: [  389   809  6344  8691 13009 23282 23516 25383 25686 29459]
SMsplice 5SS: [  284   565   947  6577 19542 23367 25806]
SMsplice 3SS: [  389   809  6344 19448 23282 25686 29459]
top_k =  1000
Partition function (log Z): -11.581599517296008

Sorted 5' Splice Sites (High to Low Probability):
Position 284: 0.8075827054473882
Position 6577: 0.7718131014187434
Position 8752: 0.7440521542277563
Position 947: 0.6086392754105987
Position 565: 0.5554627260019991
Position 4697: 0.48252175468567193
Position 4863: 0.44774867419110503
Position 546: 0.4082544489675216
Position 13054: 0.3788185362516683
Position 3960: 0.32949060913049555
Position 4942: 0.23611910655040863
Position 6848: 0.17957660522320434
Position 4186: 0.1256548277559295
Position 4177: 0.11626002129402467
Position 951: 0.07067444089449304
Position 8357: 0.06808605299821817
Position 225: 0.06557366801447204
Position 9116: 0.0507891657741856
Position 1464: 0.04979419977452338
Position 7997: 0.03489237727207195
Position 9685: 0.032748997628525275
Position 17406: 0.02049526317145195
Position 988: 0.01954479491559259
Position 1781: 0.01727327782792141
Position 8474: 0.015673306358520454
Position 323: 0.012956638513285159
Position 4432: 0.012492581452414362
Position 8294: 0.008954425151239724
Position 1716: 0.008948221316058576
Position 4715: 0.007141066172789756
Position 497: 0.005430342165374272
Position 6650: 0.0035086020959937104
Position 9687: 0.003488121458890652
Position 9204: 0.0030997008718616674
Position 185: 0.002159236734001875
Position 4372: 0.0019766155668710056
Position 6592: 0.0019465053082216657
Position 9643: 0.0017763869874916822
Position 3905: 0.0016016928015433383
Position 488: 0.0015569048692648604
Position 1731: 0.001491447222033916
Position 11937: 0.0014395674151522415
Position 10703: 0.0013872526163719087
Position 9120: 0.0012219566060955838
Position 448: 0.0010158770987705487
Position 352: 0.000664696670162577
Position 709: 0.0006520347047961289
Position 271: 0.0005356639235096847
Position 304: 0.0005212583698820448
Position 1401: 0.0004965974533828701
Position 7131: 0.00032055796006505595
Position 1806: 0.000226444024823281
Position 8734: 0.00018427433306451217
Position 4045: 0.00014968559137551227
Position 682: 0.00013204437507809532
Position 3761: 0.00013086792402428084
Position 1466: 8.958248051676209e-05
Position 935: 8.217979487369681e-05
Position 1283: 6.44259450992215e-05
Position 597: 5.9632211433668893e-05
Position 168: 4.9675696070476216e-05
Position 897: 4.046371883787214e-05
Position 1313: 3.8662521025728086e-05
Position 273: 2.893144020133132e-05
Position 455: 2.703348792545696e-05
Position 208: 2.517288357699374e-05
Position 320: 2.0447778247365433e-05
Position 1317: 1.8369932674060375e-05
Position 216: 1.5672810682961138e-05
Position 518: 6.230993026311978e-06
Position 556: 5.37178325123803e-06
Position 569: 4.952120238558141e-06
Position 757: 4.323360094135178e-06
Position 646: 4.130638983730142e-06
Position 1019: 3.7190919060772767e-06
Position 1451: 3.092235342761151e-06
Position 419: 2.7861766966903842e-06
Position 288: 2.7657358408761896e-06
Position 639: 2.494243299175358e-06
Position 772: 2.4657114317868576e-06
Position 850: 2.4424791957281548e-06
Position 349: 1.1917349955854348e-06
Position 1089: 9.351768178060771e-07
Position 409: 8.619151471466665e-07
Position 1113: 8.110930115790394e-07
Position 550: 7.20539863709566e-07
Position 6566: 5.387017180592977e-07
Position 1075: 4.340405036355855e-07
Position 6475: 3.8832850224750446e-07
Position 971: 1.9265354662229633e-07
Position 4898: 8.5989513060123e-08
Position 151: 8.018444417147505e-08
Position 335: 1.1040409231325887e-08
Position 369: 7.779253758788945e-09
Position 375: 2.3447289309335514e-10
Position 327: 2.1782683587105239e-10
Position 507: 1.1597059011071592e-10
Position 356: 5.7108757065743194e-11
Position 361: 3.8430620876331387e-11
Position 22: 2.7110473391432166e-11
Position 544: 1.360580009990192e-11
Position 378: 1.1059140290450699e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 389: 0.8614875942765341
Position 6344: 0.6296370714636308
Position 809: 0.6260166145871674
Position 8691: 0.572287426493485
Position 21823: 0.4066714756052745
Position 4787: 0.3633216954814226
Position 13009: 0.290656230578909
Position 4672: 0.239359711985533
Position 4091: 0.21478163508342904
Position 4775: 0.18897198908927187
Position 17308: 0.1728501495958596
Position 4483: 0.15919122438238276
Position 3900: 0.14918448475646737
Position 6744: 0.1306726432962128
Position 8657: 0.12677841978457777
Position 12897: 0.10894947666516003
Position 3804: 0.10319546364927414
Position 8201: 0.10181902247132936
Position 6436: 0.09902158745416245
Position 3860: 0.08269413382447582
Position 4431: 0.07336274777295998
Position 9429: 0.0634156753958583
Position 4741: 0.055351860745467635
Position 16441: 0.04899506508867621
Position 18468: 0.04600436554806216
Position 755: 0.04036521756005581
Position 8636: 0.0399722945319343
Position 4284: 0.03898294135355529
Position 13384: 0.03707938458280486
Position 8865: 0.03707062057884254
Position 16416: 0.03429056506177925
Position 1208: 0.03311285614287289
Position 12071: 0.032197843733432464
Position 6463: 0.031462963639572884
Position 7765: 0.03059192455457281
Position 9028: 0.027829980411564148
Position 6897: 0.0268156949608975
Position 1590: 0.025650239148538513
Position 6818: 0.023736295068145136
Position 4586: 0.01954742620417796
Position 6759: 0.01705909672278823
Position 4886: 0.015480700352522503
Position 11081: 0.015220786782384343
Position 9830: 0.014813657675961905
Position 9451: 0.014811650477018722
Position 4820: 0.014147881046744491
Position 8694: 0.013318639566202913
Position 3959: 0.012262525322795752
Position 1367: 0.011246867088317365
Position 11676: 0.011079559323726264
Position 14419: 0.010165406478218592
Position 9865: 0.0097388032078368
Position 6294: 0.009371833632116125
Position 13351: 0.009334770290824404
Position 4337: 0.009153578810256982
Position 6789: 0.008879173507535339
