Gene = RSRC1
index = 1215
Annotated 5SS: [   156  16444  18137  97391 192221 249054 355149 431344 437633]
Annotated 3SS: [ 16247  18010  97216 192183 249001 355079 431236 437479 438327]
SMsplice 5SS: [    95  16444  18137  30992  35690  57063  57431  65631  97391 114621
 117429 125044 162431 176982 185987 192221 249054 254578 314355 322447
 326175 346978 355149 370324 376834 398602 425284 425479 431344 437636]
SMsplice 3SS: [ 16247  18010  30889  35558  56949  57168  65526  97249 114525 117254
 124878 162313 176896 185900 192183 249001 254353 314194 322291 326104
 346876 355079 370200 376625 398509 425206 425391 431236 437479 438327]
top_k =  1000
Partition function (log Z): -175.9024398926629

Sorted 5' Splice Sites (High to Low Probability):
Position 18137: 0.9988712114869096
Position 16444: 0.9506053020949062
Position 35690: 0.9150782044160619
Position 30992: 0.7901544527437968
Position 22438: 0.6582429283282958
Position 22056: 0.5924797687251485
Position 374: 0.5692715552122376
Position 95: 0.5166251091505335
Position 34991: 0.5148132981315772
Position 35458: 0.3789450083939932
Position 156: 0.3136473254045248
Position 27164: 0.30675237838540204
Position 5288: 0.29432446548875063
Position 5902: 0.23634765988604123
Position 40921: 0.22020908920893079
Position 31025: 0.18680206041671832
Position 6525: 0.17100196555108327
Position 32433: 0.16122158307057588
Position 6545: 0.1212799533783244
Position 12935: 0.11258627499282957
Position 19242: 0.109022133739496
Position 4343: 0.09492554484921308
Position 25857: 0.08719467486824568
Position 32522: 0.0665870795584864
Position 4357: 0.056745349726488634
Position 19584: 0.04174642922517009
Position 2117: 0.04087783656405629
Position 24912: 0.038536649408356646
Position 26409: 0.03391876684402481
Position 23046: 0.021197264238539144
Position 5029: 0.020495266672188952
Position 37275: 0.01791009174736697
Position 3975: 0.016293731495410073
Position 1404: 0.014091523364061422
Position 26272: 0.01384518144279241
Position 2386: 0.013344415478430658
Position 2937: 0.012958342241973769
Position 4369: 0.012395293346694907
Position 23170: 0.00972235741160943
Position 36578: 0.008340106075980751
Position 20676: 0.008281902178788362
Position 25225: 0.008177592562302128
Position 21804: 0.007766882128040327
Position 23118: 0.006359613412254706
Position 18799: 0.005842680797526553
Position 3805: 0.004904436926048605
Position 4089: 0.004855781719784178
Position 418: 0.004687781858703891
Position 16779: 0.003845068012782409
Position 37166: 0.003756267688472468
Position 18985: 0.003679093578426264
Position 18792: 0.0028559822936544193
Position 4345: 0.0027710997319360504
Position 31093: 0.0023641044104310183
Position 5323: 0.001717978576003743
Position 18715: 0.001505005938883866
Position 1064: 0.0011911591770078919
Position 1645: 0.0011807136353797825
Position 1822: 0.0010291877240588875
Position 5187: 0.0007030224701506667
Position 5354: 0.0006768488149493279
Position 2511: 0.0006718039434106883
Position 22756: 0.0005515392315901571
Position 37318: 0.0004604912161994898
Position 18444: 0.00042478140371818334
Position 181: 0.0003527711709208391
Position 1896: 0.00029936717516317133
Position 3260: 0.0002755076208229881
Position 22540: 0.0002543241304922225
Position 48: 0.0002425618123411062
Position 18742: 0.00020527405946401235
Position 3951: 0.00018886390620066393
Position 2755: 0.00018788008949447078
Position 21160: 0.00011225037568431482
Position 20149: 9.361690560449518e-05
Position 39: 7.347067911914171e-05
Position 20622: 5.304011699052549e-05
Position 287: 3.906025025112566e-05
Position 20531: 3.204982852530137e-05
Position 18110: 2.7425390721568444e-05
Position 22443: 2.6838757690126267e-05
Position 667: 2.148944996840661e-05
Position 650: 1.076272615107766e-05
Position 18376: 1.0638590896164732e-05
Position 18116: 9.410808344796952e-06
Position 623: 9.378742529717641e-06
Position 1039: 7.331749617575023e-06
Position 99: 6.923824296527348e-06
Position 160: 5.596041732602465e-06
Position 1965: 4.905304701478224e-06
Position 131: 3.156059888835193e-06
Position 812: 2.6354879722778937e-06
Position 2627: 2.3273837322363067e-06
Position 356: 1.691302852202211e-06
Position 2030: 9.674293223830602e-07
Position 1055: 7.803742449947516e-07
Position 1110: 6.775968317227715e-07
Position 20585: 6.407381466348214e-07
Position 873: 5.667037762146223e-07
Position 1175: 3.772068461719013e-07
Position 19903: 3.7041443214756e-07
Position 691: 2.834270943850316e-07
Position 1015: 2.0112885894805e-07
Position 1592: 1.9461261464805114e-07
Position 19491: 1.8312857326331706e-07
Position 20: 1.125797460699003e-07
Position 18942: 7.372894301253678e-08
Position 1104: 7.20439411321686e-08
Position 518: 6.137542920256257e-08
Position 550: 5.356455641298042e-08
Position 19876: 3.81283237971728e-08
Position 787: 1.4484596584969565e-08
Position 981: 1.2390136968898085e-08
Position 1496: 1.2214590945268266e-08
Position 968: 3.821731341113984e-09
Position 23: 4.0088574853937387e-10
Position 581: 1.2465595482170146e-12
Position 857: 3.623757587482531e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 18010: 0.9876938099798401
Position 16247: 0.9506053020949037
Position 35558: 0.9499611430523885
Position 30889: 0.9305193602442875
Position 22293: 0.4973065493821633
Position 34833: 0.48827597756992414
Position 35373: 0.3317755551370736
Position 252: 0.3200158370498889
Position 46241: 0.26558060463140293
Position 32338: 0.24344592169022755
Position 21965: 0.23626534958714812
Position 5816: 0.23027652699780204
Position 40758: 0.22970992458100253
Position 21803: 0.16993734187693238
Position 27100: 0.16219490253059973
Position 4178: 0.16037130103631728
Position 6440: 0.14930380891597983
Position 21952: 0.14093688515654304
Position 5150: 0.1310476656750202
Position 12808: 0.11258627499282915
Position 6292: 0.10779538776129007
Position 22383: 0.0995067620232014
Position 46628: 0.09172773577968062
Position 19149: 0.09061951233439665
Position 5058: 0.08821970291968001
Position 25794: 0.08721502955279613
Position 44475: 0.07835829235292353
Position 42352: 0.07113650162335912
Position 37551: 0.06829671850688934
Position 26914: 0.06437356642541142
Position 44254: 0.058677914858910295
Position 283: 0.057063833636994916
Position 30855: 0.05292098986413841
Position 26153: 0.047770067775802096
Position 35235: 0.04731017018658659
Position 26860: 0.04459901045259763
Position 43399: 0.041304824040138494
Position 45240: 0.03784655003077429
Position 39223: 0.037337407167275995
Position 5178: 0.03620073042645961
Position 26993: 0.035610377695741297
Position 6364: 0.0351827222521388
Position 24814: 0.03508663822172766
Position 22266: 0.03368931063121383
Position 5086: 0.033054277561836085
Position 34770: 0.0326218330733287
Position 22853: 0.028283375164611615
Position 19494: 0.027480092833214783
Position 22336: 0.026048605664437237
Position 41430: 0.026026009291082234
Position 21872: 0.02516790790621116
Position 36481: 0.022005662405291677
Position 36826: 0.021577036329960313
Position 4820: 0.02091836155827982
Position 21738: 0.019046461587062725
Position 2098: 0.017513477493965913
Position 37165: 0.015680038565970267
Position 1956: 0.014379577358650458
Position 19441: 0.013769511926043532
Position 37023: 0.013751258557224727
Position 38553: 0.012698752037945137
Position 39740: 0.012180150729144825
Position 35873: 0.011309768195774478
Position 286: 0.008391519016957642
Position 5258: 0.008307765084817762
Position 42773: 0.008171648217642274
Position 2209: 0.008061977054457195
Position 18610: 0.007880434756098391
Position 19008: 0.007854744352144668
Position 23000: 0.007770719207390265
Position 210: 0.007484019606432103
Position 1270: 0.007120136721933633
Position 3824: 0.0067760495386848755
Position 2699: 0.0066787072405421555
Position 37395: 0.006521157155219448
Position 19174: 0.006381587714977859
Position 2030: 0.006045571505246069
Position 3711: 0.005751139640361749
Position 39562: 0.005705853324719058
Position 36397: 0.005673340332820618
Position 37250: 0.005223985525422795
Position 25146: 0.005044815281323537
Position 20530: 0.004766668603959095
Position 2868: 0.004702598542453065
Position 21697: 0.00450556323840713
Position 3978: 0.004475457278230045
Position 22030: 0.004391960850592076
Position 18052: 0.004307816700049576
Position 40036: 0.004262926498447077
Position 36367: 0.004249600247566247
Position 18831: 0.004211888447978136
Position 1909: 0.004205240586186446
Position 34194: 0.004021703906862584
Position 17898: 0.004001370898439504
Position 4221: 0.0038657279368608946
Position 16548: 0.0038451603013725374
Position 37920: 0.0037913914122012097
Position 37105: 0.003677767332249739
Position 1334: 0.0035795735148672855
Position 3949: 0.0034253587970097033
Position 24645: 0.0032979395937891482
Position 25127: 0.0031939154351020276
Position 38265: 0.0031795579048816496
Position 20424: 0.0030989787349438793
Position 3738: 0.0030727337048923613
Position 207: 0.0028822938417126165
Position 5741: 0.002630813008981072
Position 317: 0.002615570027732223
Position 38448: 0.0021842016196427843
Position 1092: 0.0020845676733165473
Position 18927: 0.0020006681569317815
Position 22144: 0.0019401170857336367
Position 3768: 0.0017392339520792958
Position 17984: 0.001646141835789976
Position 37804: 0.001633319963488162
Position 37474: 0.0016285360362485576
Position 22902: 0.0015868609096994233
Position 5784: 0.0015696969794939605
Position 5796: 0.0015486074668913767
Position 334: 0.0014843726672775384
Position 18984: 0.0014765417990336076
Position 38761: 0.0014537815995127948
Position 40422: 0.0014332479338197712
Position 38311: 0.001284752077729284
Position 17981: 0.0012603905103603567
Position 35994: 0.001221748170551847
Position 304: 0.0012164330451027302
Position 4188: 0.0011882535339365321
Position 2318: 0.0010695361779042376
Position 185: 0.001036431144509712
Position 37807: 0.000986938307890938
Position 3900: 0.0009758001115976073
Position 18677: 0.0009554136257042264
Position 37687: 0.0009469210292467555
Position 33799: 0.000919788774424035
Position 31818: 0.0008859971484951012
Position 2882: 0.0008683753852911203
Position 1669: 0.0008667233618906789
Position 1655: 0.000789692983128498
Position 36857: 0.0006940814059850156
Position 34156: 0.0006845858386636276
Position 36707: 0.0006833089048970615
Position 33225: 0.000672626194527241
Position 2468: 0.0006668497034341466
Position 300: 0.0006334331844270945
Position 18711: 0.0006269850162447612
Position 22657: 0.0005780447420983786
Position 314: 0.0005775372197586775
Position 1547: 0.0005617775186875913
Position 950: 0.000545162840176274
Position 872: 0.0005408835739723092
Position 35966: 0.0005175096237721769
Position 20581: 0.0005121953767804738
Position 19521: 0.0004983136411055845
Position 3714: 0.0004640664953002304
Position 4113: 0.0004542893298910731
Position 307: 0.00044966899863927877
Position 2152: 0.0004195418222618483
Position 18622: 0.0004104428441925926
Position 18560: 0.00039830728595298685
Position 2497: 0.00039273831778665
Position 320: 0.00039159366189033635
Position 1304: 0.0003792928100585186
Position 310: 0.0003652948425248041
Position 2304: 0.0003610005722540093
Position 4008: 0.0003442444668570679
Position 1362: 0.0003270263896701662
Position 5871: 0.0003220154328754537
Position 2711: 0.000316370289592709
Position 2226: 0.0002971901298724726
Position 1536: 0.0002924690447638113
Position 1911: 0.0002848293973825389
Position 18286: 0.0002808677632159186
Position 2229: 0.00027989675260074135
Position 36919: 0.0002772205748336883
Position 2064: 0.0002508521015954862
Position 36423: 0.00023115803966828886
Position 1298: 0.00019609220332124084
Position 1344: 0.00019041051425334137
Position 2078: 0.0001900615301199905
Position 2054: 0.00018506258336392883
Position 1108: 0.0001770209992226148
Position 3563: 0.0001764458797563773
Position 35743: 0.0001743483933923999
Position 5227: 0.0001690787959489617
Position 21075: 0.0001626642472161014
Position 24582: 0.00016060831080383172
Position 18426: 0.00015411182933636487
Position 31229: 0.00015310973832640467
Position 24348: 0.00015298748409216356
Position 3128: 0.00014616751830992446
Position 1591: 0.00014241691427806322
Position 298: 0.0001373775544721645
Position 1972: 0.00013603113298049294
Position 18714: 0.00013163275064072768
Position 33098: 0.00011263935891828438
Position 2420: 0.00010036942168997588
Position 32359: 9.856491828934472e-05
Position 1508: 9.508710391600469e-05
Position 32539: 9.335767789190765e-05
Position 31097: 9.035023530280906e-05
Position 32579: 8.853422702233004e-05
Position 28499: 8.839578152890103e-05
Position 341: 8.41956076595707e-05
Position 3190: 8.016989255629855e-05
Position 18786: 7.922808851958325e-05
Position 1463: 7.480662244232255e-05
Position 2674: 6.842658234068155e-05
Position 1283: 6.791710116891658e-05
Position 326: 5.6294403458017876e-05
Position 22467: 5.45915834940259e-05
Position 20119: 5.069520884699642e-05
Position 918: 5.056632281310194e-05
Position 3027: 4.917020995676159e-05
Position 25023: 4.2048610566765686e-05
Position 160: 4.0595354450759786e-05
Position 18246: 4.046142410737497e-05
Position 2116: 3.865183885987667e-05
Position 523: 3.4675378822517954e-05
Position 880: 2.937331415898124e-05
Position 20070: 2.5474116685694565e-05
Position 19079: 2.5189502448421555e-05
Position 212: 2.4498508340765435e-05
Position 1598: 2.4280886943255065e-05
Position 1930: 2.366551366488157e-05
Position 2324: 2.3619090316284635e-05
Position 138: 2.329424983237072e-05
Position 359: 2.081397503329179e-05
Position 1172: 1.9478801786652637e-05
Position 20038: 1.7247968382147856e-05
Position 1564: 1.7012673811855696e-05
Position 18401: 1.6564032794851947e-05
Position 1505: 1.5227336953228388e-05
Position 2650: 1.4158316304895027e-05
Position 19028: 1.3760714009364456e-05
Position 23942: 1.369363440233713e-05
Position 23212: 1.1747219492941009e-05
Position 981: 1.1695573899032283e-05
Position 328: 1.1314144684055873e-05
Position 1791: 9.74999342309112e-06
Position 19546: 8.11466728393689e-06
Position 24991: 6.56570770082212e-06
Position 22691: 5.676592302983971e-06
Position 27574: 5.623536140241179e-06
Position 24351: 5.275232520660383e-06
Position 20878: 4.1298724107989025e-06
Position 21227: 2.907193674796203e-06
Position 19875: 2.62538760020945e-06
Position 1714: 2.4740553776453023e-06
Position 24084: 2.3896819804901454e-06
Position 503: 2.3846658867019916e-06
Position 22568: 2.341200455779228e-06
Position 19764: 2.1873964235759475e-06
Position 1789: 2.066298923098022e-06
Position 1559: 1.9781849164985105e-06
Position 1389: 1.7190066038715043e-06
Position 2173: 1.4069859827648606e-06
Position 1175: 1.376291759133096e-06
Position 24260: 1.2843229130254492e-06
Position 2110: 1.1961329226876752e-06
Position 1444: 1.1565188794609965e-06
Position 19583: 1.143949592539671e-06
Position 21403: 1.0886929896394367e-06
Position 1756: 1.0716927088319831e-06
Position 884: 1.0440092679751883e-06
Position 21327: 9.110008300767089e-07
Position 1182: 8.115331818748382e-07
Position 18301: 8.113065254172295e-07
Position 21194: 7.890639440259582e-07
Position 1300: 7.793981958669128e-07
Position 1366: 7.514526700228069e-07
Position 1522: 7.338658021470368e-07
Position 331: 6.850001193027013e-07
Position 673: 6.218813787948806e-07
Position 1127: 5.869840455289029e-07
Position 356: 5.860076307149379e-07
Position 338: 5.377063753989668e-07
Position 2816: 5.198308341465821e-07
Position 18746: 5.156577116052606e-07
Position 20215: 4.794857462032035e-07
Position 18398: 3.506258906098688e-07
Position 1439: 3.4726445969533425e-07
Position 1496: 3.434134053700582e-07
Position 295: 3.334762678804624e-07
Position 2562: 3.21073390467324e-07
