Gene = DALRD3
index = 426
Annotated 5SS: [ 406 3229 3639 3818 4024 4478 4640 4823 5094 5279 5448]
Annotated 3SS: [2932 3381 3737 3894 4403 4577 4739 4910 5164 5378 5543]
SMsplice 5SS: [ 406 3229 3639 3818 4024 4478 4640 4823 5094 5279]
SMsplice 3SS: [3037 3560 3737 3894 4403 4577 4710 4891 5164 5543]
top_k =  1000
Partition function (log Z): 11.673899850569267

Sorted 5' Splice Sites (High to Low Probability):
Position 4823: 0.9845213152463377
Position 4024: 0.9826516283255665
Position 3818: 0.9727439435021139
Position 406: 0.9495648804374079
Position 4478: 0.8430588836389483
Position 5279: 0.8253209745097286
Position 3229: 0.7898653440996534
Position 3639: 0.7887537172879374
Position 5094: 0.779931065411645
Position 4640: 0.5123258828242768
Position 2852: 0.4717651329238889
Position 5448: 0.1882539608333174
Position 5035: 0.12429293585451726
Position 4622: 0.045986574918802425
Position 4594: 0.03920403760628896
Position 827: 0.03845138442264732
Position 5433: 0.03172542842514412
Position 199: 0.031705041655152956
Position 64: 0.03043359961219291
Position 4515: 0.023056194638230172
Position 2537: 0.020265554032829935
Position 3274: 0.01585647783749309
Position 4482: 0.015413567416103386
Position 3018: 0.013965659545289649
Position 3180: 0.013682583853165321
Position 734: 0.01239097240007581
Position 2382: 0.011354167547491306
Position 5058: 0.009422370360508747
Position 3837: 0.00922064052503028
Position 5264: 0.009079850582962836
Position 658: 0.006974173005176616
Position 2858: 0.0068838980131655176
Position 3347: 0.00586138738050555
Position 1250: 0.005833722979535246
Position 3385: 0.005092472017740269
Position 5486: 0.0050782970736980675
Position 3185: 0.00474051281764196
Position 1254: 0.0043033393229921805
Position 5166: 0.003994825278404427
Position 3320: 0.003714996990834782
Position 841: 0.0034850345499721296
Position 1948: 0.0026945409172786875
Position 3040: 0.002053876991826892
Position 582: 0.0019349428526136217
Position 5469: 0.0018766484918847602
Position 3449: 0.0017797743677376186
Position 3383: 0.0017064433383969506
Position 4028: 0.001674548828491253
Position 4671: 0.0016460639142093431
Position 2933: 0.0015477917335898635
Position 998: 0.0014065158659163567
Position 5110: 0.0012437293438517382
Position 5493: 0.0011396249626250353
Position 5394: 0.0011071139480678172
Position 4469: 0.0010610458598950495
Position 1443: 0.001060151201524981
Position 2427: 0.0010326108059266032
Position 2257: 0.0008956939494081507
Position 2979: 0.0008505506250351103
Position 1696: 0.000802250552989091
Position 4976: 0.0007116999694259558
Position 4578: 0.000678775818502058
Position 188: 0.0005852958243676133
Position 3996: 0.0005736426643201829
Position 3841: 0.0005583407270663371
Position 5023: 0.0005219927534098883
Position 2102: 0.0005187572727315572
Position 4936: 0.0004713045117651114
Position 3407: 0.0004636375374797003
Position 5020: 0.00041632013181903184
Position 2990: 0.0004044946060583958
Position 4171: 0.0003847301852969746
Position 1816: 0.0003681876630899113
Position 3856: 0.00036678790208851916
Position 3261: 0.0003490080541794458
Position 4682: 0.0003306624482108887
Position 5039: 0.0003230379913722911
Position 211: 0.00028902986009596326
Position 939: 0.000260602250913635
Position 359: 0.0002442379493184021
Position 61: 0.00021442202162221801
Position 1777: 0.00016182349683659114
Position 3389: 0.0001566974638919309
Position 1940: 0.00015407403989626089
Position 4789: 0.000147224954553832
Position 2754: 0.00013545661619300013
Position 2507: 0.0001301474689003173
Position 2406: 0.00012201910380495725
Position 138: 9.78219402438644e-05
Position 1546: 9.705041892331093e-05
Position 5601: 9.274905689248996e-05
Position 2759: 9.048681015721632e-05
Position 698: 8.462566753590699e-05
Position 2875: 7.831001854857033e-05
Position 4818: 7.085380507068652e-05
Position 4041: 7.063052112657037e-05
Position 2708: 7.03701849340567e-05
Position 50: 6.658543015902488e-05
Position 4984: 6.615893565370935e-05
Position 5190: 6.231799234255526e-05
Position 4230: 6.044546602498692e-05
Position 4195: 5.932134966224643e-05
Position 714: 5.898336785297411e-05
Position 1085: 5.5836800249374205e-05
Position 3633: 5.3395409006673175e-05
Position 3584: 5.316158026055615e-05
Position 68: 5.119786859639187e-05
Position 3681: 4.298646216595027e-05
Position 2358: 4.239461656324715e-05
Position 3822: 4.031954965521774e-05
Position 2662: 3.8875453493186135e-05
Position 2090: 3.1320085194238896e-05
Position 3863: 3.0398218756711953e-05
Position 4268: 2.74606186568021e-05
Position 3950: 2.519596442929831e-05
Position 4642: 2.1867320424792174e-05
Position 5018: 1.9244668816359507e-05
Position 4162: 1.788810094259189e-05
Position 3914: 1.7061332023517995e-05
Position 4438: 1.3115441206914312e-05
Position 190: 1.279804625934998e-05
Position 4431: 1.260214468383233e-05
Position 1238: 8.075491517344708e-06
Position 1605: 7.857457508145712e-06
Position 1210: 6.655355609715717e-06
Position 5098: 6.602481107622246e-06
Position 767: 6.25542149157435e-06
Position 749: 5.701151951813276e-06
Position 808: 5.6744587515118896e-06
Position 82: 5.425584533415785e-06
Position 5610: 5.322183699299235e-06
Position 615: 5.150374852217843e-06
Position 3874: 4.8562794125993985e-06
Position 948: 3.5828586622818267e-06
Position 1842: 3.477449414151974e-06
Position 92: 3.4701938317459806e-06
Position 102: 3.275683856009142e-06
Position 1080: 3.1169985052245628e-06
Position 990: 2.7491414152726117e-06
Position 4664: 2.1670466289776547e-06
Position 4864: 1.659523910502363e-06
Position 4764: 1.173985501460922e-06
Position 4000: 1.1571486510364452e-06
Position 3705: 1.0520646369070413e-06
Position 453: 7.798712708212827e-07
Position 4775: 6.285287409672369e-07
Position 305: 4.5523057548382173e-07
Position 158: 3.564882895469623e-07
Position 482: 3.186453359780822e-07
Position 505: 2.534457064852309e-07
Position 1243: 2.0197269702288653e-07
Position 392: 1.9064683034923215e-07
Position 1321: 1.3935013836180675e-07
Position 3: 1.1985689522328689e-07
Position 967: 1.0862134292682714e-07
Position 1053: 1.0637549810057934e-07
Position 1386: 1.0287918147357067e-07
Position 2619: 9.977841992335541e-08
Position 397: 5.891608488462846e-08
Position 490: 5.63739249964559e-08
Position 279: 4.582491274386346e-08
Position 291: 4.549642787915386e-08
Position 118: 4.330897492003555e-08
Position 579: 4.0968522425529184e-08
Position 741: 2.8385809493711803e-08
Position 417: 5.546501019478421e-09
Position 743: 3.96492917546564e-09
Position 5011: 3.69085900588017e-09
Position 5065: 1.504992258692697e-09
Position 4104: 3.3958604587298836e-11
Position 3975: 1.5895720483799855e-11
Position 433: 5.012415247539591e-12
Position 412: 1.5034854426290427e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 3737: 0.9815091270037588
Position 3894: 0.925725133545107
Position 4403: 0.8673353235794012
Position 4710: 0.8172132750606559
Position 4891: 0.8157339047138915
Position 5543: 0.7113649496357791
Position 4577: 0.6547541361715503
Position 5164: 0.5519949623297767
Position 3037: 0.4789290303132832
Position 3560: 0.4430373318852025
Position 5190: 0.3942062452833845
Position 5378: 0.35787355818271893
Position 2750: 0.34176442606888197
Position 2932: 0.288857989789355
Position 3381: 0.20859818557672713
Position 3439: 0.1327450423192068
Position 4910: 0.11304300263674864
Position 4739: 0.09340294599848992
Position 2971: 0.07968827084870948
Position 2615: 0.05882969368064604
Position 2770: 0.047846364489819423
Position 3947: 0.04135682590085268
Position 499: 0.03456909394071809
Position 291: 0.0225307521175629
Position 2300: 0.020925870742424153
Position 4406: 0.01652234079985084
Position 5570: 0.01589258239520574
Position 2830: 0.014664355994773389
Position 3709: 0.010278594252447433
Position 2432: 0.008579205860029427
Position 2619: 0.007373763750970241
Position 3907: 0.006038888012103259
Position 3564: 0.0057617717077366746
Position 704: 0.005564148347474656
Position 4348: 0.004808540616721622
Position 589: 0.004572283217171159
Position 4434: 0.004520642686123537
Position 5399: 0.004335411978065106
Position 4540: 0.0041361080548846406
Position 5588: 0.003963785469499934
Position 4933: 0.003870722910127644
Position 2697: 0.0036191708791405226
Position 5065: 0.0034884041609161954
Position 726: 0.0033634263999762727
Position 1815: 0.0031606006469898427
Position 2506: 0.002811114059692001
Position 1118: 0.0027693723636471996
Position 674: 0.002499895612351147
Position 3066: 0.00226521510103234
Position 3495: 0.0022078738660900187
Position 5146: 0.0021130222273524333
Position 2636: 0.0018908162813551163
Position 5546: 0.0018727339302872248
Position 552: 0.0018707244203501996
Position 3476: 0.0017163801151688243
Position 884: 0.0013764960733938588
Position 997: 0.0013090529577760445
Position 3137: 0.0011576030615135457
Position 3577: 0.0010593059895570183
Position 4593: 0.0010223034032351128
Position 4936: 0.0010088754846865227
Position 4366: 0.000980874284712373
Position 1324: 0.0009748635761137854
Position 1115: 0.00096262702323727
Position 2260: 0.0009154922743056467
Position 576: 0.0009104424336956685
Position 4949: 0.0009060013913076703
Position 2801: 0.0008845162202316956
Position 3115: 0.0008746977509151319
Position 3398: 0.0008601674891456425
Position 299: 0.0008426618496253151
Position 3919: 0.0007664125126613982
Position 714: 0.0007472280239836588
Position 5416: 0.0006860684659792939
Position 2485: 0.0006769311288206493
Position 156: 0.0006124609681481279
Position 3472: 0.0006022309548487889
Position 317: 0.0006014679346799216
Position 2773: 0.0005885480764806725
Position 1012: 0.0005516640485582602
Position 856: 0.0005487005341644976
Position 639: 0.0005270909762366816
Position 4681: 0.0005169249696889736
Position 1914: 0.0004969304032183664
Position 3512: 0.00048275534680701125
Position 2540: 0.00047784538564818815
Position 1094: 0.00045648608015365783
Position 3175: 0.0004505711220320857
Position 5113: 0.0004396646477851663
Position 1510: 0.00043686951206802914
Position 1409: 0.0004175685477510419
Position 264: 0.00041609469885214704
Position 4431: 0.0004016707796374001
Position 4293: 0.00040001514944045625
Position 3715: 0.0003954760845478968
Position 3537: 0.00038706812264508285
Position 5273: 0.00037292465938567547
Position 987: 0.000350650014781111
Position 3993: 0.00034335451687511127
Position 3147: 0.0003380099063852853
Position 4170: 0.0003362532645618424
Position 4745: 0.0003184143471154762
Position 519: 0.0003166812524575665
Position 2362: 0.00030793004599865924
Position 3171: 0.0002735730590942079
Position 5664: 0.00025844723025068487
Position 4108: 0.0002480100979891365
Position 2376: 0.0002437291083638982
Position 2131: 0.0002206284716100878
Position 3498: 0.00021189679554975492
Position 1892: 0.00019991118189951343
Position 5341: 0.00019163254404555393
Position 2716: 0.00019163147732984784
Position 746: 0.00018603495200335488
Position 4214: 0.00018096419838370113
Position 4675: 0.0001799942806906108
Position 573: 0.00017888770011156014
Position 2247: 0.00016098368106987933
Position 2331: 0.00015877482133025826
Position 4097: 0.00015839703836873723
Position 4789: 0.00013420880610952202
Position 4224: 0.00012968302670096803
Position 4376: 0.00012931801777608528
Position 5009: 0.00012769179984397654
Position 4202: 0.0001235705845648242
Position 4229: 0.00012242875621412244
Position 3595: 0.00011551146238032179
Position 5387: 0.00011005997057574224
Position 3960: 0.00010455580289557699
Position 1053: 0.00010360768253690683
Position 3966: 0.00010337577819155978
