Gene = RP11-540D14.8
index = 1175
Annotated 5SS: [  189 21657 22195 22458]
Annotated 3SS: [21342 22128 22379 22664]
SMsplice 5SS: [  189   813  2674  3269 12160 21657 22195 22458]
SMsplice 3SS: [  693  2551  2981 11903 21342 22128 22379 22664]
top_k =  1000
Partition function (log Z): -3.3927475752237766

Sorted 5' Splice Sites (High to Low Probability):
Position 12160: 0.9335681815534663
Position 22458: 0.91907799770949
Position 813: 0.8370058329506034
Position 21657: 0.8287306896376605
Position 2674: 0.7891512675509464
Position 3269: 0.7403990425672745
Position 189: 0.6225032227601788
Position 9839: 0.4102937725140214
Position 12427: 0.37198308630664323
Position 8254: 0.315506449233713
Position 22195: 0.28581456535558303
Position 22287: 0.23896606972658524
Position 6890: 0.2320529300611451
Position 9601: 0.20632921927026893
Position 6894: 0.16947124730880717
Position 1181: 0.1619483254008075
Position 1452: 0.15463610245061554
Position 3693: 0.13890694622316535
Position 9589: 0.13840029421684494
Position 9764: 0.1071627723243211
Position 579: 0.10139343668764894
Position 3314: 0.08764123849420526
Position 21485: 0.07771427511888619
Position 22515: 0.033693869962334116
Position 6589: 0.03307524799725754
Position 11507: 0.032150753830389005
Position 9593: 0.03099872801347749
Position 6414: 0.024740765101394196
Position 4661: 0.023928021595699765
Position 21425: 0.023030877793289547
Position 6581: 0.021555252367276286
Position 1566: 0.02083799854744084
Position 9611: 0.019407093101761606
Position 6212: 0.01887485679094002
Position 5387: 0.017484253166060688
Position 179: 0.01704789698507079
Position 21469: 0.016881555713486884
Position 1299: 0.014494316965417024
Position 21371: 0.01384845733314239
Position 16037: 0.011309348896365702
Position 8135: 0.010479658174619808
Position 6104: 0.010276525809547878
Position 6608: 0.009075562090690365
Position 14964: 0.009012796613966667
Position 6520: 0.008946577442260429
Position 3160: 0.008266654216416976
Position 827: 0.006650377437252193
Position 1322: 0.006482983750728495
Position 5537: 0.006127534522211305
Position 1700: 0.00532619609097946
Position 1662: 0.004671103434386049
Position 160: 0.004551262349678672
Position 603: 0.0039171648569451024
Position 2694: 0.0038540892622257314
Position 1203: 0.00314752228944599
Position 6648: 0.0030362740535152667
Position 22691: 0.0030337452816490192
Position 10483: 0.002940782716531979
Position 6886: 0.0028914034119292753
Position 3381: 0.002827685237146656
Position 2633: 0.0026179248535599334
Position 1508: 0.0025495137962055366
Position 817: 0.0022383430508907134
Position 2704: 0.001886145545577738
Position 22567: 0.0016996260279529532
Position 2828: 0.001433107335649078
Position 223: 0.0012663584536401445
Position 733: 0.0012509097431667223
Position 9605: 0.001227705054858964
Position 2756: 0.0012223115348765753
Position 8311: 0.0009088800894046052
Position 6342: 0.0008291412913140295
Position 1697: 0.0007665939444703101
Position 5238: 0.0007178085426396567
Position 583: 0.0006941374819222132
Position 2128: 0.0006637591337840941
Position 3093: 0.0006066633269064199
Position 3100: 0.0005746215891401467
Position 2709: 0.0004639967235422011
Position 2652: 0.00037498836243336726
Position 2468: 0.00032753642453811567
Position 822: 0.0003231390198098839
Position 3505: 0.0002974397890549188
Position 22754: 0.00029560332765479237
Position 6069: 0.0002908358160768106
Position 2268: 0.00029041516579853
Position 22481: 0.00027382683285974115
Position 5947: 0.0002472356413856776
Position 2400: 0.0002451872933806595
Position 3084: 0.00022966900380604651
Position 6282: 0.00017504965478573747
Position 361: 0.00014988148489831953
Position 5591: 0.00014038971822991704
Position 907: 0.00012204107568422121
Position 791: 0.00010058861754779843
Position 1594: 9.534302194177148e-05
Position 939: 7.394211494721472e-05
Position 416: 7.230977363012947e-05
Position 428: 7.227476872260367e-05
Position 626: 6.807887645003354e-05
Position 849: 5.937901848917597e-05
Position 2911: 5.735606304497653e-05
Position 9868: 5.683187151067623e-05
Position 25: 5.653021655651919e-05
Position 1915: 5.5653908889299384e-05
Position 2676: 5.354382131204123e-05
Position 163: 3.4802398404352575e-05
Position 2876: 3.240310140202446e-05
Position 5: 2.659937959008811e-05
Position 380: 2.616999910524943e-05
Position 382: 2.0925039070501385e-05
Position 310: 1.5028613374877808e-05
Position 103: 1.4183307626980365e-05
Position 527: 1.266443040630277e-05
Position 803: 1.1939273697638645e-05
Position 2569: 1.0073889157778137e-05
Position 695: 1.001108872460118e-05
Position 919: 8.80299230619488e-06
Position 1051: 7.673893056947635e-06
Position 738: 7.602486267862743e-06
Position 3697: 7.254202901256337e-06
Position 674: 6.205718676520009e-06
Position 768: 3.3455296316244344e-06
Position 1286: 2.286486454217602e-06
Position 419: 1.9070285168771306e-06
Position 1001: 1.7693394196852758e-06
Position 831: 1.3391554084238363e-06
Position 1559: 3.7058762873293677e-07
Position 117: 3.002904231566769e-07
Position 1053: 2.980495116331513e-07
Position 1575: 1.4757305406008447e-07
Position 2304: 6.045381439498112e-08
Position 1055: 2.7918915176512213e-08
Position 682: 1.360878064569081e-08
Position 693: 1.1792762102140276e-08
Position 1067: 7.738261391586074e-09
Position 1074: 1.509306398030942e-09
Position 664: 7.013689298189948e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 21342: 0.9613034454328894
Position 22664: 0.8941371882350192
Position 11903: 0.8742612226587985
Position 22379: 0.8258285662835917
Position 2981: 0.7889328940555712
Position 2551: 0.7500886393258184
Position 693: 0.6128896661935931
Position 22128: 0.5251990998945136
Position 9667: 0.515076910737953
Position 6692: 0.35553077810766387
Position 12294: 0.3300198458216462
Position 9545: 0.27106834996040213
Position 22420: 0.16422913753790838
Position 1073: 0.15351890885789868
Position 8075: 0.12831934176020351
Position 9516: 0.12774200907421748
Position 3623: 0.1068991330542903
Position 8041: 0.08954906529440007
Position 8078: 0.07722686280562484
Position 11933: 0.06375477544304024
Position 6438: 0.06323420413288956
Position 1321: 0.061172648070018244
Position 2591: 0.04309316823535549
Position 1255: 0.042606310629212836
Position 22966: 0.04067647400333284
Position 2957: 0.03714987485567449
Position 6468: 0.03277564277870287
Position 11274: 0.03216587835542338
Position 1134: 0.0300164030554686
Position 8013: 0.028877610417525776
Position 6791: 0.0285651634120475
Position 12387: 0.0285157757711451
Position 5997: 0.028128748330106704
Position 3638: 0.02692391048964987
Position 1389: 0.025387220089362877
Position 4535: 0.019374751535872585
Position 22667: 0.017124531971977382
Position 5270: 0.01600591160125814
Position 3196: 0.01344307686978883
Position 15906: 0.011309348896365708
Position 713: 0.010618433274319576
Position 1440: 0.010200621491745722
Position 14807: 0.009037081874479956
Position 12245: 0.008771831078048966
Position 6345: 0.008686262890658944
Position 6317: 0.008090000567615037
Position 1298: 0.007284648452800973
Position 1647: 0.006586998563298963
Position 6259: 0.005801206869184486
Position 22869: 0.005357231524918567
Position 5420: 0.005331910758085696
Position 2602: 0.0042876465495223105
Position 3523: 0.004040521857460687
Position 22908: 0.0037523130465683518
Position 4561: 0.0037394154367490686
Position 1496: 0.003662563840312128
Position 6175: 0.003151276897440231
Position 5104: 0.002499583104269382
Position 2513: 0.0023244231159550077
Position 22795: 0.002067834556075519
Position 7948: 0.0019099537114633204
Position 1080: 0.0017718570806091933
Position 10323: 0.0017503860686806545
Position 1452: 0.0014883281928963464
Position 1096: 0.0013177968204456172
Position 22631: 0.0012995486746711716
Position 939: 0.0012573374478908345
Position 10352: 0.0011919477328784958
Position 8215: 0.0010121535085197962
Position 3505: 0.0009753965698604129
Position 6402: 0.0009487986119198293
Position 372: 0.000940551672666728
Position 907: 0.0007754283646975073
Position 2755: 0.0006546471154615606
Position 22690: 0.0006335297176010386
Position 2823: 0.0006321387428068044
Position 5399: 0.0006163166722387078
Position 699: 0.0005820522028021772
Position 2029: 0.0005534548757526012
Position 1150: 0.0005128290529832705
Position 4414: 0.000498225719040138
Position 22641: 0.0004776904869520837
Position 517: 0.0004743032971154935
Position 6130: 0.000380986210490647
Position 2510: 0.0003157322712024101
Position 993: 0.00031123832275485944
Position 4531: 0.0003106636640415005
Position 1587: 0.0002980610074589873
Position 507: 0.00026406645789773403
Position 3055: 0.0002634060672304485
Position 11831: 0.0002498592773866783
Position 5819: 0.00024724952044473576
Position 393: 0.00023390745221051772
Position 3135: 0.0002155671808642237
Position 2331: 0.00020848620423625147
Position 424: 0.0002071405183766566
Position 17673: 0.0002070183547506176
Position 22874: 0.0001972857961711132
Position 2468: 0.00019158245860719745
Position 2005: 0.0001898078363959265
Position 18141: 0.00013868286800252784
Position 2171: 0.00013632088872663427
Position 2307: 0.0001339493421963203
Position 1456: 0.00012760920199139889
Position 22444: 0.00011242153596063433
Position 3153: 0.00010897758113273629
Position 1609: 9.346215660976858e-05
Position 3031: 8.214601791514347e-05
Position 1507: 7.666202577490788e-05
Position 1806: 7.406427548048933e-05
Position 1651: 7.251572073914345e-05
Position 2384: 6.324945665570456e-05
Position 22699: 6.309157165980837e-05
Position 1476: 4.780493708973204e-05
Position 18999: 4.4695447591401034e-05
Position 22911: 4.442553076716722e-05
Position 1619: 4.4209145707655674e-05
Position 3201: 4.3806957066017014e-05
Position 3237: 4.2069433149056275e-05
