Gene = RIIAD1
index = 1142
Annotated 5SS: [  84  626 6085 7357]
Annotated 3SS: [ 548 6037 7228 7950]
SMsplice 5SS: [  84  626 2702]
SMsplice 3SS: [ 548 2601 7950]
top_k =  1000
Partition function (log Z): -4.549653547528486

Sorted 5' Splice Sites (High to Low Probability):
Position 626: 0.8933402829015352
Position 84: 0.8912295338628111
Position 2702: 0.691452004179925
Position 6939: 0.46089730283720187
Position 7357: 0.3393099033502016
Position 6299: 0.23037946551301583
Position 3199: 0.2057705696008407
Position 6085: 0.16559798454018676
Position 6927: 0.136300587391592
Position 400: 0.1008316006743981
Position 6143: 0.0694520829362905
Position 88: 0.061178524604674725
Position 3117: 0.03804874481897574
Position 1377: 0.02386410210043651
Position 3247: 0.023291463707902638
Position 6943: 0.0179944996613348
Position 4468: 0.013493380721672544
Position 2937: 0.012275983787874117
Position 1165: 0.011614132609463564
Position 987: 0.008246829200448539
Position 4812: 0.0073256242832141555
Position 7621: 0.005545624589238615
Position 7473: 0.003891582687137679
Position 2714: 0.00364442935328638
Position 3176: 0.0032138462441676113
Position 1491: 0.0027502248791726647
Position 7708: 0.0025557853149232057
Position 1425: 0.0022236890568810264
Position 6900: 0.002143121837542326
Position 2434: 0.0020949983976591012
Position 354: 0.0019063704969209203
Position 2286: 0.001814340302708156
Position 688: 0.0012347017173006706
Position 123: 0.0010620637858094987
Position 1677: 0.0010338836412514788
Position 6089: 0.0008366552004796373
Position 1542: 0.000800305754052012
Position 630: 0.0007477458305425043
Position 6688: 0.0007012138658033368
Position 6110: 0.0006896363845039519
Position 5946: 0.0006033601268559852
Position 1145: 0.000518294029913777
Position 1401: 0.0004895277247161776
Position 7431: 0.0004761939231962399
Position 597: 0.00037437302140719893
Position 1645: 0.00030335381830598105
Position 5203: 0.0002605984080824907
Position 203: 0.0002369791726001264
Position 1240: 0.00013873697651100146
Position 1140: 0.00013008684344027526
Position 3216: 0.00012182489126905693
Position 2626: 0.00011656021990952094
Position 1577: 0.00011283077048025271
Position 1320: 0.00010997842942791975
Position 2471: 8.72166822500315e-05
Position 1292: 8.228887958662639e-05
Position 450: 6.342257926683226e-05
Position 412: 5.9409525829292265e-05
Position 575: 5.6462526723670325e-05
Position 941: 5.434051283667163e-05
Position 121: 5.090972328971991e-05
Position 111: 4.33889472502414e-05
Position 2906: 4.2256771333620466e-05
Position 894: 4.0327562172334626e-05
Position 1107: 3.834443180141209e-05
Position 1799: 3.50217957914346e-05
Position 1235: 3.221925926948838e-05
Position 864: 3.103579354673091e-05
Position 2855: 2.8107346448283328e-05
Position 3920: 1.2361896400879122e-05
Position 2792: 9.181373148476235e-06
Position 3717: 7.567385767458074e-06
Position 281: 3.7713323136325528e-06
Position 466: 2.415843866348617e-06
Position 524: 1.4287373616314964e-06
Position 4939: 1.2871739378469842e-06
Position 666: 1.2432057905796558e-06
Position 4095: 1.2308441390697657e-06
Position 3029: 1.0492442970929404e-06
Position 613: 9.388686788758986e-07
Position 819: 8.32400654679036e-07
Position 190: 7.672943435991937e-07
Position 616: 5.854311427869848e-07
Position 244: 5.144473812511316e-07
Position 698: 2.242319482043558e-07
Position 633: 2.102745628953018e-07
Position 821: 1.4160826837814965e-07
Position 886: 1.186950110002496e-07
Position 1202: 1.0724552743601116e-07
Position 924: 9.730376529947069e-08
Position 602: 5.061702577002906e-08
Position 1481: 2.9208709190173366e-08
Position 510: 1.913480748450186e-08
Position 889: 9.08376073086711e-09
Position 654: 7.999320946094466e-12
Position 534: 1.3808727638347994e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 7950: 0.6822291685380701
Position 2601: 0.6810591381180451
Position 548: 0.6181088489445448
Position 7228: 0.3868946347997763
Position 6846: 0.3703364374488295
Position 6214: 0.2040028646862461
Position 7198: 0.19563229254895592
Position 6037: 0.18926814768365663
Position 476: 0.16957866735610264
Position 2984: 0.16147951542311695
Position 6688: 0.15183354524617343
Position 3068: 0.11249053262111045
Position 492: 0.09408007989822774
Position 241: 0.057538920554951765
