Gene = ECM1
index = 478
Annotated 5SS: [ 195 1497 1678 1918 2098 3114 3747 4488 4728]
Annotated 3SS: [1445 1575 1836 2016 2790 3371 4266 4639 5151]
SMsplice 5SS: [ 195 1497 1678 1918 2098 3114 3747 4488 4728]
SMsplice 3SS: [1445 1575 1836 2016 2790 3371 4266 4596 4873]
top_k =  1000
Partition function (log Z): 12.509103154591234

Sorted 5' Splice Sites (High to Low Probability):
Position 1678: 0.969712001272672
Position 1918: 0.968907997289201
Position 1497: 0.9657383314252821
Position 4488: 0.9627492639608798
Position 195: 0.8856225377274444
Position 4728: 0.8581242347942465
Position 3114: 0.7925955547826693
Position 3747: 0.6937536809283534
Position 2098: 0.5676948982360797
Position 2213: 0.4006733711724053
Position 2481: 0.1711103850743735
Position 110: 0.09344835017264531
Position 3025: 0.06567538600398751
Position 3846: 0.06116795243019489
Position 3119: 0.05646967830881718
Position 2576: 0.04604202615675096
Position 1019: 0.04546070505889008
Position 2970: 0.04331266675991469
Position 452: 0.033709638530274616
Position 2178: 0.03257221395429009
Position 1275: 0.029960115503225603
Position 2589: 0.019951179292047917
Position 2870: 0.019448735786015723
Position 1041: 0.012723105210023969
Position 5086: 0.011381050956884724
Position 1315: 0.010637803467101203
Position 3850: 0.010269838502472666
Position 5245: 0.008437081256284765
Position 5404: 0.007942166782873345
Position 3461: 0.005847738032124766
Position 4972: 0.004173370193561424
Position 4210: 0.0037475714343429964
Position 1178: 0.0037440039076674122
Position 2959: 0.003313741435111897
Position 1683: 0.0026562525968830933
Position 865: 0.0025816579981315455
Position 1750: 0.0024377055094257183
Position 1011: 0.0021668231544921925
Position 465: 0.00203287324596771
Position 1718: 0.0018284228460091027
Position 3161: 0.0017549491858488155
Position 1062: 0.0016199675362544043
Position 4230: 0.0015489983939145724
Position 3434: 0.0015340118364093535
Position 4962: 0.0013360957498030914
Position 1032: 0.0012404226441848608
Position 2497: 0.0011934094752129205
Position 4732: 0.000882733149862857
Position 1221: 0.0007281273284598828
Position 1806: 0.0007153239128294079
Position 2834: 0.0006836406411099261
Position 837: 0.0005747394254963384
Position 327: 0.0005447738328066895
Position 778: 0.0005245955552843933
Position 3544: 0.00047115680323539923
Position 3397: 0.0004618590477390746
Position 5189: 0.0004226061172819412
Position 498: 0.00028266702974257717
Position 3098: 0.00022942588341965972
Position 2967: 0.00021431787007941073
Position 490: 0.00020175794699800676
Position 505: 0.00018374828204093514
Position 4259: 0.00013001689521895455
Position 3880: 0.0001268013665395624
Position 5009: 0.00012478886791520737
Position 4113: 0.00010283727073332994
Position 225: 9.550124858934184e-05
Position 456: 9.246642048188446e-05
Position 3344: 8.986822458710922e-05
Position 28: 8.786881496144354e-05
Position 445: 8.060769697444704e-05
Position 3214: 7.392456964783013e-05
Position 2977: 6.776463740131013e-05
Position 2631: 6.494901385921485e-05
Position 3178: 5.8498411602908666e-05
Position 3832: 5.6064464604477006e-05
Position 602: 5.262906437050558e-05
Position 100: 4.590980620052626e-05
Position 802: 4.4719309598778075e-05
