Gene = LEP
index = 781
Annotated 5SS: [   23 10879]
Annotated 3SS: [10706 13119]
SMsplice 5SS: [   23  1178  1639 10879]
SMsplice 3SS: [ 1034  1436 10706 11157]
top_k =  1000
Partition function (log Z): -7.517396916851069

Sorted 5' Splice Sites (High to Low Probability):
Position 10879: 0.9154121043276789
Position 1178: 0.8803029336611414
Position 23: 0.8366697032996243
Position 1639: 0.7637963294690124
Position 8088: 0.460263008753687
Position 3251: 0.18743875689203135
Position 7634: 0.14294954148405833
Position 460: 0.11009920660486262
Position 2570: 0.06585100954286002
Position 8965: 0.0640057022329363
Position 14609: 0.05650379509175752
Position 1547: 0.04876159188740744
Position 271: 0.03390402998105288
Position 1678: 0.030304428847139946
Position 7837: 0.02959880929001762
Position 8424: 0.029149035511278214
Position 4969: 0.028889308006188955
Position 10051: 0.028466657756913732
Position 400: 0.018908401845680666
Position 973: 0.018849315659886578
Position 6574: 0.017141040624896648
Position 15293: 0.01692431133788446
Position 10055: 0.013672388846869159
Position 4637: 0.013526695361890582
Position 10175: 0.011365317342582282
Position 1567: 0.010780953061758797
Position 1087: 0.00872774918206475
Position 8705: 0.00848866903054679
Position 15303: 0.0077345006372493445
Position 15532: 0.005659317942311896
Position 559: 0.005036523502738655
Position 936: 0.004979912831346083
Position 4263: 0.004820843734195319
Position 11086: 0.004613456400622288
Position 5703: 0.003910230797401868
Position 519: 0.003541181439545762
Position 7293: 0.0032937462689715236
Position 13540: 0.0031526454370918388
Position 888: 0.0021669689178625447
Position 798: 0.0018100978998970396
Position 12996: 0.0014157149954241422
Position 236: 0.0012680432312031124
Position 190: 0.0010389948029539547
Position 998: 0.0009239681775381895
Position 675: 0.0007586913288745776
Position 1074: 0.0006975269189179829
Position 285: 0.0006704324663870439
Position 1740: 0.00055035814829051
Position 1284: 0.0005499881465398183
Position 393: 0.00047677756019084104
Position 60: 0.00044591663769665024
Position 421: 0.00042804358244302054
Position 687: 0.00020429775285762573
Position 10888: 0.00019688433371947052
Position 1060: 0.00017973218292966812
Position 1400: 0.00016460560082064794
Position 1369: 0.00013999447208982586
Position 882: 0.0001374975279732315
Position 303: 0.00012964157129847408
Position 784: 0.00010061682719051384
Position 1065: 8.517786270363965e-05
Position 977: 8.337199718185345e-05
Position 877: 8.09683498508768e-05
Position 958: 8.033765745141297e-05
Position 165: 6.15253413516802e-05
Position 2379: 6.130691294139116e-05
Position 1835: 5.1685939649974045e-05
Position 697: 4.6888655130846384e-05
Position 1604: 2.74335113953257e-05
Position 1182: 2.3389078861017352e-05
Position 3754: 2.286793672694956e-05
Position 802: 1.5412022931781105e-05
Position 1716: 1.4827396920753784e-05
Position 2457: 1.1227687245899496e-05
Position 995: 9.094433858912317e-06
Position 4565: 7.985185142767698e-06
Position 1304: 6.704644202863108e-06
Position 1493: 6.435910939521916e-06
Position 115: 5.1819746768308476e-06
Position 2584: 4.422374810678979e-06
Position 553: 4.075735626433601e-06
Position 3627: 2.588778150485707e-06
Position 172: 2.1644060953935575e-06
Position 847: 2.1354280992293353e-06
Position 230: 2.1289718578401455e-06
Position 3724: 1.7012637602898597e-06
Position 1961: 1.2945834582621944e-06
Position 3799: 1.2929519906157718e-06
Position 1519: 1.2857135282748325e-06
Position 1034: 1.14644631440983e-06
Position 5083: 6.103042494835184e-07
Position 5014: 5.989308488639653e-07
Position 4927: 5.098551633178679e-07
Position 144: 3.307604912207788e-07
Position 3257: 2.391038645676157e-07
Position 3454: 1.5477988349556146e-07
Position 2738: 1.0191619198292078e-07
Position 575: 9.759525588138776e-08
Position 614: 7.892403027434883e-08
Position 15: 6.866948993643926e-08
Position 860: 3.273927965872269e-08
Position 210: 1.4386550615244862e-08
Position 366: 8.993802547527458e-09
Position 833: 2.969817943486311e-09
