Gene = OCLN
index = 982
Annotated 5SS: [  368 12003 17528 21818 42548 52828 55810 59294]
Annotated 3SS: [11884 16848 21655 42401 52611 55637 59251 61277]
SMsplice 5SS: [  609 12003 21818 42548 52828 55810]
SMsplice 3SS: [11884 21655 42401 52611 55637 61277]
top_k =  1000
Partition function (log Z): -21.451533236321403

Sorted 5' Splice Sites (High to Low Probability):
Position 12003: 0.9983892294419403
Position 21818: 0.9960986120045778
Position 609: 0.49571051688935597
Position 2724: 0.453800815487813
Position 3079: 0.3047228697796155
Position 3440: 0.27007382582166845
Position 14071: 0.2162031410394018
Position 549: 0.2123107363315679
Position 14986: 0.1999176284769131
Position 20388: 0.1324334982780188
Position 419: 0.11552974758615826
Position 368: 0.10402284123801905
Position 2437: 0.06941272182868129
Position 2749: 0.06709294140435793
Position 536: 0.06489774560658283
Position 17528: 0.05897371043043833
Position 3124: 0.056403973711649694
Position 225: 0.052974656048421144
Position 17097: 0.05221587090065893
Position 7061: 0.049673911209880725
Position 3031: 0.049606121458679785
Position 15878: 0.046812267891983776
Position 6665: 0.04038686163254246
Position 2450: 0.03763197718285075
Position 12256: 0.017587862017567235
Position 12246: 0.015862591756784197
Position 17330: 0.013239886790624886
Position 33113: 0.005439374612164585
Position 1268: 0.004891188534532827
Position 1408: 0.0038847301657143167
Position 2676: 0.0031796104175587495
Position 21999: 0.0031707834395234323
Position 331: 0.002943309661700897
Position 2174: 0.002936156230179513
Position 2560: 0.0026308137613181744
Position 14218: 0.002247327922127914
Position 524: 0.002154801141968383
Position 2362: 0.0019481775808301792
Position 12900: 0.0018215368673568243
Position 12007: 0.0014013819883409435
Position 2938: 0.001190615435500939
Position 14451: 0.0010407444509134246
Position 175: 0.0009837338649958756
Position 2682: 0.0009093200486642001
Position 15079: 0.000889018667212609
Position 3002: 0.0008857039730817366
Position 690: 0.0008781947406555341
Position 12462: 0.0008130189473980779
Position 16721: 0.0007843699937597606
Position 21745: 0.0006357805557138847
Position 585: 0.0005644229353401649
Position 17018: 0.0005575418919050983
Position 25336: 0.0005516317924229109
Position 25: 0.0005079952473438737
Position 17023: 0.0004978629362666523
Position 68: 0.00048774948332775536
Position 773: 0.00048164326545628377
Position 415: 0.0004712368131938312
Position 1177: 0.00047008080899019406
Position 2813: 0.00022228752892723713
Position 25896: 0.000219305592216141
Position 520: 0.0001640493621821506
Position 22220: 0.0001562730516274555
Position 2130: 0.00015446818170462628
Position 12223: 0.0001322558614155757
Position 2961: 0.00011657577909363356
Position 1718: 0.00011284500722242099
Position 150: 0.00011173364010567927
Position 1744: 0.00010719282038809668
Position 3291: 0.0001005281669255668
Position 15115: 9.815494931469232e-05
Position 22174: 8.792366399374393e-05
Position 1379: 8.73266362902249e-05
Position 15594: 8.541450898009659e-05
Position 12369: 7.976215872194822e-05
Position 12337: 6.665382954295741e-05
Position 13725: 6.411160317458557e-05
Position 1515: 5.9097041906483065e-05
Position 444: 5.6562989693059634e-05
Position 16988: 4.66931429849113e-05
Position 3010: 4.258400718368176e-05
Position 2780: 3.808320420524335e-05
Position 12317: 3.4812271856629566e-05
Position 13239: 3.359910466490177e-05
Position 3086: 3.2284468853692976e-05
Position 1232: 2.0181663557294546e-05
Position 15550: 1.9961972919041434e-05
Position 1991: 1.895009760618528e-05
Position 2529: 1.492009400966755e-05
Position 2616: 1.4895730349712944e-05
Position 2048: 1.386914405375188e-05
Position 1362: 1.1417929373682426e-05
Position 65: 1.1367758313457508e-05
Position 1217: 1.0137469869200832e-05
Position 1257: 9.930135096302136e-06
Position 12051: 4.550508702722694e-06
Position 447: 4.33812038526849e-06
