Gene = KISS1
index = 747
Annotated 5SS: [ 111 3713]
Annotated 3SS: [3571 5688]
SMsplice 5SS: [111]
SMsplice 3SS: [5688]
top_k =  1000
Partition function (log Z): -6.77729142805469

Sorted 5' Splice Sites (High to Low Probability):
Position 111: 0.9774364886413526
Position 1852: 0.6481273060978457
Position 2118: 0.5681233131071137
Position 3713: 0.3660034233994561
Position 5069: 0.13667743412853223
Position 4277: 0.07859935267081483
Position 4201: 0.06681709165165482
Position 2659: 0.06175266261955525
Position 652: 0.05496438981937706
Position 2669: 0.044533306327072655
Position 2383: 0.043220419232523156
Position 3001: 0.022953444248036203
Position 3682: 0.009953293075575534
Position 4544: 0.008290303039536796
Position 855: 0.00642406849824425
Position 4051: 0.006276440573849208
Position 5063: 0.005356927665298736
Position 2041: 0.004828416498773963
Position 6011: 0.004757373214694487
Position 5590: 0.004289989304511894
Position 970: 0.003461198793488928
Position 5544: 0.002608443241687597
Position 5177: 0.0015821534094870695
Position 2251: 0.0014353334683039293
Position 5442: 0.0012770753398297285
Position 1389: 0.0012369684750875693
Position 1802: 0.0012269284898538191
Position 2197: 0.0012207957550346288
Position 52: 0.0011674376288836534
Position 1527: 0.0007264918614883142
Position 3801: 0.0007010623265702908
Position 918: 0.0005702641038475498
Position 869: 0.0005254996901769443
Position 5447: 0.0004694055362098441
Position 2318: 0.00044812976251163854
Position 2469: 0.00044511435365912464
Position 3750: 0.0004370733676210747
Position 1266: 0.0003418500476123144
Position 1270: 0.0002895337573049521
Position 1028: 0.0002593537901907688
Position 3881: 0.0002539932227029483
Position 1211: 0.0002410954019263357
Position 1016: 0.00023000955524892557
Position 838: 0.00021655778597620662
Position 1000: 0.00021199946541786529
Position 4249: 0.00019701129226413008
Position 981: 0.0001843721621118087
Position 909: 0.000175185484705771
Position 146: 0.00015554977621548427
Position 1200: 0.0001455054051414243
Position 861: 0.00013004443327528718
Position 787: 0.0001221429893198737
Position 1171: 0.00011302710790803628
Position 1792: 0.00010615338697884376
Position 829: 0.00010134557070491754
Position 924: 9.741299782890821e-05
Position 953: 8.395435318323601e-05
Position 736: 8.361856074467984e-05
Position 738: 7.471771297517079e-05
Position 1189: 7.208912506782539e-05
Position 1047: 6.848862765739918e-05
Position 1289: 6.0998017232193185e-05
Position 2181: 5.683155865728889e-05
Position 740: 4.867992710911795e-05
Position 742: 4.5287691076225415e-05
Position 1154: 4.071559945778826e-05
Position 2397: 3.578271622370858e-05
Position 1076: 3.4707549421278646e-05
Position 2265: 3.3722848025354074e-05
Position 2617: 3.089739553410317e-05
Position 2159: 2.9759984355383992e-05
Position 734: 2.945463415337996e-05
Position 938: 2.918034101181231e-05
Position 894: 2.900213437651317e-05
Position 2664: 2.8606446228132834e-05
Position 1116: 2.762313311918476e-05
Position 744: 2.4541004720238778e-05
Position 1230: 2.18234522581781e-05
Position 1012: 2.0700590394938885e-05
Position 873: 2.0449469378196477e-05
Position 1087: 2.004506831215058e-05
Position 1894: 1.974255398837634e-05
Position 2403: 1.5194047996823398e-05
Position 1070: 1.4143370011463118e-05
Position 883: 1.351831769566008e-05
Position 1137: 1.3099618840129564e-05
Position 746: 1.2425247727831325e-05
Position 1260: 1.087521039247041e-05
Position 620: 1.0776299491265678e-05
Position 1807: 5.4912292200934215e-06
Position 2405: 3.925384613489431e-06
Position 2516: 3.5575844344307346e-06
Position 2137: 2.630073971685634e-06
Position 1993: 8.885905314587587e-07
Position 318: 7.843857943919869e-07
Position 55: 7.137485147060967e-07
Position 125: 1.9460683332739096e-07
Position 1004: 1.4904917138472608e-07
Position 848: 1.1362954814750304e-07
Position 1020: 1.0745091981906251e-07
Position 127: 6.800015480279987e-08
Position 1024: 6.418657304729345e-08
Position 985: 5.942556901343673e-08
Position 991: 5.780516736197186e-08
Position 1022: 5.585633075793021e-08
Position 842: 3.669236944865145e-08
Position 1223: 3.421181915670318e-08
Position 60: 2.3617744458505414e-08
Position 1039: 2.185367465353069e-08
Position 748: 1.527567706398262e-08
Position 304: 1.4463875254825847e-08
Position 810: 1.417192976253512e-08
Position 844: 1.3703334554323142e-08
Position 987: 1.0257960954867461e-08
Position 1215: 9.396974887817464e-09
Position 391: 9.24523613726419e-09
Position 1236: 8.192762803873998e-09
Position 254: 4.6650280458177274e-09
Position 1308: 4.085740273502918e-09
Position 1244: 3.949674715381419e-09
Position 1319: 3.599370488927834e-09
Position 1217: 3.4390990516673934e-09
Position 1274: 3.1093040400626467e-09
Position 1219: 2.7930667959441407e-09
Position 1282: 2.6008569667630053e-09
Position 360: 5.231722287658533e-10
Position 750: 5.065120659733791e-10
Position 752: 1.4897442640348233e-10
Position 779: 1.4768638306026512e-10
Position 754: 1.3906536488560818e-10
Position 756: 1.092744586263457e-10
Position 791: 1.0819402030442278e-10
Position 814: 9.45865529049757e-11
Position 190: 3.5946301831541185e-13
Position 641: 4.631582883687292e-15
Position 592: 9.509074802241414e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 5688: 0.5328023763258745
Position 1964: 0.5186194405217808
Position 3571: 0.2946623581939685
Position 1695: 0.2845747365564567
Position 5857: 0.264436428946361
Position 1738: 0.22395762021771534
Position 3995: 0.1386153263669707
Position 4948: 0.08055835134207716
Position 4792: 0.06635444415759213
Position 2497: 0.06629526385540113
Position 1801: 0.06273731502424251
Position 495: 0.04371955016878264
Position 1945: 0.03682393476034694
Position 1646: 0.03217612518264904
Position 3633: 0.029041327261079594
Position 2571: 0.028492495123200283
Position 5438: 0.028287985528180026
Position 3516: 0.023225892434866516
Position 2237: 0.023217121891788636
Position 3791: 0.02312337384935031
Position 1677: 0.021706401474700626
Position 4156: 0.021273732575783993
Position 5255: 0.02097936843062734
Position 2338: 0.018776875231057477
Position 4926: 0.017475486887355875
Position 3334: 0.016724945414443592
