Gene = ANKRD61
index = 84
Annotated 5SS: [ 216 1561]
Annotated 3SS: [1462 4067]
SMsplice 5SS: [ 216 1561]
SMsplice 3SS: [1462 4067]
top_k =  1000
Partition function (log Z): -5.270532595812062

Sorted 5' Splice Sites (High to Low Probability):
Position 1561: 0.9807493315186375
Position 216: 0.6199500256767626
Position 135: 0.37552423178718125
Position 3245: 0.23996695326368106
Position 3956: 0.15765439716821214
Position 1115: 0.09459185257849961
Position 2531: 0.0825838692967556
Position 3752: 0.031734717947405046
Position 3542: 0.028966317297647325
Position 1056: 0.02362315930545733
Position 1151: 0.012579255678639224
Position 1309: 0.00931047986970199
Position 1350: 0.009043888655848752
Position 1119: 0.008101037085739497
Position 968: 0.006762088294151996
Position 1736: 0.004244047515152538
Position 1238: 0.0042042824013015425
Position 567: 0.003686215388905639
Position 3482: 0.0027802902560202314
Position 585: 0.0022343637559033673
Position 1542: 0.0011371023345850308
Position 947: 0.0010413963207536036
Position 1376: 0.000809031049423098
Position 4211: 0.0007883474960021643
Position 740: 0.000720072669476359
Position 4228: 0.0006645691965545447
Position 4726: 0.0006200466664999538
Position 1244: 0.00038025709117622374
Position 2711: 0.0003168546297830892
Position 1914: 0.0003071579053575596
Position 1738: 0.00028744333041026167
Position 252: 0.00016152851503071063
Position 1136: 0.0001574537700637468
Position 288: 0.00012492852769639343
Position 2173: 9.554909334627262e-05
Position 2473: 9.438169197463798e-05
Position 1556: 8.130758236613913e-05
Position 3140: 7.037619979823093e-05
Position 2168: 6.1583052009036e-05
Position 2126: 5.188262021828054e-05
Position 2570: 4.462420063324242e-05
Position 972: 4.3640082252352115e-05
Position 1103: 4.116608814055989e-05
Position 734: 3.426173196785605e-05
Position 36: 2.7841626795358912e-05
Position 2621: 2.444065058777592e-05
Position 475: 2.3833481657855385e-05
Position 1220: 1.3512258550773912e-05
Position 489: 1.3248418739458354e-05
Position 2727: 1.2310235582823456e-05
Position 492: 1.1751992466207204e-05
Position 2114: 9.380503246354053e-06
Position 675: 9.192608959810178e-06
Position 592: 6.895576063868489e-06
Position 1254: 6.3528413676882314e-06
Position 2106: 4.3876589576364305e-06
Position 430: 3.6021179769585374e-06
Position 1218: 3.4772136616182335e-06
Position 235: 2.967472923488578e-06
Position 53: 2.751298197049181e-06
Position 1565: 2.5637069434248353e-06
Position 2193: 2.269663835372649e-06
Position 2635: 2.2307997539203256e-06
Position 2873: 2.1547475649774807e-06
Position 627: 2.0049520458524267e-06
Position 432: 1.965043361626069e-06
Position 918: 1.8045707980980314e-06
Position 2131: 1.5794185758607354e-06
Position 970: 1.438061255164781e-06
Position 662: 1.0707642929919063e-06
Position 1720: 9.169852853198702e-07
Position 1856: 4.2164378113517853e-07
Position 1980: 3.827210419084242e-07
Position 1829: 3.771787178813742e-07
Position 540: 3.26373401421435e-07
Position 820: 3.0681859486461404e-07
Position 3685: 2.8464236787222016e-07
Position 3660: 2.7053041967707326e-07
Position 571: 2.2349370209550575e-07
Position 527: 1.2789548110038184e-07
Position 753: 1.2621794260852594e-07
Position 452: 4.749891204573517e-08
Position 39: 4.541829691426403e-08
Position 1531: 3.5336592487202806e-08
Position 357: 3.3963010403088085e-08
Position 1501: 2.7790311590906585e-08
Position 501: 2.2396682236818173e-08
Position 156: 1.3597465908271267e-08
Position 949: 7.018280633064795e-09
Position 1229: 6.4795598548233136e-09
Position 46: 6.436536974190238e-09
Position 2154: 2.0860672490617803e-10
Position 2750: 1.9327302306868591e-10
Position 393: 1.2756612392615437e-10
Position 1410: 6.232077455213728e-13
Position 1518: 6.089538257334897e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1462: 0.9373063970977321
Position 4067: 0.35123388403198247
Position 3103: 0.19255215525938385
Position 941: 0.13605381459757251
Position 2239: 0.13510881307465833
Position 4884: 0.1266834558653761
Position 3869: 0.11679096498465832
Position 3012: 0.0834587729129867
Position 4039: 0.07736564246478328
Position 3334: 0.05439024020538297
Position 1637: 0.02968909154497498
Position 3851: 0.027507478159894534
