Gene = HILPDA
index = 652
Annotated 5SS: [61]
Annotated 3SS: [1351]
SMsplice 5SS: [61]
SMsplice 3SS: [1351]
top_k =  1000
Partition function (log Z): -7.314336584118397

Sorted 5' Splice Sites (High to Low Probability):
Position 61: 0.6544314676060792
Position 175: 0.3524473226904749
Position 490: 0.2024550882581199
Position 547: 0.1993567011352445
Position 1091: 0.10599759692538231
Position 740: 0.03850008335101873
Position 262: 0.015533708294950502
Position 520: 0.011860431628911533
Position 385: 0.004429638332904371
Position 342: 0.0026121913704642615
Position 1451: 0.001721546159406517
Position 508: 0.0011778607522347482
Position 1271: 0.0011370914251319726
Position 1120: 0.0009368369006682035
Position 809: 0.0008679134447456149
Position 1049: 0.0008652798224203109
Position 911: 0.0004362619865537573
Position 660: 0.0004059011402587839
Position 1193: 0.0003460333234097499
Position 1456: 0.00026047527628259926
Position 1608: 0.00022228261337349097
Position 92: 0.00016954091062367172
Position 99: 0.00015275764305969022
Position 613: 0.00011659519938787657
Position 187: 8.917480655929064e-05
Position 1403: 8.004388697421098e-05
Position 499: 7.85067682063227e-05
Position 774: 5.089243844793466e-05
Position 1184: 4.286130592478283e-05
Position 1230: 3.9476273671574334e-05
Position 1408: 3.0014929303810825e-05
Position 392: 2.9786930056708388e-05
Position 460: 1.78042864573903e-05
Position 1446: 1.532196529997034e-05
Position 320: 1.2562418381857465e-05
Position 306: 1.0946964422843743e-05
Position 54: 7.4490473988290745e-06
Position 222: 6.230509421999274e-06
Position 758: 4.437145232600466e-06
Position 551: 2.6804697718509743e-06
Position 467: 1.8925319749160029e-06
Position 769: 1.8624818459192017e-06
Position 65: 1.1584089655927742e-06
Position 639: 9.795475238373198e-07
Position 163: 9.758284342535024e-07
Position 345: 6.552357474982018e-07
Position 593: 7.684445217288594e-08
Position 940: 7.482576095869991e-08
Position 334: 5.075000221249604e-08
Position 481: 2.9460800743675655e-08
Position 70: 2.315646363125813e-08
Position 815: 1.4428332664697972e-08
Position 329: 1.261394621744151e-08
Position 363: 2.584588066866274e-09
Position 247: 9.266145163280702e-10
Position 634: 7.916212867812931e-10
Position 458: 2.777539276562753e-10
Position 443: 2.5746173816807304e-10
Position 465: 2.456605638909099e-10
Position 21: 3.0863042518274883e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1351: 0.6006536521317235
Position 384: 0.3462559610068056
Position 835: 0.2137621512628723
Position 341: 0.07354115235226413
Position 789: 0.05901098264007396
Position 142: 0.05683899192965199
Position 1484: 0.040885730767470076
Position 1398: 0.039126835626046755
Position 673: 0.03424313452266206
Position 419: 0.025892674038728965
Position 1048: 0.012391842927282376
Position 576: 0.009246255750636732
Position 220: 0.007512482411922046
Position 1450: 0.006039173666989922
Position 1814: 0.006032676722714776
Position 456: 0.005697065524505452
Position 994: 0.005571487686452148
Position 591: 0.005241629976523362
Position 489: 0.004862921182685804
Position 1547: 0.0040227091854170074
Position 317: 0.0033495214249632645
Position 1176: 0.0029531366899312513
Position 1074: 0.0028373540473888787
Position 1688: 0.0023499523937962562
Position 718: 0.0020680514190386245
Position 355: 0.0019415442877789098
Position 735: 0.001878202258662932
Position 1318: 0.0018766605806356765
Position 537: 0.001824038062685785
Position 997: 0.001769482910132086
Position 1713: 0.00162937172589154
Position 253: 0.0016112961639482603
Position 174: 0.001363462098499603
Position 1588: 0.0011413009804743337
Position 860: 0.0011155813502574275
Position 1550: 0.0008367569954675761
Position 841: 0.0008122010980010146
Position 1023: 0.0008009977047146352
Position 1150: 0.0007920982144275129
Position 508: 0.0007903304286103431
Position 1685: 0.0007254101964280115
Position 917: 0.0005017328893632594
Position 1090: 0.00043533189449823016
Position 518: 0.00041898133371025834
Position 240: 0.00038679774814501136
Position 613: 0.0003815576979299868
Position 1656: 0.0003530356488989894
Position 1400: 0.00035187206438331
Position 761: 0.0002799603018158402
Position 620: 0.0002779181045996623
Position 1358: 0.0002564330234311684
Position 1254: 0.00024973671899531605
Position 1513: 0.0002121680004763229
Position 1666: 0.00017621684665529707
Position 1727: 0.00017537551367988267
Position 1997: 0.00012939008269937334
Position 655: 0.00012720824065051635
Position 2032: 8.457872102926258e-05
Position 1266: 8.208456187595797e-05
Position 1567: 8.076638881835655e-05
Position 1325: 7.906088440311977e-05
Position 766: 6.931112684177581e-05
Position 421: 6.369082392587988e-05
Position 396: 6.34380114502781e-05
Position 659: 4.3312606827007786e-05
Position 2044: 3.794448061432354e-05
Position 999: 3.0420187597675885e-05
Position 1003: 2.9794890060208787e-05
Position 237: 2.565332002407959e-05
Position 1486: 2.4924767326788078e-05
Position 809: 2.0794877157814595e-05
Position 1403: 2.0793749420388846e-05
Position 1417: 2.0490999109924017e-05
Position 1781: 1.911823455067689e-05
Position 324: 1.8982208592056116e-05
Position 647: 1.820383380401789e-05
Position 1601: 1.7775690651689083e-05
Position 1282: 1.7100823646607303e-05
Position 179: 1.592905182723042e-05
Position 1831: 1.4592309950363144e-05
Position 1209: 1.4370408376288448e-05
Position 931: 1.2634345161132799e-05
Position 955: 1.0305753479023752e-05
Position 2004: 9.90770647502159e-06
Position 593: 4.345089150404086e-06
Position 645: 3.400323990889458e-06
Position 222: 2.5484449297693573e-06
Position 392: 3.2723588989995173e-07
Position 739: 2.7225029036614273e-08
Position 99: 5.954300545316637e-13
