Gene = MAT2B
index = 818
Annotated 5SS: [  202  6649  8122  8447 11164 12127]
Annotated 3SS: [ 6453  8006  8293 10969 12012 12644]
SMsplice 5SS: [  202  8122  8447 11164 12127]
SMsplice 3SS: [ 8006  8293 10969 12012 12644]
top_k =  1000
Partition function (log Z): 1.0703707254688375

Sorted 5' Splice Sites (High to Low Probability):
Position 8447: 0.9911581166163934
Position 8122: 0.9427635590269748
Position 11164: 0.8650965923531225
Position 12127: 0.8574410847397117
Position 202: 0.7953859168955136
Position 6649: 0.5202778436972694
Position 9419: 0.29016675495948985
Position 394: 0.1229124713018445
Position 8686: 0.10228743044109938
Position 11198: 0.09554298907451578
Position 12570: 0.09487566747250423
Position 803: 0.07059956010641392
Position 434: 0.06589575913200889
Position 6598: 0.05781633107402821
Position 142: 0.056124595783138505
Position 5551: 0.044499702525262634
Position 9996: 0.03141234391906683
Position 592: 0.02659701623433547
Position 11936: 0.025420361323842657
Position 12168: 0.02415366371465594
Position 10831: 0.017649043229364156
Position 12936: 0.012211948781541998
Position 12804: 0.0087994990008511
Position 12190: 0.007034712387086889
Position 229: 0.006155022015291982
Position 5694: 0.005399044938266079
Position 12860: 0.005182457363093376
Position 4072: 0.0038768416905916275
Position 862: 0.0037535634528806333
Position 5170: 0.003420935677227819
Position 747: 0.0032503450731893938
Position 3986: 0.003123103767757528
Position 9679: 0.0029479696199498032
Position 11100: 0.002306409947876476
Position 12131: 0.0016294892005910403
Position 10872: 0.0015050978095351624
Position 9658: 0.0014016836976456588
Position 299: 0.0012808483018688567
Position 10849: 0.0011976766738685586
Position 8744: 0.0010972469697025174
Position 11508: 0.0007841789701921644
Position 10423: 0.0007554139484050731
Position 10449: 0.0007167050318262816
Position 11512: 0.0006997350143869294
Position 8776: 0.0006413459510999434
Position 11070: 0.0005241585450241555
Position 13550: 0.0005089728542568794
Position 1794: 0.0004921164764568186
Position 101: 0.0003945328277011214
Position 11436: 0.0003787282621967278
Position 9192: 0.0003087839189563052
Position 12066: 0.00030455987327298386
Position 8880: 0.00028847557177210005
Position 8797: 0.0002884536678389537
Position 486: 0.00025689538446027
Position 1112: 0.00023861683198542148
Position 1219: 0.00021775040315340574
Position 4414: 0.00020099226683994615
Position 1618: 0.0001655781304559809
Position 10001: 0.00016060829257086797
Position 10379: 0.00015451790307825179
Position 9221: 0.00015178433528796733
Position 12855: 0.00014768048877015575
Position 12830: 0.0001433470980381103
Position 773: 0.00013902462985929676
Position 566: 0.00012757906186831497
Position 4482: 0.00012718271328045541
Position 3466: 0.0001174625331809601
Position 4148: 0.00010766331334545467
Position 3263: 0.00010567611690800957
Position 8394: 0.00010111326373484193
Position 9143: 0.00010102438015959959
Position 8681: 8.949499600827516e-05
Position 6800: 8.310359110649538e-05
Position 9488: 7.868082997663222e-05
Position 91: 7.546829424210657e-05
Position 539: 7.349761607130856e-05
Position 3165: 7.059992917348374e-05
Position 570: 6.300688057507957e-05
Position 10149: 6.237388731277925e-05
Position 4168: 5.992662969999471e-05
Position 444: 5.934899162710641e-05
Position 196: 5.8628117054385094e-05
Position 5527: 5.706779924588868e-05
Position 1768: 5.678900717093704e-05
Position 778: 5.0949318693923244e-05
Position 4288: 5.04659260100601e-05
Position 9504: 4.749194435849914e-05
Position 3787: 4.719402207276922e-05
Position 6419: 4.103998591821124e-05
Position 438: 3.9305530937735594e-05
Position 887: 3.8517874746415674e-05
Position 12815: 3.8443159262322234e-05
Position 2348: 3.4232654080532006e-05
Position 695: 3.1306170533973825e-05
Position 80: 2.9292264531422246e-05
Position 5601: 2.4469366357391478e-05
Position 6070: 2.3138373548913438e-05
Position 28: 2.2242850662904973e-05
Position 9434: 1.5098464546554378e-05
Position 562: 1.420018562208812e-05
Position 12231: 1.3765716806413323e-05
Position 8830: 1.2131961411276505e-05
Position 222: 8.49357735924951e-06
Position 12141: 8.405365776014398e-06
Position 370: 6.44216321267471e-06
Position 644: 5.1180934147475585e-06
Position 499: 4.188194197398322e-06
Position 188: 3.6939451868981354e-06
Position 612: 2.5148542337592263e-06
Position 210: 2.0342186625940493e-06
Position 286: 1.7591938621324808e-06
Position 3664: 1.3890646737952456e-06
Position 1519: 1.188054315769908e-06
Position 12447: 9.53668955672115e-07
Position 12300: 9.210122776869558e-07
Position 322: 8.934369811291102e-07
Position 457: 8.288624997836363e-07
Position 8876: 6.661609878721065e-07
Position 3573: 6.429046689541738e-07
Position 4112: 6.129882559277268e-07
Position 1213: 5.880570329611879e-07
Position 764: 4.6624946383539984e-07
Position 3882: 4.129207038553167e-07
Position 1707: 4.119530390897387e-07
Position 3265: 3.4365377107443287e-07
Position 124: 3.241599691396818e-07
Position 1547: 3.097863999730476e-07
Position 3408: 2.9099956995880686e-07
Position 3197: 2.869017895909605e-07
Position 1203: 2.66426169238071e-07
Position 2591: 2.0413997164704055e-07
Position 3397: 1.9193246119006343e-07
Position 12825: 1.694897262108527e-07
Position 524: 1.5045748153516776e-07
Position 543: 1.2412845019189407e-07
Position 4065: 1.1547691535365111e-07
Position 62: 1.0268741458596268e-07
Position 1018: 9.237932323176501e-08
Position 515: 7.881374944753566e-08
Position 658: 7.689317456702317e-08
Position 1117: 6.841990907880895e-08
Position 12313: 6.272530145332953e-08
Position 2970: 5.495471600335589e-08
Position 319: 5.324231251835345e-08
Position 1478: 3.5326065423883853e-08
Position 462: 3.4104439269195114e-08
Position 1435: 3.131945842820827e-08
Position 1529: 3.0521260796647274e-08
Position 175: 2.430399748284448e-08
Position 1946: 1.8145164799379874e-08
Position 11058: 1.651512146939485e-08
Position 1057: 1.1994124743554009e-08
Position 8701: 9.69701483041096e-09
Position 840: 7.924249970942674e-09
Position 31: 1.2433676076224512e-09
Position 398: 7.235255874091409e-10
Position 374: 4.2283758424612616e-10
Position 400: 1.1019272531562193e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 8293: 0.9723227337822579
Position 10969: 0.9348089486943095
Position 12012: 0.8599390305398195
Position 8006: 0.7561548748135143
Position 12644: 0.5746321713799524
Position 6453: 0.341886650101206
Position 12666: 0.2212813473623657
Position 6515: 0.1971971642638807
Position 9339: 0.1763405670740735
Position 12357: 0.16955495806293017
Position 7977: 0.09852679777972628
Position 9316: 0.0899466726234062
Position 725: 0.07149619754278123
Position 8019: 0.06661113933210824
Position 283: 0.05005188135041517
Position 5455: 0.047164314329975546
Position 8557: 0.04552083066887996
Position 9868: 0.02575414641430549
Position 8536: 0.025021836570965742
Position 11053: 0.02364791567711389
Position 6476: 0.023178537279130256
Position 12925: 0.023054793345199474
Position 11806: 0.019517578615372216
Position 10686: 0.018182305173184417
Position 8324: 0.01786034262604325
Position 13379: 0.01754869249092383
Position 13158: 0.014799440343368503
Position 9095: 0.013380414889977424
Position 342: 0.012663169474683513
Position 12279: 0.012549708853447694
Position 8629: 0.011962587460154512
Position 303: 0.011303527599168023
Position 9389: 0.00889118229462423
Position 11916: 0.008386209451716517
Position 12249: 0.008002164892016375
Position 13431: 0.007869567400253165
Position 12057: 0.007775631876400734
Position 11967: 0.0075353676480752856
Position 11819: 0.0072513947647836665
Position 6572: 0.007164869089566832
Position 12336: 0.006559640486064494
Position 8031: 0.006530168550847259
Position 13257: 0.006139908276781505
Position 13213: 0.005997155440028487
Position 8633: 0.005640665904714305
Position 6215: 0.005567837031567874
Position 12091: 0.005378234028414413
Position 12655: 0.005360407271957507
Position 7895: 0.005337048107933183
Position 414: 0.0053242961398338425
Position 8034: 0.0050782661780150225
Position 12935: 0.004536464079614506
Position 7807: 0.004530616375420054
Position 12669: 0.004234335977362379
Position 8559: 0.0034881515039181152
Position 4058: 0.003463511474515427
Position 13644: 0.0033723006010407566
Position 13356: 0.003325625725790959
Position 13382: 0.0032408562900194857
Position 13003: 0.0032038686225716894
Position 11008: 0.0030141216186546325
Position 11895: 0.002830535233471616
Position 8646: 0.0027608018388530454
Position 12027: 0.0027307110725562685
Position 8602: 0.002654788953596999
Position 11058: 0.0024789089217842485
Position 8272: 0.0023775846755940246
Position 8673: 0.0021973888156054853
Position 11872: 0.0021746211954992278
Position 9884: 0.0021490300456610506
Position 9813: 0.001914116872838543
Position 12206: 0.0019037167744379452
Position 11936: 0.0017966758514234994
Position 11379: 0.0017776928588748367
Position 12110: 0.0017672523803433696
Position 3786: 0.001726946165525117
Position 8363: 0.001675142634882883
Position 5550: 0.0015202632513273908
Position 6622: 0.0014913550790747396
Position 10255: 0.001478472080997537
Position 9504: 0.0014003545248826446
Position 9588: 0.0013902075333218755
Position 5394: 0.0012957070478290561
Position 11142: 0.0011529435040414596
Position 4867: 0.0010575924104830573
Position 12599: 0.0010380673463401219
Position 3818: 0.0010284010018617022
Position 4892: 0.0010034022929096588
Position 384: 0.0009732951334039707
Position 6192: 0.0008954318156491511
Position 12957: 0.0008951855901677126
Position 9135: 0.0008725299596859022
Position 12879: 0.0008500801822815592
Position 8604: 0.0007661087623733935
Position 6318: 0.0007533700971403777
Position 5084: 0.0007440054273204239
Position 10539: 0.0007351354769435391
Position 13295: 0.0007256452974761721
Position 562: 0.0007117791815666126
Position 10972: 0.0007098574189909737
Position 9471: 0.0007005131145519175
Position 9395: 0.0006978107090677321
Position 11405: 0.0006537567225496601
Position 11285: 0.0006527217513329922
Position 612: 0.0006457255103522046
Position 5030: 0.0006159355465146811
Position 12428: 0.0006115616662868924
Position 11835: 0.0005952527380352817
Position 9932: 0.0005907258182591075
Position 1680: 0.0005493089365489097
Position 12692: 0.0005306823987354901
Position 10519: 0.0005120567133537233
Position 10688: 0.0004904526513551994
Position 9957: 0.00048568636074071924
Position 9248: 0.0004789862356781683
Position 12713: 0.00044190413430128316
Position 9372: 0.00043593077758432756
Position 11119: 0.00042890507565093483
Position 11940: 0.0004010297440288599
Position 3839: 0.00038931448243016714
Position 8329: 0.000364798602785248
