Gene = MEAF6
index = 826
Annotated 5SS: [  107  1341  5309  5486 12960 18057 18879]
Annotated 3SS: [ 1224  5220  5439 12766 18026 18844 20655]
SMsplice 5SS: [  107  1341  5309  5486 12960 13838]
SMsplice 3SS: [ 1224  5220  5439 12766 13745 20655]
top_k =  1000
Partition function (log Z): 1.5978127804287299

Sorted 5' Splice Sites (High to Low Probability):
Position 107: 0.99058841499201
Position 5309: 0.986392981673229
Position 12960: 0.9588691991968507
Position 1341: 0.9416316183611112
Position 13838: 0.751919991100187
Position 5486: 0.5667638042261113
Position 9631: 0.5007433561561547
Position 15256: 0.22808685617164323
Position 18879: 0.17392617412572955
Position 2716: 0.13309511524367698
Position 13540: 0.11329603496454789
Position 7389: 0.09076720354674067
Position 9649: 0.08040504707193577
Position 18057: 0.07046648224250548
Position 13905: 0.060729673486215545
Position 6750: 0.05098519906790578
Position 5443: 0.03648202262422621
Position 13660: 0.029491866081644648
Position 4828: 0.028221777198328187
Position 13620: 0.02736507656162667
Position 13346: 0.026537200254245698
Position 1323: 0.023579522033848256
Position 19191: 0.021177556874746255
Position 20839: 0.020908566603946802
Position 18217: 0.018206920754042257
Position 13303: 0.016758130858495156
Position 14137: 0.01660216731949551
Position 15522: 0.015778292431832906
Position 15342: 0.015145872105001608
Position 14250: 0.012827784624791373
Position 2136: 0.01077247148484652
Position 7828: 0.010556446673158528
Position 15260: 0.010116006664302745
Position 19321: 0.007736614872055848
Position 18938: 0.00743153996889117
Position 417: 0.006494216083272414
Position 14006: 0.006289541036045962
Position 11453: 0.006272165033160139
Position 5100: 0.006225386989682421
Position 988: 0.005285497709609028
Position 3613: 0.004940984928246407
Position 1293: 0.004870211656001303
Position 9729: 0.004694599673277578
Position 7253: 0.00407217614238888
Position 970: 0.003966852857673062
Position 879: 0.0038929964435685913
Position 5634: 0.0038330864588958804
Position 13599: 0.0036200634316584748
Position 7569: 0.003592673525561489
Position 15361: 0.0029959226004866294
Position 990: 0.002994411906697969
Position 2697: 0.0029518768100844773
Position 1380: 0.0027187874654017396
Position 16767: 0.002632147778346629
Position 12641: 0.0024524060888729453
Position 4051: 0.0024245138867914707
Position 1833: 0.00239741439246378
Position 10545: 0.002362097222927209
Position 14675: 0.002208304127455901
Position 3112: 0.0021334197508658067
Position 6790: 0.0020993264623945036
Position 16721: 0.00208597128920542
Position 16973: 0.0019292973810645158
Position 956: 0.0018534081031715778
Position 1048: 0.0017900317722712234
Position 10758: 0.00174438863484342
Position 20800: 0.0016306093441981464
Position 894: 0.0015528356489580173
Position 11628: 0.001489650265879172
Position 247: 0.001293197843851388
Position 1192: 0.0011899159824153014
Position 413: 0.0011455827752277397
Position 430: 0.0011329955698605417
Position 4133: 0.0011189139873850238
Position 2981: 0.001108885520799163
Position 14048: 0.00103103472692881
Position 5322: 0.0009992248472182044
Position 10640: 0.0009346429969363669
Position 5563: 0.0008731225072361761
Position 992: 0.0008433800968702784
Position 13747: 0.0007738057713021259
Position 3245: 0.0007636705044527734
Position 6724: 0.0006634421807906348
Position 14325: 0.0006573084396990118
Position 10306: 0.0006526970784576887
Position 8355: 0.0006339938985989437
Position 2705: 0.0006333162166596084
Position 2905: 0.0006004134705922783
Position 374: 0.0005467693779920254
Position 1086: 0.0005268816398969546
Position 15654: 0.0005231236166833892
Position 1792: 0.0005161940307294858
Position 7177: 0.0004866488728157454
Position 1699: 0.0004745557771715522
