Gene = CDA
index = 333
Annotated 5SS: [  336 16092 24952]
Annotated 3SS: [15979 24893 29503]
SMsplice 5SS: [  336 16092 29398]
SMsplice 3SS: [15979 29341 29503]
top_k =  1000
Partition function (log Z): -11.60091010529302

Sorted 5' Splice Sites (High to Low Probability):
Position 16092: 0.9994204547438846
Position 336: 0.5779990724065576
Position 989: 0.5366980041983354
Position 6557: 0.2842719373426505
Position 4770: 0.24088778604525207
Position 2549: 0.23343710617624236
Position 29398: 0.22289807618217772
Position 24952: 0.19681959855111292
Position 3317: 0.1496786761575385
Position 342: 0.14630887509428425
Position 19418: 0.13330632719596727
Position 3334: 0.12871963519975888
Position 5463: 0.11274474780164741
Position 28714: 0.0852220682709956
Position 21021: 0.06626359884442867
Position 2026: 0.0641058321607502
Position 25157: 0.04373331438962855
Position 21012: 0.03608988205701493
Position 5441: 0.03545384694932158
Position 3539: 0.03220745387981041
Position 19089: 0.025429741429826493
Position 24789: 0.02093894524641151
Position 17713: 0.018784344506783617
Position 1862: 0.01700043474333627
Position 19368: 0.014920875762914268
Position 2838: 0.013768485413893364
Position 8907: 0.01318125864170992
Position 4567: 0.010721626577792059
Position 1152: 0.00988115540020647
Position 2209: 0.008499044238718868
Position 239: 0.007198195336771699
Position 960: 0.00621093355525155
Position 771: 0.006074804788840854
Position 262: 0.005905233272053593
Position 220: 0.004791572532046598
Position 4838: 0.004688131205095413
Position 4992: 0.0038842723286472455
Position 18965: 0.0038675425348614683
Position 381: 0.0033607630104862674
Position 1903: 0.0026704310893861495
Position 1894: 0.0023564146805963903
Position 174: 0.0019628160393513785
Position 2554: 0.001784642217654156
Position 18107: 0.0017511123630539558
Position 2561: 0.0017477724938532934
Position 16300: 0.001427746155882584
Position 67: 0.0011039962019649035
Position 22196: 0.0010236693318905286
Position 4470: 0.0009635571210011856
Position 1273: 0.0008805052005145465
Position 1329: 0.0008681504217690892
Position 3270: 0.0008209272648388883
Position 3733: 0.0007842985640207797
Position 222: 0.0007778257540991719
Position 3262: 0.0006162254486391541
Position 790: 0.0006078292820758662
Position 4487: 0.000535607001303272
Position 3779: 0.0005248458269287808
Position 1469: 0.00042035582876301196
Position 5659: 0.0003620764112323354
Position 1239: 0.0003580456449458954
Position 761: 0.00035448424101633115
Position 828: 0.00032992436114501656
Position 2793: 0.0003289502942583243
Position 5401: 0.00032174453382028084
Position 5700: 0.00029991270070347674
Position 640: 0.00024077003834492352
Position 385: 0.0001604295061657375
Position 224: 0.00011486468505251225
Position 1075: 0.00011433953515469239
Position 293: 0.00010932650802681543
Position 530: 8.295749102831787e-05
Position 623: 6.23997898934833e-05
Position 809: 5.446391195590065e-05
Position 17207: 4.2029480671618604e-05
Position 514: 3.754396537987394e-05
Position 398: 3.697621359086094e-05
Position 282: 3.618761926999626e-05
Position 20322: 3.345620393704411e-05
Position 1909: 3.25204936326107e-05
Position 567: 3.119502630358259e-05
Position 907: 2.4419851855212967e-05
Position 806: 2.396095568256315e-05
Position 110: 2.3347510490299066e-05
Position 3546: 2.0694392120707617e-05
Position 3869: 2.053454051997112e-05
Position 1184: 1.8094081213881784e-05
Position 1194: 1.730435923152711e-05
Position 700: 1.0704303897625915e-05
Position 108: 9.089582536694847e-06
Position 1162: 9.043996675863146e-06
Position 1828: 8.288720838380735e-06
Position 145: 8.209787941345612e-06
Position 1144: 6.594168852898291e-06
Position 886: 5.696106861603595e-06
Position 1702: 5.0572038167583765e-06
Position 356: 3.4149477395156116e-06
Position 729: 2.35692968896076e-06
Position 666: 1.3416075500565433e-06
Position 2633: 1.1145403133289115e-06
Position 378: 9.648748639103496e-07
Position 50: 9.646942687177738e-07
Position 1132: 9.583953380460994e-07
Position 1681: 8.723555153846578e-07
Position 462: 7.690656081671564e-07
Position 1927: 6.613004498828685e-07
Position 2801: 5.566331554317634e-07
Position 615: 4.2570218165377473e-07
Position 952: 3.9375312290819326e-07
Position 911: 2.514362706974343e-07
Position 883: 2.714352571162909e-08
Position 871: 2.597226610287288e-08
Position 476: 3.2978586248179777e-10
Position 644: 5.344900302230631e-11
Position 446: 3.783178645671691e-11
Position 893: 8.665227861635296e-13
Position 904: 7.913011560494975e-13
Position 195: 2.4995854095866756e-13
Position 427: 1.8854835822124825e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 15979: 0.9998309459523007
Position 29503: 0.4044345266956578
Position 29341: 0.3104951697281774
Position 3231: 0.2840637261415394
Position 28644: 0.21529237087400227
Position 24893: 0.18915153986953231
Position 871: 0.1551858568481905
Position 4648: 0.1539620363720446
Position 19234: 0.15039539025005266
Position 5335: 0.1456336262774028
Position 2519: 0.12651587022788324
Position 746: 0.12046785416863037
Position 6246: 0.0934110087606529
Position 6505: 0.08729805572137515
Position 4566: 0.08216904317749817
Position 22939: 0.07616780041757441
Position 20934: 0.07437356822916083
Position 25001: 0.06781652403093069
Position 1990: 0.06675122010404592
Position 2476: 0.06396103026443375
Position 24714: 0.05108043481690072
Position 6502: 0.04420835404779322
Position 6463: 0.04315488364693759
Position 21870: 0.03647860630696479
Position 29383: 0.03601129306184576
Position 20704: 0.033140361885935034
Position 23668: 0.019846510338018132
Position 27477: 0.017425086980940686
Position 24300: 0.016216002123422106
Position 1735: 0.01575498904215724
