Gene = PTCD2
index = 1096
Annotated 5SS: [  143  1898  6375 11009 14730 15519 18369 22670 32388]
Annotated 3SS: [ 1804  6244 10890 14650 15426 18254 22594 32273 37835]
SMsplice 5SS: [  143  1898 15519 18369 22695 32388 39161 42811]
SMsplice 3SS: [ 1804 15426 18254 22594 32273 39053 42711 46697]
top_k =  1000
Partition function (log Z): -4.265283064101833

Sorted 5' Splice Sites (High to Low Probability):
Position 32388: 0.9883304009162115
Position 18369: 0.9862905762905781
Position 1898: 0.9671288547462289
Position 15519: 0.9515953700502019
Position 5750: 0.8061098464208577
Position 42811: 0.7484112943330309
Position 143: 0.6692530377502556
Position 22695: 0.5215982441572838
Position 22670: 0.4661105079680878
Position 31090: 0.4028253136917096
Position 6375: 0.3698892284557157
Position 28630: 0.3243138223545469
Position 24433: 0.2581962818787093
Position 12487: 0.2149008057608774
Position 44178: 0.21278602303580957
Position 5448: 0.21179583377325695
Position 22902: 0.20124331024068548
Position 10891: 0.19619443725925234
Position 882: 0.1777639929082954
Position 12356: 0.16309045427802002
Position 90: 0.12576710952091424
Position 26861: 0.11847708560693415
Position 30411: 0.095478562188098
Position 24924: 0.09492921905645858
Position 5518: 0.08575949902957614
Position 38104: 0.08528565806874291
Position 22891: 0.07987490452782098
Position 1724: 0.07880036132340573
Position 38133: 0.07677875521996738
Position 10052: 0.07356095883027917
Position 39331: 0.07209372461449809
Position 14730: 0.07086620598965791
Position 26735: 0.061439997525673556
Position 39387: 0.05885962271037551
Position 38776: 0.051065654618691864
Position 6329: 0.0504655843288186
Position 20504: 0.04796903915016132
Position 15872: 0.04098102007692376
Position 39293: 0.03808417459365466
Position 28335: 0.037833110522981564
Position 6149: 0.037721816673286834
Position 25768: 0.03410943272403962
Position 284: 0.03389794795741385
Position 21868: 0.027512539891063108
Position 39974: 0.025706545397252034
Position 40129: 0.0250682701570768
Position 5070: 0.023110440766242062
Position 18791: 0.022384243081137466
Position 1562: 0.021737025308691083
Position 17368: 0.020616982469764088
Position 1049: 0.02006367511937574
Position 19276: 0.02006363495751982
Position 394: 0.01990145292362426
Position 20252: 0.016903503639650732
Position 19543: 0.016662033750000724
Position 602: 0.016097555611464295
Position 30444: 0.016053409100379192
Position 17767: 0.015623567760337314
Position 352: 0.015460381285425338
Position 23135: 0.014339943437245957
Position 34602: 0.014137003871942569
Position 100: 0.01377259072607807
Position 5483: 0.013595560982236366
Position 21926: 0.013016668363993188
Position 22109: 0.011506115493108935
Position 8548: 0.011123750504434841
Position 35300: 0.01008345615137164
Position 37926: 0.009457407310637508
Position 22079: 0.008554555136092804
Position 34617: 0.008173710508340305
Position 1545: 0.007283183017519659
Position 4361: 0.0069333884395339955
Position 17992: 0.006727065759181847
Position 11009: 0.006616011755805709
Position 14: 0.006422541933002103
Position 4474: 0.006342476306239434
Position 38010: 0.005611365630546312
Position 1010: 0.005550177225790326
Position 1282: 0.0054227080599211835
Position 44565: 0.004678622162345665
Position 35745: 0.004299241279977778
Position 5546: 0.004290687409059709
Position 5759: 0.0039200742985332476
Position 5087: 0.003664476599766428
Position 5452: 0.003193954473485305
Position 34313: 0.003172139027242891
Position 5262: 0.002755068237087004
Position 34817: 0.0027113110365615733
Position 6183: 0.0026092383884158674
Position 1015: 0.0024472966366991897
Position 1196: 0.002272514047075857
Position 6979: 0.0019646031846213036
