Gene = GTF2B
index = 627
Annotated 5SS: [  136  4358 27638 31479 31737 34413]
Annotated 3SS: [ 4250 27503 31331 31606 34130 38271]
SMsplice 5SS: [  136  4358 27638 31479 31737 34413]
SMsplice 3SS: [ 4250 27503 31331 31606 34130 38271]
top_k =  1000
Partition function (log Z): -5.353154292819783

Sorted 5' Splice Sites (High to Low Probability):
Position 27638: 0.9999999308304482
Position 4358: 0.9996894986532235
Position 31479: 0.9989745736023551
Position 31737: 0.8050664998330289
Position 34413: 0.5998968957263969
Position 136: 0.5460694725683692
Position 11288: 0.2843961824651725
Position 35163: 0.25194213568558405
Position 31252: 0.23212967256810135
Position 12: 0.23166187344282987
Position 1371: 0.157709945361736
Position 35229: 0.1484232579419347
Position 38512: 0.1408435481011943
Position 30611: 0.13681607661132522
Position 627: 0.11577100212224574
Position 34418: 0.1028732792404036
Position 30728: 0.06011639841546047
Position 32938: 0.055372666572033054
Position 74: 0.04749839478326382
Position 32459: 0.044992755935992806
Position 34246: 0.03837160198814393
Position 3927: 0.029305554274065053
Position 36790: 0.028787966070121483
Position 1996: 0.025342569427359903
Position 237: 0.020380061337245348
Position 140: 0.01893907580310571
Position 384: 0.014584470523225396
Position 34277: 0.013873852746413336
Position 1388: 0.012576403745668738
Position 1201: 0.012008078371462953
Position 940: 0.011640690713033156
Position 646: 0.00976390555081722
Position 535: 0.009152456176084673
Position 2664: 0.009087535194436391
Position 10923: 0.007999795722843277
Position 3900: 0.007334691162582644
Position 1704: 0.007254699438841293
Position 34587: 0.007191032071122948
Position 374: 0.007035842304009805
Position 37680: 0.006953703924657108
Position 11088: 0.006830002045127653
Position 571: 0.005641729532511193
Position 34494: 0.0052870981391167655
Position 37292: 0.005171219185661955
Position 7214: 0.004926224184826551
Position 3234: 0.0045546445430638665
Position 34619: 0.004425855181370799
Position 34014: 0.003955670866277215
Position 10416: 0.003855263903541615
Position 32981: 0.003828836504782309
Position 36190: 0.0035020920186143232
Position 4586: 0.003327867037254706
Position 32355: 0.0032578030553639097
Position 10988: 0.0029782266005413034
Position 415: 0.002905707474218671
Position 37677: 0.002332835320146687
Position 36892: 0.0019341048897903626
Position 2305: 0.00178634389909369
Position 935: 0.001780034929393653
Position 3503: 0.0016445660477105303
Position 3918: 0.0015926591253914118
Position 1613: 0.0015190062004663317
Position 303: 0.001093612768222893
Position 4140: 0.0009557539384029731
Position 3508: 0.0008810937964489465
Position 37323: 0.0008596836299455261
Position 799: 0.0008591929303628997
Position 32268: 0.0007834127583194443
Position 36017: 0.0007695575732956049
Position 1384: 0.0007600039556513166
Position 1853: 0.0006991005299929625
Position 38228: 0.0006006896686612875
Position 32001: 0.0005595290324198113
Position 33375: 0.0005515958471389708
Position 33200: 0.0005001510838894122
Position 3561: 0.00048280513248904897
Position 35384: 0.0004817170530555511
Position 3668: 0.0004631522264308566
Position 33387: 0.00041150999768339684
Position 32718: 0.00041119393091186264
Position 8: 0.00030755621442291346
Position 33419: 0.0002361282956590959
Position 309: 0.0002217116220403809
Position 217: 0.00022145226533807808
Position 582: 0.00021279713759835494
Position 358: 0.00013216172506679564
Position 4322: 9.592872524198578e-05
Position 394: 8.529619687831502e-05
Position 33460: 7.938770495444458e-05
Position 4354: 6.337264380445735e-05
Position 1156: 4.992266867498531e-05
Position 378: 4.383193096886169e-05
Position 320: 2.5019744719310066e-05
Position 699: 2.417450455495983e-05
Position 748: 2.3192719768163745e-05
Position 810: 1.6573819044304745e-05
Position 78: 1.4273548651339376e-05
Position 1084: 9.88023621858378e-06
Position 617: 8.159474253565453e-06
Position 311: 1.6446342482121975e-06
Position 76: 1.5958613738082482e-06
Position 82: 8.870033389500203e-07
Position 92: 7.434520537111187e-07
Position 403: 6.40892550381035e-07
Position 43: 6.39546393553452e-07
