Gene = ARGFX
index = 93
Annotated 5SS: [  113  6197 14362]
Annotated 3SS: [ 6079 14212 15317]
SMsplice 5SS: [ 113 6197]
SMsplice 3SS: [ 6079 15317]
top_k =  1000
Partition function (log Z): -9.217053395322965

Sorted 5' Splice Sites (High to Low Probability):
Position 113: 0.942438509087778
Position 6197: 0.6595490464027963
Position 14362: 0.19773405417007725
Position 8463: 0.1962035443592809
Position 10044: 0.17638243790900685
Position 12966: 0.16260786637546773
Position 9392: 0.13782067348471808
Position 14914: 0.10839080323139591
Position 11697: 0.09699796891032562
Position 4245: 0.09169173933089815
Position 418: 0.05654660815144467
Position 10557: 0.04472611025657491
Position 14386: 0.040060231545575586
Position 4188: 0.029246062149529267
Position 15207: 0.02783043766341104
Position 7386: 0.026242637558151864
Position 82: 0.02552207363351321
Position 3324: 0.0233317617721734
Position 342: 0.01801622927157186
Position 6951: 0.015986366458533536
Position 8913: 0.007825537419063892
Position 15318: 0.006615598836525551
Position 10147: 0.005302238536246116
Position 7701: 0.0051903898928147485
Position 525: 0.005134362524101505
Position 4433: 0.004771899591567279
Position 14356: 0.004477607890780678
Position 3397: 0.004310841682631324
Position 15411: 0.0042230318898802644
Position 5194: 0.003976946624035579
Position 8861: 0.003610495601028416
Position 5778: 0.003506737350077279
Position 3914: 0.002394666298734034
Position 987: 0.002343631774801528
Position 11185: 0.002243472282678387
Position 4157: 0.001863603729762231
Position 13843: 0.001556955591113339
Position 3389: 0.0015315692340979246
Position 4919: 0.0014620324083061682
Position 730: 0.0014142759715201029
Position 11635: 0.001272828897531819
Position 11878: 0.001007463925886727
Position 117: 0.0009901140814941166
Position 3558: 0.0008102503554709106
Position 13974: 0.000739126988932638
Position 12604: 0.0006798047958969068
Position 13838: 0.0006679008544382197
Position 3492: 0.000646850762414873
Position 4979: 0.0005368281036533065
Position 8902: 0.0005016397765791752
Position 5610: 0.00047407744795585995
Position 3588: 0.0004473652167969123
Position 2564: 0.0004366249132442618
Position 9018: 0.0003468279308027579
Position 4811: 0.0002612680025314518
Position 5076: 0.00023674272092584058
Position 484: 0.0002304652633376183
Position 4213: 0.00022256181162362776
Position 1220: 0.00016770042643956214
Position 4249: 0.00015971814375518467
Position 3452: 0.0001242972401294559
Position 8953: 0.00012320021449616273
Position 5584: 0.00012171825929827423
Position 1408: 0.00011022831796139818
Position 3360: 0.00010386442543438638
Position 8857: 0.00010095757894108671
Position 2073: 0.00010001161061256091
Position 3934: 9.784627212682869e-05
Position 8487: 9.728678994456078e-05
Position 7754: 9.420826117797621e-05
Position 492: 7.355236049513562e-05
Position 500: 6.525159368836074e-05
Position 2794: 5.5344855809564644e-05
Position 293: 5.473165171672005e-05
Position 2596: 5.087204398578552e-05
Position 2171: 4.998269573992388e-05
Position 3662: 4.598709353988351e-05
Position 487: 1.0870331543885547e-07
Position 535: 9.658844564825592e-08
Position 598: 7.4237653368831e-08
Position 236: 6.514700573296107e-08
Position 828: 5.961764638971942e-08
Position 629: 4.444508417521474e-08
Position 107: 3.669758296549286e-08
Position 602: 2.8131526692057904e-08
Position 132: 2.7982986362736002e-08
Position 758: 9.127948963729532e-09
Position 637: 4.80971934034177e-09
Position 425: 4.338518059503163e-09
Position 542: 4.256122365315518e-09
Position 650: 3.730660055997337e-09
Position 955: 1.8227341721121589e-09
Position 790: 1.557029802404486e-09
Position 961: 1.1954830087969252e-09
Position 611: 7.058687695072905e-10
Position 213: 2.906917943501981e-10
Position 1061: 2.8629398027811187e-10
Position 192: 1.0326297260843511e-10
Position 350: 2.7760111899068585e-11
Position 560: 2.3739881944489168e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 15317: 0.6086607732803095
Position 6079: 0.5762688754094066
Position 8348: 0.19467235837854682
Position 15192: 0.1818594712801495
Position 12757: 0.1749528582839953
Position 14212: 0.17449107937397895
Position 9921: 0.1695138825671584
Position 14820: 0.14177045092793117
Position 9274: 0.13414110546875802
Position 15468: 0.0973882526810314
Position 11544: 0.09488376729889234
Position 14259: 0.08942467259019254
Position 6075: 0.0856998927033084
Position 4116: 0.08556833693140502
Position 199: 0.03330843062188197
Position 15025: 0.032266414205831345
Position 10320: 0.02639058137569016
Position 9945: 0.016174484186464274
Position 3284: 0.016031764434243895
Position 10296: 0.016010632010891784
Position 7266: 0.015131192185726785
Position 4138: 0.011517262989222666
Position 359: 0.010589235849227418
Position 8721: 0.009557128109649997
Position 9270: 0.009432297684431224
Position 3254: 0.008404701848852753
Position 7125: 0.007276395513174589
Position 4152: 0.007181913144831467
Position 6817: 0.007039370029914859
Position 15059: 0.005719197766058713
Position 8758: 0.005283015152771945
Position 4003: 0.0050716866324890955
Position 15494: 0.00491479628486992
Position 4171: 0.004650200380379139
