Gene = ASB17
index = 99
Annotated 5SS: [  541 10352]
Annotated 3SS: [10071 13272]
SMsplice 5SS: [  386   541 10352]
SMsplice 3SS: [  450 10071 13272]
top_k =  1000
Partition function (log Z): -6.014200694312494

Sorted 5' Splice Sites (High to Low Probability):
Position 10352: 0.8833216394987486
Position 541: 0.7693014591462056
Position 386: 0.6376208933662484
Position 2589: 0.46117678359192404
Position 165: 0.2914061610191571
Position 307: 0.252983502518214
Position 11457: 0.09787859397097767
Position 5018: 0.08842010535026176
Position 12873: 0.07079410754103323
Position 1414: 0.06842269555322168
Position 11685: 0.042399058538588434
Position 4585: 0.028618068875004045
Position 10244: 0.027482825843078325
Position 2010: 0.024552831148850162
Position 246: 0.021234702837772325
Position 1989: 0.019514880524485325
Position 11425: 0.01852897988806833
Position 13129: 0.013994019728508562
Position 93: 0.012375704821069833
Position 10304: 0.010972637921457475
Position 645: 0.009652402457261844
Position 9691: 0.006514697772510691
Position 9494: 0.006150572986803155
Position 12817: 0.004472517792204945
Position 456: 0.0044472351700983875
Position 3662: 0.00433645836916696
Position 8561: 0.004194751621143267
Position 1512: 0.0025655914038117127
Position 1823: 0.0025269915115613945
Position 1317: 0.002403719801882527
Position 1133: 0.0019118856539721161
Position 144: 0.0018827528392932381
Position 1457: 0.001830583722820637
Position 8115: 0.0017292798826771193
Position 11926: 0.0015599245627943715
Position 12372: 0.0014890464562147079
Position 13150: 0.001102160347309208
Position 1300: 0.0010634203480602898
Position 1626: 0.001003095424757437
Position 12886: 0.0009458803471679789
Position 519: 0.000657428983919233
Position 134: 0.00042430284990423905
Position 1281: 0.0004002435904916365
Position 49: 0.00038937338025682314
Position 76: 0.0001638746687939021
Position 1289: 0.00011821030491970092
Position 10986: 0.00010835413456765745
Position 2980: 0.00010781131677951304
Position 1986: 9.9035648489428e-05
Position 1962: 9.005742970799467e-05
Position 7006: 6.4511039032464e-05
Position 4297: 5.659240602578815e-05
Position 17: 4.8239193872815415e-05
Position 40: 2.9558886296062763e-05
Position 23: 2.5565498568493978e-05
Position 218: 2.3633082100285492e-05
Position 324: 2.2897406600183665e-05
Position 250: 2.0325216619574613e-05
Position 122: 1.786222241204431e-05
Position 162: 1.2648868467587819e-05
Position 264: 6.898140144887148e-06
Position 724: 6.500329816278292e-06
Position 516: 6.179069015287712e-06
Position 594: 6.143200072544744e-06
Position 903: 6.031865832572981e-06
Position 1026: 4.273226714187312e-06
Position 936: 4.082408397520211e-06
Position 625: 3.880329454671009e-06
Position 779: 2.068555525936848e-06
Position 599: 1.696581377207136e-06
Position 177: 1.2134083746145779e-06
Position 311: 1.1765515621614923e-06
Position 390: 1.1092252572787907e-06
Position 1031: 1.0419069931364155e-06
Position 238: 7.40952613671738e-07
Position 419: 6.332203569015302e-07
Position 829: 5.859032863910156e-07
Position 1071: 5.679005074799511e-07
Position 433: 4.338958654812203e-07
Position 66: 3.861809890843676e-07
Position 640: 3.3419205579972557e-07
Position 44: 3.148737483591046e-07
Position 417: 3.005096933074499e-07
Position 1475: 2.8808147271505237e-07
Position 1149: 2.449690051288014e-07
Position 1349: 2.0481549133084144e-07
Position 359: 2.022043880738095e-07
Position 703: 1.6979509319904942e-07
Position 865: 1.6921772627982815e-07
Position 440: 1.2939493617782594e-08
Position 503: 4.76041812208533e-09
Position 969: 4.257979943866618e-09
Position 678: 6.584115066333583e-10
Position 378: 9.619619219032266e-13
Position 676: 7.225442727524648e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 450: 0.5962925366938087
Position 13272: 0.5620202183899878
Position 10071: 0.5414923432349152
Position 2484: 0.41381433372893417
Position 10133: 0.2947154161999286
Position 11236: 0.19533744922010784
Position 13066: 0.15429209390817633
Position 285: 0.10591386930943215
Position 4861: 0.08000065095984432
Position 455: 0.07038586822626303
Position 10226: 0.07013829882231136
Position 1212: 0.06942120057594273
Position 11284: 0.06050969702097393
Position 12732: 0.05656528706171283
Position 344: 0.05138740981871226
Position 238: 0.04873962207616051
Position 276: 0.04784621093957717
Position 487: 0.04736031705486008
Position 12232: 0.04315796019503846
Position 4387: 0.029207038112159172
Position 12597: 0.02345799256939279
Position 10337: 0.022620334508131407
Position 2510: 0.02160096095243144
Position 12816: 0.016868990196818406
Position 11259: 0.015997223589565283
Position 250: 0.015028752798946842
Position 2342: 0.01406393235431993
Position 13373: 0.013902324976403516
Position 10687: 0.012624870613834164
Position 1838: 0.012261652814338242
Position 10446: 0.01224049413653968
Position 11129: 0.012104847168030997
Position 12330: 0.011091569829144545
Position 490: 0.010799293023169088
Position 1809: 0.010480324989981336
Position 1782: 0.010236322816519039
Position 2385: 0.009974599328027906
Position 9424: 0.008804420824566582
Position 13278: 0.007831260024354789
Position 1253: 0.007591569949651261
Position 1868: 0.007043096356603271
Position 4939: 0.0065216670606948095
Position 12432: 0.005285365261099094
Position 8475: 0.0052414637433966065
Position 12201: 0.005157827806314271
Position 9588: 0.004695435522128526
Position 11906: 0.0037916314082277187
Position 3603: 0.003077845902388113
Position 2670: 0.0030713694842544165
Position 371: 0.002894281696048679
Position 5929: 0.0025561132252387114
Position 12492: 0.002539666148710453
Position 2423: 0.002323346403682753
Position 10844: 0.002197447200034356
Position 10630: 0.002185865142971517
Position 1941: 0.0017496472407068403
Position 11305: 0.0017016857427121178
Position 568: 0.0015093920429272473
Position 1552: 0.0015035665660852997
Position 992: 0.0014689958538289486
Position 11971: 0.0014430598293782393
Position 11070: 0.0013068784285123164
Position 11857: 0.0012095425316106518
Position 10003: 0.0010818351356491492
Position 5293: 0.0010771892670152225
Position 386: 0.0010754361347639872
Position 4776: 0.0010705092570505491
Position 8046: 0.0010515435955150286
Position 11391: 0.0010450297511415973
Position 10671: 0.001041525799183334
Position 10537: 0.0009574766772921093
Position 3424: 0.0009462961583616875
Position 1822: 0.0008828947707879275
Position 4671: 0.0008671798697711915
Position 186: 0.0008228095411796013
Position 1924: 0.0007594270754837928
Position 7923: 0.0006777362871620907
Position 12384: 0.0006740796473602084
Position 1299: 0.0006265678231556739
Position 1877: 0.0005994338287843359
Position 390: 0.0005681622538653848
Position 306: 0.0005587634296224404
Position 513: 0.0005538708858469467
Position 12261: 0.000537132880333752
Position 12189: 0.0005103821189123811
Position 225: 0.000494214270801367
Position 1778: 0.0004872681273438605
Position 12172: 0.0004286017184994926
Position 10763: 0.00039722837296024603
Position 10747: 0.00039721197919691665
Position 8823: 0.0003685937248632525
Position 11875: 0.00031904830170160846
Position 1555: 0.000317181383614096
Position 122: 0.0003073385012736095
Position 8890: 0.0002850187618463879
Position 1695: 0.0002692868029389281
Position 5966: 0.0002549448157760265
Position 2538: 0.00021184099114753468
Position 11199: 0.00021143155610435746
Position 3310: 0.0002079349029202043
Position 3457: 0.00020766483216855163
Position 10824: 0.00020137249221615933
Position 1053: 0.0001982680514136162
Position 1843: 0.00019398518966730493
Position 7029: 0.00016796739531628712
Position 1885: 0.00016489112000876127
Position 958: 0.000164071734527853
Position 1528: 0.00015654335508241023
Position 1370: 0.00014313335420632246
Position 1616: 0.00014243667773369145
Position 1983: 0.00013143025136715992
Position 1905: 0.0001284333673521665
Position 1383: 0.0001271492289212983
Position 6986: 0.00012283798879548778
Position 4168: 0.00011280713003563193
Position 630: 0.00010691570431902452
Position 2852: 0.00010246680168000666
Position 6431: 0.00010063109472378672
Position 771: 9.306941911591843e-05
Position 8526: 8.415505096003563e-05
Position 169: 8.34230015579478e-05
Position 1147: 8.318255775230165e-05
Position 7005: 8.175870460480245e-05
Position 1386: 7.819024937397802e-05
Position 1590: 7.58424342628329e-05
Position 1698: 7.27156808115661e-05
Position 8225: 7.115289740559447e-05
Position 1576: 5.384657622004664e-05
Position 6964: 4.868571067706575e-05
Position 509: 4.667619697798418e-05
Position 2697: 4.664379479679829e-05
Position 540: 4.349929262941952e-05
Position 1289: 4.2149101865817253e-05
Position 7405: 3.591477337218515e-05
Position 6617: 3.2985399616535165e-05
Position 2914: 3.277880238415751e-05
Position 6922: 3.091761034706791e-05
Position 1754: 3.0053868090206135e-05
Position 5851: 2.8462760616538828e-05
Position 6161: 2.4280210697008883e-05
Position 183: 2.3830501371918995e-05
Position 1025: 2.1040260287981478e-05
Position 497: 1.933409751713602e-05
Position 1069: 1.6861225639769422e-05
Position 2946: 1.5323153245650194e-05
Position 6738: 1.3081736865947265e-05
Position 890: 1.3050600390309028e-05
Position 597: 1.3010071608000768e-05
Position 516: 1.2584680843656473e-05
Position 3346: 1.1982781614531573e-05
Position 2285: 1.196310334002834e-05
Position 2248: 1.1959771087556826e-05
Position 1344: 1.1314881141699138e-05
Position 3784: 1.0596098238217059e-05
Position 4353: 1.049266505534871e-05
Position 1031: 3.1108393147356943e-06
Position 936: 2.7829109944963646e-06
Position 1015: 2.2321127230407265e-06
