Gene = RECK
index = 1127
Annotated 5SS: [  666 15891 22469 23723 27448 29192 44206 47130 51529 54911 64111 65798
 68851 71732 73647 76044 80745 82535 84304 85256]
Annotated 3SS: [15831 22393 23685 27361 29143 44171 46931 51260 54730 63897 65660 68709
 71542 73523 75871 80551 82323 84229 85099 86390]
SMsplice 5SS: [  201 15891 22469 27448 28265 29192 30438 32139 47130 48916 54911 64111
 65798 68851 71732 73647 74484 76044 80745 82535 84104 84304 85256 86496]
SMsplice 3SS: [15831 22355 27361 28131 29143 30355 32015 46931 48832 54730 63897 65660
 68709 71542 73523 74343 75871 80551 82323 83873 84229 85171 86390 87035]
top_k =  1000
Partition function (log Z): -42.71929021885238

Sorted 5' Splice Sites (High to Low Probability):
Position 201: 0.5173422201316478
Position 15891: 0.4020593349980384
Position 366: 0.3330343089279361
Position 594: 0.24526799110268194
Position 4474: 0.20225288946733438
Position 7394: 0.14571280509005285
Position 1106: 0.12683649121587026
Position 1846: 0.06320424272595244
Position 666: 0.0330337644026228
Position 173: 0.03239422967203099
Position 1875: 0.030565088610643307
Position 116: 0.026772871587952506
Position 1048: 0.02260301508974959
Position 9305: 0.02138844421832619
Position 5524: 0.018354099045609393
Position 196: 0.013210361416767031
Position 1137: 0.0042402769360040575
Position 7663: 0.0036372846645087455
Position 3902: 0.003596412949800534
Position 394: 0.0034746677604226765
Position 68: 0.003008243409785351
Position 839: 0.0029380899211898658
Position 3278: 0.0027000348497707403
Position 3031: 0.002546015184782605
Position 1337: 0.0022369384505393918
Position 408: 0.0021540117472553496
Position 3643: 0.001671541513758672
Position 142: 0.0011014461954886748
Position 1891: 0.0009308406519852561
Position 3785: 0.0006921393852564868
Position 750: 0.0006497823603566251
Position 5463: 0.0006207415434157019
Position 1003: 0.0005982429590734296
Position 50: 0.0005859759754261338
Position 2662: 0.0005278726566335999
Position 3940: 0.0005236018194541428
Position 3477: 0.0004681187057363671
Position 2100: 0.0004110990823695103
Position 3840: 0.0004093696299635864
Position 3740: 0.00038979705223124656
Position 3015: 0.000379185195903066
Position 875: 0.0003238417562918921
Position 688: 0.0002297754630651205
Position 104: 0.00021303990189611356
Position 252: 0.00020008750405685327
Position 884: 0.00018580505715978807
Position 801: 0.00011078681116296502
Position 1174: 0.00010073800439914774
Position 243: 0.0001003259479538262
Position 897: 8.964355245586947e-05
Position 342: 8.828040702286504e-05
Position 306: 8.794605421850106e-05
Position 7176: 8.32975249144835e-05
Position 1414: 7.77943394667902e-05
Position 635: 6.896569630367456e-05
Position 972: 5.646888491300482e-05
Position 1349: 5.070298808922753e-05
Position 575: 4.6573893768311174e-05
Position 1367: 2.531920600598959e-05
Position 822: 2.195174933189995e-05
Position 526: 1.6092311548949326e-05
Position 186: 1.5430243403772387e-05
Position 626: 8.658924234935659e-06
Position 205: 7.178387298859322e-06
Position 670: 7.046635429283593e-06
Position 778: 6.8903839676708765e-06
Position 80: 6.6976050783710394e-06
Position 1052: 5.6349026289141195e-06
Position 495: 5.487479528079343e-06
Position 1119: 4.524439895688164e-06
Position 1141: 4.481471228515338e-06
Position 1259: 4.2293143534565145e-06
Position 1608: 4.18845000629364e-06
Position 184: 2.9628996121811345e-06
Position 660: 1.8460685411970318e-06
Position 314: 1.667284909082964e-06
Position 11: 9.696414405225075e-07
Position 2217: 4.1552663766045604e-07
Position 24: 3.6437566232988024e-07
Position 22: 4.6471225971620696e-08
Position 165: 2.726690913790813e-08
Position 223: 3.2116294267354545e-09
Position 377: 1.4861697757169426e-09
Position 445: 1.7071552636271857e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 15831: 0.4815893119008818
Position 20754: 0.43485950699034204
Position 4168: 0.21332398978902112
Position 272: 0.18573528881514886
Position 965: 0.15039907531395993
Position 7135: 0.11810580498118431
Position 1766: 0.10269605250966592
Position 9181: 0.0875722871504029
Position 13653: 0.0682301659428783
Position 11856: 0.05335617579146906
Position 7202: 0.050475645138431474
Position 11819: 0.047197797490926896
Position 9553: 0.03564514209134921
Position 7305: 0.024362035392220573
