Gene = NADK2
index = 908
Annotated 5SS: [  300 14322 15324 16257 22203 24051 29955 34629 40693 41572 44258]
Annotated 3SS: [14232 15234 16174 22118 23913 29875 34532 40636 41517 44133 46515]
SMsplice 5SS: [  300   917  8331  8532 14322 15324 16257 16542 22203 24051 34629 41572
 44258]
SMsplice 3SS: [  816  8213  8426 14232 15234 16174 16439 22118 23913 34532 41517 44133
 44775]
top_k =  1000
Partition function (log Z): 15.675264770157488

Sorted 5' Splice Sites (High to Low Probability):
Position 16257: 0.9957043432031865
Position 24051: 0.9953593095749044
Position 34629: 0.9788588286640991
Position 14322: 0.9776767069604865
Position 15324: 0.9755503868332167
Position 8532: 0.9547957432224207
Position 41572: 0.9510053717244659
Position 300: 0.891911587445702
Position 8331: 0.7357718298618681
Position 16542: 0.7055978172784658
Position 44258: 0.6851793048071693
Position 22203: 0.5889879547700594
Position 29955: 0.4217010072628243
Position 9992: 0.41983768814949274
Position 10651: 0.407071180049667
Position 963: 0.39198590231381075
Position 917: 0.39108827953442404
Position 12664: 0.32974553256358174
Position 10173: 0.31644072589438965
Position 15647: 0.2924342747433174
Position 22850: 0.25972974294920315
Position 22193: 0.24078706678343184
Position 8103: 0.2196168435493287
Position 4517: 0.18117278743282728
Position 8759: 0.15845987137137343
Position 7183: 0.14813337953910827
Position 40693: 0.13112399765191532
Position 33174: 0.11991349969831656
Position 16027: 0.11456738616931209
Position 8308: 0.11351098987961177
Position 4521: 0.1008964771696579
Position 22230: 0.08805508276674327
Position 43395: 0.08764106909206583
Position 15538: 0.08587239270540314
Position 44931: 0.06585532887717106
Position 10373: 0.0653470374399994
Position 9143: 0.06283639735200237
Position 21774: 0.06218927913805356
Position 38859: 0.05651460442993584
Position 236: 0.04915851323123416
Position 21754: 0.04728224645217454
Position 9888: 0.04448701237467506
Position 9161: 0.04176018140637528
Position 42052: 0.03848000164411909
Position 43484: 0.03814454052115793
Position 8058: 0.037781243134338845
Position 855: 0.03421784489307588
Position 5459: 0.034155093480676905
Position 1239: 0.03267947371891105
Position 8878: 0.0298754049343302
Position 41139: 0.029514713707687663
Position 10703: 0.029329135780855616
Position 21471: 0.029127101300545404
Position 12974: 0.027054258932700057
Position 10771: 0.02662072096359603
Position 42139: 0.025216078798189354
Position 28925: 0.0246661215109075
Position 14808: 0.024264274276335776
Position 257: 0.023718793043573376
Position 440: 0.023651927095935454
Position 42477: 0.02313241218341578
Position 43451: 0.021709326872377758
Position 8993: 0.020959691654203524
Position 47152: 0.02025925308261997
Position 8786: 0.019882012620548645
Position 29683: 0.018614294571616924
Position 29535: 0.017693918842879568
Position 35855: 0.01745753985032815
Position 41873: 0.017208014888188315
Position 16752: 0.01706851892571937
Position 695: 0.015166909871728832
Position 23090: 0.015152724216899035
Position 45179: 0.015116270930619775
Position 22966: 0.013841131621520699
Position 34845: 0.013407894831282343
Position 39066: 0.012303968240459758
Position 924: 0.012014041962819324
Position 1296: 0.011547830736240059
Position 15341: 0.011126817240563771
Position 79: 0.010332723473615303
Position 11269: 0.009816185407312576
Position 34920: 0.0084455089331687
Position 43775: 0.008140655232680268
Position 677: 0.007645296535281901
Position 14759: 0.007051957099047362
Position 8328: 0.006701122630909151
Position 14521: 0.006639665920996859
Position 8909: 0.006597769717982976
Position 44886: 0.006330305624079272
Position 24055: 0.004638817146298285
Position 26595: 0.0042854741383123625
Position 43430: 0.004064058344062702
Position 3597: 0.004056892612797014
Position 16036: 0.004027192017035228
Position 43756: 0.003900204327739104
Position 7991: 0.003815638692244775
Position 22246: 0.003777061203210757
Position 37635: 0.003713361768536898
Position 13574: 0.003611134346665314
Position 14782: 0.0035898252694402224
Position 1000: 0.0035350588178553323
Position 37527: 0.003490363262611114
Position 46043: 0.0034589702375909578
Position 15906: 0.0032138268056576404
Position 7756: 0.00309386040105261
Position 12668: 0.00307164050032059
Position 483: 0.0029286659730249414
Position 10842: 0.002771424587962053
Position 8989: 0.0027619937394308776
Position 16079: 0.0027383032566501014
Position 1370: 0.00269564575089727
Position 3262: 0.0026223006501013856
Position 23071: 0.002363838708228337
Position 11303: 0.002329061747064729
Position 14753: 0.00230972450619052
Position 16065: 0.002258461442090161
Position 43074: 0.0022358407786420226
Position 602: 0.002101840630465174
Position 8196: 0.0020952862089706832
Position 14567: 0.002058596112208754
Position 16269: 0.001955772097040589
Position 479: 0.001954169920745884
Position 39224: 0.0019409925060146823
Position 20967: 0.0014020941361980181
Position 3618: 0.0013679822284496938
Position 13190: 0.0012700808687293804
Position 1009: 0.0012188481858413321
Position 42133: 0.001198190915679179
Position 17026: 0.0011760976153937961
Position 20683: 0.0011677973118565852
Position 16237: 0.0011401074597489926
Position 42308: 0.0011007339438887567
Position 22500: 0.0010562447655044081
Position 4973: 0.0010550590284023578
Position 304: 0.0010181963440672019
Position 22784: 0.0009465742213747768
Position 2253: 0.0009359070602699397
Position 6278: 0.0009057953203741513
Position 22985: 0.0009030578664102725
Position 10708: 0.0008751344923384108
Position 2696: 0.0008308822663223868
Position 17076: 0.000826550775722264
Position 14649: 0.0007856048166977661
Position 14457: 0.0007546835581629161
Position 14882: 0.0006974312847655094
Position 2763: 0.0006829660820319487
Position 481: 0.0006536217446421928
Position 8742: 0.0006534776637239701
Position 9836: 0.0006513622375634418
Position 2022: 0.000617375864658664
Position 9514: 0.0006112526558951903
Position 115: 0.0006083880924516944
Position 22219: 0.0005894240379759548
Position 3382: 0.0005734372032572106
Position 1663: 0.00052576519512164
Position 7686: 0.0005163560713285455
Position 2275: 0.0005027603327471253
Position 9969: 0.00050262105632705
Position 3633: 0.0004942434091466032
Position 34964: 0.0004919157839870406
Position 16074: 0.0004372945808921564
Position 15752: 0.00041385037906641194
Position 8971: 0.00040690459933783303
Position 15588: 0.0003983640955818884
Position 22389: 0.00039347253266328584
Position 20702: 0.0003746285997878321
Position 19498: 0.00036071546313858565
Position 5320: 0.00035399019361369397
Position 16294: 0.00033891759414933135
Position 14801: 0.00027616335534910334
Position 7291: 0.00023317689628960488
Position 7250: 0.0002296251222941314
Position 609: 0.00021554323551868047
Position 16319: 0.0002146128324326092
Position 656: 0.00021419778575811933
Position 957: 0.00020110012371607835
Position 22547: 0.00019863968670927483
Position 14347: 0.0001915633201198572
Position 15251: 0.00016763288581307355
Position 18597: 0.0001627410245031686
Position 350: 0.000156410210983325
Position 1050: 0.0001473423740092724
Position 2117: 0.00013416467887629764
Position 878: 0.00011436702114175563
Position 3654: 0.00011419558269178068
Position 881: 0.0001103356285548951
Position 1421: 0.00010347928457811645
Position 14562: 0.00010229805037409909
Position 16367: 9.96081862853334e-05
Position 20208: 9.208467728073419e-05
Position 3845: 9.185040619700555e-05
Position 2005: 9.176377148895667e-05
Position 415: 9.011146826094656e-05
Position 44403: 8.231288774659316e-05
Position 15518: 7.15432686154284e-05
Position 1224: 6.739814508264182e-05
Position 121: 6.55624118982308e-05
Position 26386: 5.704903947837505e-05
Position 2867: 5.189920919581984e-05
Position 3865: 4.9650453036103295e-05
Position 3510: 4.513641100918031e-05
Position 3636: 4.4371987434944845e-05
Position 3918: 4.406694816104397e-05
Position 3096: 3.846486983922153e-05
Position 983: 3.50997078104032e-05
Position 15349: 3.017964400556383e-05
Position 25071: 2.8425172518693958e-05
Position 26428: 2.8187776288118863e-05
Position 242: 2.6428941632625072e-05
Position 625: 2.2929604732441823e-05
Position 210: 2.121929647018225e-05
Position 15290: 1.7198301716390513e-05
Position 9612: 1.3212006554681277e-05
Position 15892: 1.2448744737826301e-05
Position 15910: 1.2351762947762192e-05
Position 15897: 1.1573466250146499e-05
Position 529: 1.0534379394882755e-05
Position 25930: 9.655047991723534e-06
Position 16556: 9.507328690985375e-06
Position 532: 7.88340515377705e-06
Position 16528: 7.572251518873857e-06
Position 1012: 6.52649316513148e-06
Position 16202: 6.190041322556635e-06
Position 16354: 5.742410228764479e-06
Position 16701: 4.947966164206152e-06
Position 213: 3.076846065312675e-06
Position 16296: 2.453592215586257e-06
Position 216: 2.0846510450697408e-06
Position 262: 1.9975349883379642e-06
Position 845: 1.8958998325347964e-06
Position 1014: 1.8800581721450318e-06
Position 591: 1.730685547969637e-06
Position 621: 1.0947289005540475e-06
Position 19984: 1.0703032086701758e-06
Position 16650: 1.027282944006342e-06
Position 219: 8.827152652606038e-07
Position 37: 7.241322708446087e-07
Position 1016: 2.692644227260537e-07
Position 685: 2.6129437029703963e-07
Position 24749: 2.206324904163684e-07
Position 16772: 2.1145118315356957e-07
Position 16792: 2.0842769224558888e-07
Position 16546: 1.214331721160364e-07
Position 1042: 9.232947216049007e-08
Position 1126: 7.347184723534662e-08
Position 16454: 5.648226142062328e-08
Position 16452: 2.7460208911624493e-08
Position 24125: 2.5069169922277943e-08
Position 16712: 1.6597817201479524e-08
Position 24213: 1.525832466167381e-08
Position 1623: 1.0156817195001922e-08
Position 34: 8.338846881089978e-09
Position 42: 5.794018887015701e-09
